dataset_group,dataset_name,predictor_name,score_name,n,raw_spearman,normalized_rmse_spearman,partial_rho_control_magnitude,within_perturbation_weighted_rho,within_context_weighted_rho,raw_spearman_ci_low,raw_spearman_ci_high,partial_rho_ci_low,partial_rho_ci_high,status
cui_immune_cytokine_group,CuiHacohen2023,ContextSimBaseline,lodo_error_ranker_risk,1253,0.14653856855807493,0.12306887815573024,0.16054042524644785,0.009698663916499114,0.2226576659922203,0.08747434912967438,0.19415257624686572,0.09402546479164464,0.21656024888849484,ok
cui_immune_cytokine_group,CuiHacohen2023,ContextSimBaseline,model_disagreement_risk,1253,0.27115901703530043,-0.07503202397252541,0.0982228598507163,0.09156858703945694,0.24104356610255195,0.2168771212371556,0.3245788958282466,0.04804402920374311,0.15157521410964825,ok
cui_immune_cytokine_group,CuiHacohen2023,ContextSimBaseline,protocol_v0_2_family_confidence,1253,0.4202213386986143,0.08677514762832651,0.2894908381737697,0.3724950229339694,0.17665583340279817,0.36871161197069824,0.46994252412296633,0.2394466462020793,0.33591142863830864,ok
cui_immune_cytokine_group,CuiHacohen2023,ContextSimBaseline,safeconf_linear_ranker_risk,1253,-0.04605128805866609,-0.0007016317357290178,-0.04240830013668281,0.07755255518623434,-0.09940448161767597,-0.09301674912116663,0.008408465234114437,-0.09193266214934269,0.02150967789845076,ok
cui_immune_cytokine_group,CuiHacohen2023,V0StrongBaseline,lodo_error_ranker_risk,1253,-0.043150819971218196,0.0998955682069154,0.06260407675503045,-0.1976310851141887,0.2881386346718201,-0.10324692189888228,0.012227757642364138,0.007123521571076646,0.11234141867665462,ok
cui_immune_cytokine_group,CuiHacohen2023,V0StrongBaseline,model_disagreement_risk,1253,0.4371610524029517,0.115180289563787,0.3531324266736815,0.1957556808714031,0.41186342558759054,0.39263469677004253,0.4818063843775962,0.30300073492348556,0.409821924412359,ok
cui_immune_cytokine_group,CuiHacohen2023,V0StrongBaseline,protocol_v0_2_family_confidence,1253,0.47023642943561256,0.1319215831650156,0.3678580210269278,0.3907501118195451,0.3168600862607821,0.41512246336253905,0.5175120815508836,0.31661675116385257,0.4150102952719953,ok
cui_immune_cytokine_group,CuiHacohen2023,V0StrongBaseline,safeconf_linear_ranker_risk,1253,0.029831115627155697,-0.22277164458142992,-0.12248371595920723,-0.12252878805153344,0.11309536245902164,-0.020947940056003103,0.07977696567138866,-0.1831579137021585,-0.06387852449614422,ok
frangieh_crispr_group,Frangieh,ContextSimBaseline,lodo_error_ranker_risk,633,-0.6847184264290991,-0.27893285382405086,-0.5699107877961094,-0.2837418469855909,-0.7251133263269798,-0.7238745702143176,-0.6304323003624436,-0.6187707770961051,-0.5156952747324073,ok
frangieh_crispr_group,Frangieh,ContextSimBaseline,model_disagreement_risk,633,0.9051565995507935,0.4277959445299108,0.9215947634579376,0.6406944714666977,0.9359627495816354,0.8886383548100578,0.9208101257474498,0.904425788812504,0.930315877239468,ok
frangieh_crispr_group,Frangieh,ContextSimBaseline,protocol_v0_2_family_confidence,633,0.6222815378115581,0.35340924510316185,0.5433298204375797,0.7365809681850336,0.6467814667671594,0.5743385671110263,0.6751166072691733,0.49147235052445354,0.5880622652180479,ok
frangieh_crispr_group,Frangieh,ContextSimBaseline,safeconf_linear_ranker_risk,633,0.35243882870896404,0.2810189223351001,0.2431092444233042,0.6132336722531434,0.27289465728167334,0.2676637809655109,0.42094767382136206,0.1912557084384798,0.30197206323442205,ok
frangieh_crispr_group,Frangieh,V0StrongBaseline,lodo_error_ranker_risk,633,-0.7258725933335146,-0.21450777410469882,-0.523117073663509,-0.5886407297529318,-0.5995624253364651,-0.7694600063131154,-0.6802586919129749,-0.5930351963916959,-0.454109953123215,ok
frangieh_crispr_group,Frangieh,V0StrongBaseline,model_disagreement_risk,633,0.8660210598907319,0.4619265763360952,0.8964348734669542,0.5355450236966824,0.9119939704398257,0.8433707936999757,0.8829541585684946,0.8777559409049541,0.9082060395018933,ok
frangieh_crispr_group,Frangieh,V0StrongBaseline,protocol_v0_2_family_confidence,633,0.599638479634933,0.36139347431422686,0.5290007541552297,0.7488151658767772,0.6066031348603109,0.5393964382596322,0.6528929226269554,0.47526953121731136,0.5768288352614295,ok
frangieh_crispr_group,Frangieh,V0StrongBaseline,safeconf_linear_ranker_risk,633,-0.1307476259317386,-0.11060719638051933,-0.3086764557016938,0.4075829383886256,-0.2929225056740035,-0.22001492385410948,-0.038968260710447074,-0.36372774774124095,-0.24343520292134288,ok
lara_astiaso_group,LaraAstiasoHuntly2023_exvivo,ContextSimBaseline,lodo_error_ranker_risk,331,-0.02551711346847201,0.07927669552328065,0.10823557607495783,-0.1461356999057423,0.17663820334012809,-0.12815581085680366,0.06986848298314069,0.00448760143820384,0.21907802252641068,ok
lara_astiaso_group,LaraAstiasoHuntly2023_exvivo,ContextSimBaseline,model_disagreement_risk,331,0.008685221523280709,0.08190554031561567,0.11266755092282854,-0.025830815709969784,0.1528932243264149,-0.08395918375587207,0.11711163092427233,-0.020869199829899866,0.22820745381504134,ok
lara_astiaso_group,LaraAstiasoHuntly2023_exvivo,ContextSimBaseline,protocol_v0_2_family_confidence,331,0.5719284719211921,0.2718315172251765,0.4063216028625249,0.564213782189613,0.15537873981061434,0.48693481732355126,0.6507616558966164,0.3069876230405564,0.4853092044088539,ok
lara_astiaso_group,LaraAstiasoHuntly2023_exvivo,ContextSimBaseline,safeconf_linear_ranker_risk,331,0.0005645211993262808,0.08483238088304881,0.11399006689392785,-0.026449431736440807,0.12662820773810016,-0.09551700243820192,0.10054326785598931,0.007080619968652019,0.2298196199886037,ok
lara_astiaso_group,LaraAstiasoHuntly2023_exvivo,V0StrongBaseline,lodo_error_ranker_risk,331,0.5786701372837434,0.8018725088558398,0.6969747224764155,0.3377753831080283,0.7502520709977726,0.48455805738155433,0.6615400276033588,0.6448863463556481,0.7456952948171868,ok
lara_astiaso_group,LaraAstiasoHuntly2023_exvivo,V0StrongBaseline,model_disagreement_risk,331,0.6183317174217331,0.7885454479273866,0.7198351323424211,0.40896273917421955,0.7809426795618192,0.5292592323010947,0.6997039774633972,0.6739292831293928,0.7707134711404067,ok
lara_astiaso_group,LaraAstiasoHuntly2023_exvivo,V0StrongBaseline,protocol_v0_2_family_confidence,331,0.6514766564196915,0.09379688487539835,0.5808149133505216,0.545446698316789,0.465542564487891,0.5705802697261542,0.7206928991670769,0.4897105947057141,0.6582099676751009,ok
lara_astiaso_group,LaraAstiasoHuntly2023_exvivo,V0StrongBaseline,safeconf_linear_ranker_risk,331,0.6252098754810509,0.7866457315115999,0.7230655185625413,0.40289167026327155,0.779558701017781,0.5517808561538156,0.7036936963095475,0.6839195806738846,0.7685589886979247,ok
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,ContextSimBaseline,lodo_error_ranker_risk,390,0.48568130886997374,0.028475687600757978,0.3109468315841256,0.4436269891997416,0.16316609571600196,0.4061547822137458,0.5710864889695723,0.21659326146037056,0.4038868712695887,ok
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,ContextSimBaseline,model_disagreement_risk,390,0.3190438534258172,-0.08035242228366443,0.13043876574576083,0.1609288164339978,0.2645010669592278,0.22132850449207003,0.39692246169864526,0.024231616691135743,0.21316885670434785,ok
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,ContextSimBaseline,protocol_v0_2_family_confidence,390,0.45280603704025363,0.24817793269262378,0.4226703577855634,0.33786492005403923,0.3653336759141499,0.382045543263439,0.5311765242747027,0.34361842444314605,0.5050148445174045,ok
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,ContextSimBaseline,safeconf_linear_ranker_risk,390,0.3186279299492634,-0.07958753585089064,0.1306919091968145,0.164319467233975,0.2633640127728926,0.23361636507068603,0.3909723959016022,0.05024711036747876,0.22328493810951647,ok
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,lodo_error_ranker_risk,390,0.5405133641025899,0.33724737167963925,0.5725409555322588,0.11036685329195944,0.6905938175748579,0.45179373031631337,0.6049487758229364,0.4973524033212689,0.6281057964893695,ok
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,model_disagreement_risk,390,0.6921130822182111,0.28095375127637007,0.661590869926002,0.39710026588264935,0.7354004371591345,0.6351475980203053,0.7607582661066684,0.5888372792013377,0.7351079707541099,ok
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,protocol_v0_2_family_confidence,390,0.46307521366397497,0.14660886355900785,0.4248126640289337,0.15966675811235395,0.5951835873777123,0.37903852160474494,0.5494784799396252,0.34333232086380083,0.5178376499620659,ok
lara_astiaso_group,LaraAstiasoHuntly2023_invivo,V0StrongBaseline,safeconf_linear_ranker_risk,390,0.6897148466560493,0.2807615687555726,0.6590234348085943,0.39492239194311735,0.7346424111519111,0.6232275422030427,0.7625112943403715,0.5887637224180409,0.7253359915983908,ok
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,lodo_error_ranker_risk,1163,0.2844645834107548,-0.1627196311495543,0.0778352762838411,0.03358909384287518,0.3314912590035643,0.23475197585567337,0.3374812682113388,0.03188032473294643,0.13722780360908432,ok
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,model_disagreement_risk,1163,0.16672943952332137,-0.0387145477857494,0.10978693930576591,0.053600134927152536,0.05024511172404552,0.11449928152695314,0.21838505117143886,0.04836654769501249,0.16023569177951674,ok
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,protocol_v0_2_family_confidence,1163,-0.07562629961058807,-0.09468290916748316,-0.04446118360170847,0.06653028275201632,-0.1662147826378265,-0.14643511284506705,-0.01389640718084109,-0.10420617415236914,0.007027135671722267,ok
mcfarland_drug_group,McFarlandTsherniak2020,ContextSimBaseline,safeconf_linear_ranker_risk,1163,0.01983419604944166,0.17353444082391412,0.14293836970108106,0.005674462478601473,-0.05638481610106717,-0.04907020855581382,0.07198971421018711,0.09596492942613068,0.19559271182918644,ok
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,lodo_error_ranker_risk,1163,0.4010102315085575,-0.05434243446224943,0.14557102195979457,0.04392856300061483,0.42597685392631507,0.35007494689063284,0.4498669686341411,0.08457907784066702,0.19924263755721308,ok
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,model_disagreement_risk,1163,0.13701929770248752,-0.04414914739198462,0.057432450079393634,0.02122893843838795,0.031067213096447825,0.08058711238824817,0.19284203436171507,-0.005456870441652825,0.11278879314171587,ok
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,protocol_v0_2_family_confidence,1163,-0.0962013201340777,-0.1383094088293626,-0.08208591801619479,0.047458347626995724,-0.1803994371922145,-0.15744715359867403,-0.028626068314161795,-0.1416253033700583,-0.02063012431727109,ok
mcfarland_drug_group,McFarlandTsherniak2020,V0StrongBaseline,safeconf_linear_ranker_risk,1163,0.19287881482608926,0.1438928873633876,0.17988751094391225,-0.07690156894114467,0.1630547583686019,0.14323283718201296,0.2515417925935656,0.12422819190335185,0.23019659736627832,ok
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,lodo_error_ranker_risk,283,0.17059339210826663,0.15679352068627092,0.2008100872756457,-0.018312356065381293,0.31713368829554195,0.06715099628193807,0.25320391533113,0.10245827214331336,0.31105420244749793,ok
santinha_chemical_group,SantinhaPlatt2023,ContextSimBaseline,model_disagreement_risk,283,0.25208789765886497,0.23158218539112274,0.32645971194523304,0.039982102702950766,0.4538856254920825,0.13593587783916564,0.3558469085756068,0.2091058181754741,0.4225085238066016,ok
