dataset,fold_id,setting,method,n_tasks,status,spearman,utility_20,capture_20,remaining_relative_error_80
Liang,Liang_context_holdout_7_EM2_1,context_and_perturbation_unseen,learned_magnitude,5,EVALUATED,-0.7999999999999999,-0.9577329474803322,0.130056002373014,1.0874299970337324
Liang,Liang_context_holdout_7_EM2_1,context_unseen_row,learned_magnitude,13,EVALUATED,0.46153846153846156,0.36072637112577727,0.25825893397266897,0.9642633858355305
Liang,Liang_context_holdout_7_EM2_1,perturbation_unseen_column,learned_magnitude,40,EVALUATED,-0.2401500938086304,-0.47103261535804447,0.16703688096268346,1.0412038987966457
Liang,Liang_context_holdout_7_EM2_1,random_missing_pair,learned_magnitude,10,EVALUATED,-0.006060606060606061,-0.03917501981213854,0.1972981707441935,1.003377286569758
Liang,Liang_context_holdout_8_EM2_2,context_and_perturbation_unseen,learned_magnitude,5,EVALUATED,0.7999999999999999,0.10187340391635628,0.20775097538715892,0.9903112807660513
Liang,Liang_context_holdout_8_EM2_2,context_unseen_row,learned_magnitude,13,EVALUATED,0.13736263736263735,0.4358854156591401,0.25473744944867943,0.9688413157167167
Liang,Liang_context_holdout_8_EM2_2,perturbation_unseen_column,learned_magnitude,40,EVALUATED,-0.13639774859287057,-0.41627908356895654,0.17005734178056003,1.0374283227743
Liang,Liang_context_holdout_8_EM2_2,random_missing_pair,learned_magnitude,10,EVALUATED,-0.04242424242424241,-0.18184207478761008,0.18994760008321138,1.0125654998959859
Liang,Liang_context_holdout_9_EM2_3,context_and_perturbation_unseen,learned_magnitude,5,EVALUATED,-0.3,-0.9309387455370537,0.17405425781234596,1.0324321777345677
Liang,Liang_context_holdout_9_EM2_3,context_unseen_row,learned_magnitude,13,EVALUATED,0.03846153846153846,0.42734989571566995,0.25988301623031534,0.9621520789005901
Liang,Liang_context_holdout_9_EM2_3,perturbation_unseen_column,learned_magnitude,40,EVALUATED,-0.1052532833020638,0.13520355663186018,0.20619946002273803,0.9922506749715775
Liang,Liang_context_holdout_9_EM2_3,random_missing_pair,learned_magnitude,10,EVALUATED,0.3939393939393939,0.4261741210305301,0.22879068223688084,0.9640116472038989
Liang,Liang_context_holdout_1_DM2_1,context_and_perturbation_unseen,learned_full,5,EVALUATED,-0.7,-1.9883669485446323,0.17886952159629294,1.0264130980046338
Liang,Liang_context_holdout_1_DM2_1,context_unseen_row,learned_full,13,EVALUATED,0.47802197802197804,0.623343633286795,0.26742542258626073,0.9523469506378611
Liang,Liang_context_holdout_1_DM2_1,perturbation_unseen_column,learned_full,40,EVALUATED,0.1953095684803002,-0.11762814322630719,0.1943223024166392,1.0070971219792009
Liang,Liang_context_holdout_1_DM2_1,random_missing_pair,learned_full,10,EVALUATED,0.4787878787878787,0.8556969353021112,0.2817773611323378,0.8977782985845778
Liang,Liang_context_holdout_2_DM2_2,context_and_perturbation_unseen,learned_full,5,EVALUATED,-0.3,-0.3628256631648567,0.16378892613640028,1.0452638423294995
Liang,Liang_context_holdout_2_DM2_2,context_unseen_row,learned_full,13,EVALUATED,0.7197802197802198,1.0,0.268251578610254,0.9512729478066698
Liang,Liang_context_holdout_2_DM2_2,perturbation_unseen_column,learned_full,40,EVALUATED,0.1936210131332083,-0.2692238194251335,0.17537061078185817,1.0307867365226775
Liang,Liang_context_holdout_2_DM2_2,random_missing_pair,learned_full,10,EVALUATED,-0.17575757575757575,-0.09690239171159197,0.19470249331487335,1.0066218833564085
Liang,Liang_context_holdout_3_DM2_3,context_and_perturbation_unseen,learned_full,5,EVALUATED,-0.7,-0.2944217769472527,0.17591671847617377,1.0301041019047827
Liang,Liang_context_holdout_3_DM2_3,context_unseen_row,learned_full,13,EVALUATED,0.48901098901098894,0.7482877202157502,0.27192439020108883,0.9464982927385844
Liang,Liang_context_holdout_3_DM2_3,perturbation_unseen_column,learned_full,40,EVALUATED,0.5287054409005629,0.4897190856446379,0.23218540010611713,0.9597682498673534
