study,study_cn,target_cluster,n_tasks,family_upper_simultaneous_covered,worst_upper_simultaneous_covered,mean_family_lower_tightness,mean_worst_lower_tightness
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000004799,3,False,False,0.13065519449733332,0.1357145382769
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000006025,3,True,True,0.21549347445266664,0.24268180061266667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000008324,3,True,True,0.22130424497299997,0.21274444814266666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000010361,3,True,True,0.22549440603233331,0.21705528738233335
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000011258,3,True,True,0.13043165946663335,0.1265307275717
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000017260,3,True,True,0.14926716030566667,0.17866693022900001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000025156,3,True,True,0.15682632559233334,0.18506202916699999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000037757,3,True,True,0.14578932140033332,0.14647520798266667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000040633,3,True,True,0.22826091127766668,0.22206781067599998
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000055147,3,True,True,0.27182516356300002,0.26766095122766664
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000065675,3,True,True,0.19918911494233335,0.22897560538799999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000077147,3,True,True,0.2871511181093333,0.27564723892699999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000080493,3,True,True,0.3368855300046667,0.35174948440433335
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000081692,3,True,True,0.25024475605466667,0.22838705083300001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000082153,3,True,True,0.18094815242333331,0.18958548323433333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000082438,3,True,True,0.17325815148933332,0.16074357053533334
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000090554,3,True,True,0.25868215846199999,0.27322260209633331
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000091947,3,True,True,0.25980509377866667,0.24368293533099997
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000095397,3,True,True,0.39021773011900002,0.42928110941499997
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000096384,3,True,True,0.19067363034499998,0.21304785113666669
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000099365,3,True,True,0.23143645416699998,0.22160092148533331
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000099875,3,True,True,0.23815915866833334,0.23902519081466667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000100097,3,True,True,0.19171605321733334,0.22853361681633333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000100403,3,True,True,0.26177435302399998,0.25399372629766664
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000100664,3,True,True,0.28005168220033333,0.28297908135066668
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000101162,3,True,True,0.43214453670433334,0.42127858002300006
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000102309,3,True,True,0.24739965003200001,0.2701780516963333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000103091,3,True,True,0.17180357975566665,0.17688503602533334
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000103184,3,True,True,0.31437127307966667,0.319631305521
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000104524,3,True,True,0.14485251755366665,0.16466369373699999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000105122,3,True,True,0.23444622246133331,0.25469654383333334
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000105393,3,True,True,0.26709919641233332,0.30981531578966665
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000105499,3,True,True,0.27951439722633337,0.26327401334433337
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000105676,3,True,True,0.15699002220933334,0.17739297179400002
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000106538,3,True,True,0.32427880429666667,0.38887809801400003
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000107104,3,True,True,0.26951811178200002,0.29688601081233329
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000107779,3,True,True,0.20885647015033335,0.2211531595856667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000107816,3,True,True,0.18870085949233331,0.23887104725700001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000109180,3,True,True,0.15606756578866668,0.18289655322966669
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000110013,3,True,True,0.26612508385366668,0.28607434831333328
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000110697,3,True,True,0.162295866623,0.18090495708699997
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000110719,3,True,True,0.28633360675533331,0.28538116532033336
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000111540,3,True,True,0.25500280755900001,0.26807262209166666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000111642,3,True,True,0.20629905159166664,0.19862173638333333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000112367,3,True,True,0.24392344106733332,0.25155609932766665
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000112425,3,True,True,0.24679942385433332,0.28387387997233332
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000112936,3,True,True,0.21400540648699998,0.219057902375
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000113070,3,True,True,0.22507104506300002,0.25475078188299999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000115267,3,True,True,0.16491302082133333,0.156362426227
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000115993,3,False,False,0.10714234078713332,0.1203086162572
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000116663,3,False,True,0.11022522932916667,0.10242729030809999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000117054,3,True,True,0.32302186957666668,0.32770603390900005
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000117143,3,True,True,0.21936549602633335,0.26949763980333336
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000119725,3,True,True,0.2550771361293333,0.26356969007733333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000120708,3,True,True,0.176664467129,0.17629782142500003
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000121742,3,False,False,0.10589911704799999,0.11872996522883333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000121879,3,True,True,0.31546650991966668,0.28767179468866666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000123575,3,True,True,0.23827101384299998,0.22573799861800001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000124203,3,False,False,0.088095975577766661,0.09087266916553334
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000125505,3,True,True,0.38983388514066669,0.40165683461666668
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000125846,3,True,True,0.28837718414000002,0.33127067457699999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000126012,3,True,True,0.26432919251233333,0.32931767196433331
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000126214,3,True,True,0.11200410346563333,0.12387502866100002
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000126353,3,True,True,0.37478508842933334,0.3150723500706667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000126698,3,True,True,0.21864880487466665,0.21485225906533334
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000130775,3,True,True,0.25265379895466666,0.27860893869100001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000131791,3,True,True,0.22643470278866665,0.23079081574866667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000132465,3,True,True,0.18058738377466665,0.20706026858099999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000133597,3,True,True,0.36324667270333338,0.40106355667033333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000134460,3,True,True,0.17994708572499998,0.18543957739366668
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000134627,3,True,True,0.31626763266499996,0.30314990178833329
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000135655,3,True,True,0.23893985022599998,0.26911946681733334
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000135932,3,True,True,0.18181148198966668,0.17510138792466667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000136098,3,True,True,0.3523766793696666,0.36396843004666662
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000136240,3,True,True,0.20029368503266665,0.23449202416033332
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000136931,3,True,True,0.178874469423,0.18625895077666665
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000137273,3,True,True,0.27280947665100003,0.27983378836200001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000137343,3,True,True,0.34617763496533333,0.41172206198633332
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000138111,3,True,True,0.23412822676733333,0.22095831177233335
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000138942,3,True,True,0.13526064450266664,0.13207733465099999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000139826,3,True,True,0.28413594589566665,0.29027296850966672
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000141376,3,True,True,0.25783603105533331,0.27550952958399999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000141867,3,True,True,0.24677950744666666,0.24746884677366668
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000142669,3,True,True,0.19622135672833332,0.18869285135366667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000143379,3,True,True,0.27300964911500003,0.26972736341499998
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000143702,3,True,True,0.21198403227166665,0.22014585430566669
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000144746,3,True,True,0.15607160888433333,0.16753842349466666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000144848,3,True,True,0.21996966800999998,0.22630379079166665
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000146021,3,True,True,0.16247806988900002,0.15184528115366666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000146834,3,True,True,0.28420447972633334,0.29167460750166668
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000146859,3,True,True,0.19594925728766666,0.19007118831266667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000148334,3,True,True,0.13163861091433335,0.162880402196
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000148803,3,True,True,0.27472696155733334,0.26514120389733337
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000148840,3,True,True,0.25711053052966665,0.24897093680299998
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000149212,3,True,True,0.19577093988833336,0.20375901594366666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000151151,3,False,False,0.080560341096899996,0.075710386203666671
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000153071,3,True,True,0.26557051726533332,0.26546225578300003
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000153250,3,True,True,0.11606762365413333,0.11716802756663332
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000155111,3,True,True,0.21459699877233332,0.20860263619200001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000155792,3,True,True,0.259509594146,0.292277935692
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000158615,3,True,True,0.14548561377433333,0.16088712987000001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000160703,3,True,True,0.26315149628099999,0.25779480054199999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000162105,3,False,False,0.098078608818100002,0.10067938794303333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000162430,3,True,True,0.10417561408153335,0.12976116121166667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000164048,3,True,True,0.30304711386199995,0.36749531327566665
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000164867,3,True,True,0.17620418511933333,0.17180276618766666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000165322,3,True,True,0.18319324909033333,0.20832338824733332
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000165588,3,False,False,0.073995609977200005,0.084783474404433332
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000165985,3,True,True,0.267825410599,0.30987700315666666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000166965,3,True,True,0.33508690263966673,0.33854082045666667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000167553,3,True,True,0.25136705208233329,0.23884540373933336
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000168661,3,True,True,0.14527964150733333,0.17386259046566666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000168826,3,True,True,0.24981438906633335,0.21966306996333332
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000169752,3,True,True,0.15592829255900001,0.185385963657
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000169813,3,True,True,0.25561639627266669,0.25683884083466663
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000169894,3,False,False,0.1385694450021,0.14899989103736666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000170365,3,True,True,0.12818562006933334,0.13460291755500001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000170571,3,True,True,0.23999476709033332,0.30862062689833336
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000170615,3,True,True,0.29128103812699996,0.28146240860466665
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000171103,3,True,True,0.33394574777033331,0.30499391002033333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000171988,3,True,True,0.31043196710466664,0.3075898810603333
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000172638,3,True,True,0.18989974145266666,0.18524733212099997
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000173275,3,True,True,0.22455163622566665,0.24266601429800003
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000173575,3,True,True,0.25921547005700002,0.27484752958600001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000174684,3,True,True,0.25637436674233333,0.29172232715366669
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000174695,3,True,True,0.227769699179,0.22836195932
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000174915,3,False,False,0.13174993527693332,0.14333865780533334
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000176058,3,True,True,0.18268885519333333,0.20833511359800003
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000177721,3,True,True,0.23453389506433334,0.22864833948866667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000180626,3,True,True,0.16720165519266669,0.15702511100333336
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000181036,3,True,True,0.246086691404,0.23497062866599996
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000181381,3,True,True,0.23522670227700002,0.22169484164833334
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000181788,3,True,True,0.280230556405,0.29039781306733331
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000182253,3,True,True,0.21202079484966666,0.23822564369333332
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000182704,3,True,True,0.28145949286666666,0.25501730555800001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000183513,3,True,True,0.16485870045366666,0.17440622516233331
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000183733,3,True,True,0.27810518863533334,0.25363228537566668
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000184574,3,True,True,0.35150836407266667,0.36317891552933329
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000184613,3,True,True,0.260125030822,0.26539076391700001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000186815,3,False,True,0.14131105898023333,0.15568707050003336
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000188352,3,True,True,0.20279158427266666,0.23088552445300001
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000189269,3,True,True,0.32736421638800001,0.33431013468066667
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000196549,3,True,True,0.15196543462600001,0.17220968879766665
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000197134,3,True,True,0.23910987287766669,0.23614775439166666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000198707,3,True,True,0.32905508808366668,0.327597186599
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000198815,3,True,True,0.21550312159233331,0.19911059787266669
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000198924,3,True,True,0.32905392379299997,0.39529992490300003
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000198945,3,True,True,0.23978041738966663,0.22325120928299999
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000205544,3,True,True,0.13072486287866666,0.13832623736733332
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000211455,3,False,False,0.12627894749850002,0.1257110561592
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000213398,3,True,True,0.16674583466100001,0.17699192951733334
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000213859,3,True,True,0.28398437738833332,0.27904495684699998
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000221988,3,True,True,0.19712968908133333,0.19966398572266666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000228594,3,True,True,0.1125124688706,0.11439971584716668
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000242114,3,True,True,0.26022911494100004,0.29597452791733336
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000244274,3,True,True,0.11502483150166666,0.11705843281266666
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000259207,3,True,True,0.387622334776,0.37419920274200003
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000265354,3,True,True,0.17918974625866668,0.19238292589166664
E176_primary_CD4,E176 四供体原代CD4,H04::ENSG00000266967,3,True,True,0.24124302480766668,0.23642205724033336
E177_Sunshine,E177 独立公开研究,ANPEP,8,True,True,0.25343138489637501,0.29361633680237498
E177_Sunshine,E177 独立公开研究,ATF6,8,True,True,0.16562155572975001,0.18202069150112499
E177_Sunshine,E177 独立公开研究,ATG9A,8,True,True,0.1662503132465,0.210805603901
E177_Sunshine,E177 独立公开研究,BAG6,8,True,True,0.16319111250875001,0.2220666554595
E177_Sunshine,E177 独立公开研究,BCKDK,8,True,True,0.18392667130125001,0.239269861882625
E177_Sunshine,E177 独立公开研究,BRD4,8,True,True,0.15170856311911249,0.205671784774625
E177_Sunshine,E177 独立公开研究,CASP9,8,True,True,0.14439584723937501,0.18258688961462499
E177_Sunshine,E177 独立公开研究,CCZ1B,8,True,True,0.18992484577987501,0.237412826913
E177_Sunshine,E177 独立公开研究,CHD7,8,True,True,0.20224947498762499,0.24828656277337502
E177_Sunshine,E177 独立公开研究,CHEK2,8,True,True,0.19016437963400001,0.24864209264599998
E177_Sunshine,E177 独立公开研究,DDX1,8,True,True,0.182274783118725,0.216395178438125
E177_Sunshine,E177 独立公开研究,EIF2AK2,8,True,True,0.16164175697062499,0.222173644931625
E177_Sunshine,E177 独立公开研究,EIF2AK3,8,True,True,0.21396528104925,0.213613619872625
E177_Sunshine,E177 独立公开研究,EMC4,8,True,True,0.19027639809149999,0.22670357472012501
E177_Sunshine,E177 独立公开研究,FURIN,8,True,True,0.16874896635787501,0.19632592744362501
E177_Sunshine,E177 独立公开研究,IFITM1,8,True,True,0.191461031196,0.20518524485100001
E177_Sunshine,E177 独立公开研究,IFITM3,8,True,True,0.13564292962155,0.16954397802224999
E177_Sunshine,E177 独立公开研究,IFNAR1,8,False,True,0.1023650795645125,0.13742368501018751
E177_Sunshine,E177 独立公开研究,IRF3,8,False,False,0.1158528589015875,0.13814927397347501
E177_Sunshine,E177 独立公开研究,JAK1,8,True,True,0.17394692563325001,0.21172429161074999
E177_Sunshine,E177 独立公开研究,MARK3,8,True,True,0.204702161290375,0.26249741818587502
E177_Sunshine,E177 独立公开研究,MFSD12,8,True,True,0.25109511213625002,0.31604774236025002
E177_Sunshine,E177 独立公开研究,MOV10,8,True,True,0.120905155030175,0.1374893052109375
E177_Sunshine,E177 独立公开研究,MYD88,8,True,True,0.17712041050825,0.225373408262625
E177_Sunshine,E177 独立公开研究,NAE1,8,True,True,0.097890735077799995,0.12879027879312499
E177_Sunshine,E177 独立公开研究,NBAS,8,False,True,0.093270506372499992,0.104650454819375
E177_Sunshine,E177 独立公开研究,NDFIP2,8,True,True,0.15923143693087499,0.19785145648587499
E177_Sunshine,E177 独立公开研究,NLRX1,8,True,True,0.20541006014025001,0.25183396781625
E177_Sunshine,E177 独立公开研究,PPIA,8,True,True,0.13627148257712499,0.16522983287675
E177_Sunshine,E177 独立公开研究,PPIG,8,True,True,0.11223894004035,0.12739832035533749
E177_Sunshine,E177 独立公开研究,RB1CC1,8,True,True,0.20302358575349999,0.25713392266387497
E177_Sunshine,E177 独立公开研究,RELA,8,True,True,0.197258442075125,0.26732649625562499
E177_Sunshine,E177 独立公开研究,RIPK1,8,True,True,0.30325357514075002,0.42171461745850003
E177_Sunshine,E177 独立公开研究,RTN4,8,True,True,0.19434154305762499,0.21845122575775
E177_Sunshine,E177 独立公开研究,SCARB1,8,False,False,0.1165557508253125,0.165050572298375
E177_Sunshine,E177 独立公开研究,SIGMAR1,8,True,True,0.23653401348600001,0.23177698610475
E177_Sunshine,E177 独立公开研究,SIRT1,8,True,True,0.199998821883,0.22621681607112501
E177_Sunshine,E177 独立公开研究,SLC35B2,8,True,True,0.13860665392405,0.16786131407987501
E177_Sunshine,E177 独立公开研究,STAT2,8,True,True,0.13005338212924999,0.15710828965162499
E177_Sunshine,E177 独立公开研究,TBCB,8,True,True,0.19922021433662501,0.22045989201962499
E177_Sunshine,E177 独立公开研究,TLE3,8,True,True,0.18628683924264999,0.1984869655807
E177_Sunshine,E177 独立公开研究,TMEM41B,8,True,True,0.167262477961375,0.19617959171499999
E177_Sunshine,E177 独立公开研究,TMEM97,8,True,True,0.20122713311525001,0.23992031091462501
E177_Sunshine,E177 独立公开研究,TRMT1,8,True,True,0.245489028740875,0.329782165731
E177_Sunshine,E177 独立公开研究,TYK2,8,True,True,0.10706103089741251,0.14968558756887501
E177_Sunshine,E177 独立公开研究,TYRO3,8,True,True,0.20003871202537499,0.26782691464050001
E177_Sunshine,E177 独立公开研究,USO1,8,False,False,0.11969447717937499,0.14730796950335001
E177_Sunshine,E177 独立公开研究,VPS33A,8,False,False,0.1104069716080875,0.132746807124525
E177_Sunshine,E177 独立公开研究,XBP1,8,True,True,0.17406269133999999,0.21342271511987501
E177_Sunshine,E177 独立公开研究,ZCRB1,8,True,True,0.187489996684125,0.21068178913024999
E180_XuCao,E180 XuCao独立数据,ACO2,3,True,True,0.41455430125266668,0.44263427234200003
E180_XuCao,E180 XuCao独立数据,ATP12A,3,True,True,0.28120295516633331,0.28620833389133332
E180_XuCao,E180 XuCao独立数据,BRD7,3,True,True,0.28978639939666667,0.29427311406599999
E180_XuCao,E180 XuCao独立数据,COX6B1,3,True,True,0.31438332843466665,0.31929670668799998
E180_XuCao,E180 XuCao独立数据,CYC1,2,True,True,0.24643560241450002,0.25764841361099999
E180_XuCao,E180 XuCao独立数据,DDX56,2,True,True,0.130559325547,0.1460637756475
E180_XuCao,E180 XuCao独立数据,DHX29,2,True,True,0.166058918404,0.18129007901299998
E180_XuCao,E180 XuCao独立数据,DNMT3A,3,True,True,0.37262637847733332,0.34798874233833338
E180_XuCao,E180 XuCao独立数据,DROSHA,3,True,True,0.23243151430433331,0.23328592037600002
E180_XuCao,E180 XuCao独立数据,EEF1G,3,True,True,0.17037740861466666,0.16277185592133334
E180_XuCao,E180 XuCao独立数据,EXOSC6,3,True,True,0.20626265340466668,0.19863182723700001
E180_XuCao,E180 XuCao独立数据,FOS,3,True,True,0.36403954600033334,0.355218025007
E180_XuCao,E180 XuCao独立数据,GTF2A1,2,True,True,0.229478187651,0.234035960402
E180_XuCao,E180 XuCao独立数据,JUN,3,True,True,0.18669122853066666,0.21034527471966666
E180_XuCao,E180 XuCao独立数据,MCM3,3,True,True,0.20515192229333334,0.21511413527099998
E180_XuCao,E180 XuCao独立数据,MCM6,2,True,True,0.15995265541299999,0.17061713966449998
E180_XuCao,E180 XuCao独立数据,MNAT1,3,True,True,0.22039464692999999,0.21387546860933335
E180_XuCao,E180 XuCao独立数据,PCNA,2,True,True,0.19464489319299999,0.19905384598850001
E180_XuCao,E180 XuCao独立数据,POLR1B,2,True,True,0.139506166214,0.15856430916149999
E180_XuCao,E180 XuCao独立数据,RELA,3,True,True,0.34251931452599998,0.32692386499800002
E180_XuCao,E180 XuCao独立数据,SDHA,3,True,True,0.36282930109066669,0.36325774012900003
E180_XuCao,E180 XuCao独立数据,SLC28A3,3,True,True,0.28704597935433335,0.28734923033133336
E180_XuCao,E180 XuCao独立数据,SMG7,2,True,True,0.2545696665985,0.29351270355750003
E180_XuCao,E180 XuCao独立数据,SOX2,3,True,True,0.26854186157099996,0.26265406854599999
E180_XuCao,E180 XuCao独立数据,TPI1,3,True,True,0.29354641171233337,0.31420547430333334
E180_XuCao,E180 XuCao独立数据,XPO5,3,True,True,0.34223597398333333,0.30487043817733334
E180_XuCao,E180 XuCao独立数据,XRN2,3,True,True,0.19302133486966666,0.22354263678899999
E182_GSE225807,E182 独立RBP CRISPRi,AGGF1,2,True,True,0.42587758333702092,0.42108799088188087
E182_GSE225807,E182 独立RBP CRISPRi,BUD13,2,True,True,0.53518109959676263,0.4798520586970339
E182_GSE225807,E182 独立RBP CRISPRi,CPEB2,2,True,True,0.48274958972762338,0.45840083925901864
E182_GSE225807,E182 独立RBP CRISPRi,DDX42,2,False,False,0.40073844322331326,0.3719832150895746
E182_GSE225807,E182 独立RBP CRISPRi,DDX6,2,False,True,0.43447079372404962,0.42472673239656289
E182_GSE225807,E182 独立RBP CRISPRi,EIF4G2,2,True,True,0.47674546395209977,0.46997796894645799
E182_GSE225807,E182 独立RBP CRISPRi,FXR2,2,True,True,0.56528024716493475,0.46805872276665145
E182_GSE225807,E182 独立RBP CRISPRi,HNRNPC,2,False,True,0.47636840574152306,0.45977722686741157
E182_GSE225807,E182 独立RBP CRISPRi,HNRNPM,2,True,True,0.51403636173328116,0.44378907497308151
E182_GSE225807,E182 独立RBP CRISPRi,ILF3,2,True,True,0.50854306230380719,0.45525080273672236
E182_GSE225807,E182 独立RBP CRISPRi,KHSRP,2,True,True,0.45050213832926161,0.45120181095341455
E182_GSE225807,E182 独立RBP CRISPRi,MSI1,2,True,True,0.6349643483767573,0.48810329089638099
E182_GSE225807,E182 独立RBP CRISPRi,MTPAP,2,True,True,0.54089390302476836,0.48187511428183982
E182_GSE225807,E182 独立RBP CRISPRi,PCBP1,2,True,True,0.47092506484659746,0.45145029719757312
E182_GSE225807,E182 独立RBP CRISPRi,SERBP1,2,True,True,0.64525187527026073,0.49736020682010462
E182_GSE225807,E182 独立RBP CRISPRi,SLTM,2,False,True,0.51218041107324574,0.40953447635292228
E182_GSE225807,E182 独立RBP CRISPRi,SRSF7,2,True,True,0.55090121075029086,0.46243321708001311
E182_GSE225807,E182 独立RBP CRISPRi,TBRG4,2,True,True,0.55706203817882938,0.48994046211351849
E182_GSE225807,E182 独立RBP CRISPRi,U2AF2,2,True,True,0.5396910408102833,0.48925641482974036
