dataset_name,calibration_method,n,n_task_clusters,residual_partial_rho_point,residual_partial_rho_ci_low,residual_partial_rho_ci_high,aurc_improvement_magnitude_minus_combined_point,aurc_improvement_magnitude_minus_combined_ci_low,aurc_improvement_magnitude_minus_combined_ci_high,incremental_claim
CuiHacohen2023,isotonic,1253,1253,0.6002536719019343,0.554509009219221,0.6440538504734318,0.045315664686555,0.035805696081504,0.054869707049987,adds information beyond magnitude
Frangieh,isotonic,633,633,0.2321731871370478,0.1317382442393846,0.3274851658079259,0.0008230963690295,0.0006295473996753,0.0010186238647814,adds information beyond magnitude
LaraAstiasoHuntly2023_exvivo,isotonic,323,323,0.6378195722811827,0.5556940364983232,0.7002788414410711,1.1322381421787604,0.7796377363541745,1.4684883091069605,adds information beyond magnitude
LaraAstiasoHuntly2023_invivo,isotonic,375,375,0.6146654346032584,0.51900462017183,0.6880028507098103,2.4332209922624504,1.4683410019747858,3.192566621634953,adds information beyond magnitude
McFarlandTsherniak2020,isotonic,1163,1163,0.2256565885648054,0.1726383537077405,0.2807394321812563,0.3074783000029637,0.2515596252879514,0.3744992585444158,adds information beyond magnitude
SantinhaPlatt2023,isotonic,273,273,0.290667383697735,0.1752384364029134,0.4088039463727416,0.087730004191421,0.0575702450400701,0.116732209010446,adds information beyond magnitude
SrivatsanTrapnell2020_sciplex3,isotonic,564,564,0.1538178773133938,0.0645028374409569,0.2409584850252216,0.0027408686057636,0.0018423046830183,0.0036440749277655,adds information beyond magnitude
