fold_id,setting,score,n_tasks,spearman
Liang_context_holdout_1_DM2_1,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,5,-0.7
Liang_context_holdout_1_DM2_1,context_and_perturbation_unseen,safeconf_frozen_pair_risk,5,-0.39999999999999997
Liang_context_holdout_1_DM2_1,context_and_perturbation_unseen,risk_model_disagreement,5,-0.39999999999999997
Liang_context_holdout_1_DM2_1,context_and_perturbation_unseen,baseline_predicted_magnitude,5,-0.49999999999999994
Liang_context_holdout_1_DM2_1,context_unseen_row,safeconf_calibrated_pair_risk,13,0.47802197802197804
Liang_context_holdout_1_DM2_1,context_unseen_row,safeconf_frozen_pair_risk,13,0.4230769230769231
Liang_context_holdout_1_DM2_1,context_unseen_row,risk_model_disagreement,13,0.43956043956043955
Liang_context_holdout_1_DM2_1,context_unseen_row,baseline_predicted_magnitude,13,0.47802197802197804
Liang_context_holdout_1_DM2_1,perturbation_unseen_column,safeconf_calibrated_pair_risk,40,0.2363977485928706
Liang_context_holdout_1_DM2_1,perturbation_unseen_column,safeconf_frozen_pair_risk,40,0.30900562851782365
Liang_context_holdout_1_DM2_1,perturbation_unseen_column,risk_model_disagreement,40,0.30900562851782365
Liang_context_holdout_1_DM2_1,perturbation_unseen_column,baseline_predicted_magnitude,40,0.26979362101313326
Liang_context_holdout_1_DM2_1,random_missing_pair,safeconf_calibrated_pair_risk,10,0.4787878787878787
Liang_context_holdout_1_DM2_1,random_missing_pair,safeconf_frozen_pair_risk,10,0.4666666666666666
Liang_context_holdout_1_DM2_1,random_missing_pair,risk_model_disagreement,10,0.4666666666666666
Liang_context_holdout_1_DM2_1,random_missing_pair,baseline_predicted_magnitude,10,0.4787878787878787
Liang_context_holdout_2_DM2_2,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,5,-0.09999999999999999
Liang_context_holdout_2_DM2_2,context_and_perturbation_unseen,safeconf_frozen_pair_risk,5,-0.09999999999999999
Liang_context_holdout_2_DM2_2,context_and_perturbation_unseen,risk_model_disagreement,5,-0.09999999999999999
Liang_context_holdout_2_DM2_2,context_and_perturbation_unseen,baseline_predicted_magnitude,5,-0.09999999999999999
Liang_context_holdout_2_DM2_2,context_unseen_row,safeconf_calibrated_pair_risk,13,0.6538461538461539
Liang_context_holdout_2_DM2_2,context_unseen_row,safeconf_frozen_pair_risk,13,0.5879120879120878
Liang_context_holdout_2_DM2_2,context_unseen_row,risk_model_disagreement,13,0.6428571428571429
Liang_context_holdout_2_DM2_2,context_unseen_row,baseline_predicted_magnitude,13,0.6978021978021978
Liang_context_holdout_2_DM2_2,perturbation_unseen_column,safeconf_calibrated_pair_risk,40,0.07129455909943716
Liang_context_holdout_2_DM2_2,perturbation_unseen_column,safeconf_frozen_pair_risk,40,0.14859287054409007
Liang_context_holdout_2_DM2_2,perturbation_unseen_column,risk_model_disagreement,40,0.14859287054409007
Liang_context_holdout_2_DM2_2,perturbation_unseen_column,baseline_predicted_magnitude,40,0.024390243902439025
Liang_context_holdout_2_DM2_2,random_missing_pair,safeconf_calibrated_pair_risk,10,-0.06666666666666665
Liang_context_holdout_2_DM2_2,random_missing_pair,safeconf_frozen_pair_risk,10,-0.10303030303030303
Liang_context_holdout_2_DM2_2,random_missing_pair,risk_model_disagreement,10,-0.10303030303030303
Liang_context_holdout_2_DM2_2,random_missing_pair,baseline_predicted_magnitude,10,0.0303030303030303
Liang_context_holdout_3_DM2_3,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,5,-0.39999999999999997
Liang_context_holdout_3_DM2_3,context_and_perturbation_unseen,safeconf_frozen_pair_risk,5,-0.39999999999999997
Liang_context_holdout_3_DM2_3,context_and_perturbation_unseen,risk_model_disagreement,5,-0.39999999999999997
Liang_context_holdout_3_DM2_3,context_and_perturbation_unseen,baseline_predicted_magnitude,5,-0.39999999999999997
Liang_context_holdout_3_DM2_3,context_unseen_row,safeconf_calibrated_pair_risk,13,0.41208791208791207
Liang_context_holdout_3_DM2_3,context_unseen_row,safeconf_frozen_pair_risk,13,0.37912087912087916
Liang_context_holdout_3_DM2_3,context_unseen_row,risk_model_disagreement,13,0.41208791208791207
Liang_context_holdout_3_DM2_3,context_unseen_row,baseline_predicted_magnitude,13,0.46153846153846156
Liang_context_holdout_3_DM2_3,perturbation_unseen_column,safeconf_calibrated_pair_risk,40,0.17204502814258915
Liang_context_holdout_3_DM2_3,perturbation_unseen_column,safeconf_frozen_pair_risk,40,0.15947467166979365
Liang_context_holdout_3_DM2_3,perturbation_unseen_column,risk_model_disagreement,40,0.15947467166979365
Liang_context_holdout_3_DM2_3,perturbation_unseen_column,baseline_predicted_magnitude,40,0.10112570356472796
Liang_context_holdout_3_DM2_3,random_missing_pair,safeconf_calibrated_pair_risk,10,0.5151515151515151
Liang_context_holdout_3_DM2_3,random_missing_pair,safeconf_frozen_pair_risk,10,0.6121212121212121
Liang_context_holdout_3_DM2_3,random_missing_pair,risk_model_disagreement,10,0.6121212121212121
Liang_context_holdout_3_DM2_3,random_missing_pair,baseline_predicted_magnitude,10,0.4424242424242424
Liang_context_holdout_4_DM2_4,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,5,
Liang_context_holdout_4_DM2_4,context_and_perturbation_unseen,safeconf_frozen_pair_risk,5,0.6
Liang_context_holdout_4_DM2_4,context_and_perturbation_unseen,risk_model_disagreement,5,0.6
Liang_context_holdout_4_DM2_4,context_and_perturbation_unseen,baseline_predicted_magnitude,5,0.6
Liang_context_holdout_4_DM2_4,context_unseen_row,safeconf_calibrated_pair_risk,13,0.20092126037170102
Liang_context_holdout_4_DM2_4,context_unseen_row,safeconf_frozen_pair_risk,13,0.5714285714285714
Liang_context_holdout_4_DM2_4,context_unseen_row,risk_model_disagreement,13,0.521978021978022
Liang_context_holdout_4_DM2_4,context_unseen_row,baseline_predicted_magnitude,13,0.4340659340659341
Liang_context_holdout_4_DM2_4,perturbation_unseen_column,safeconf_calibrated_pair_risk,40,
Liang_context_holdout_4_DM2_4,perturbation_unseen_column,safeconf_frozen_pair_risk,40,0.41500938086303946
Liang_context_holdout_4_DM2_4,perturbation_unseen_column,risk_model_disagreement,40,0.41500938086303946
Liang_context_holdout_4_DM2_4,perturbation_unseen_column,baseline_predicted_magnitude,40,0.42870544090056295
Liang_context_holdout_4_DM2_4,random_missing_pair,safeconf_calibrated_pair_risk,10,-0.49543369430686224
Liang_context_holdout_4_DM2_4,random_missing_pair,safeconf_frozen_pair_risk,10,0.4424242424242424
Liang_context_holdout_4_DM2_4,random_missing_pair,risk_model_disagreement,10,0.4424242424242424
Liang_context_holdout_4_DM2_4,random_missing_pair,baseline_predicted_magnitude,10,0.4787878787878787
Liang_context_holdout_5_DM2_5,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,5,-0.09999999999999999
Liang_context_holdout_5_DM2_5,context_and_perturbation_unseen,safeconf_frozen_pair_risk,5,-0.09999999999999999
Liang_context_holdout_5_DM2_5,context_and_perturbation_unseen,risk_model_disagreement,5,-0.09999999999999999
Liang_context_holdout_5_DM2_5,context_and_perturbation_unseen,baseline_predicted_magnitude,5,-0.09999999999999999
Liang_context_holdout_5_DM2_5,context_unseen_row,safeconf_calibrated_pair_risk,13,0.7252747252747254
Liang_context_holdout_5_DM2_5,context_unseen_row,safeconf_frozen_pair_risk,13,0.6263736263736264
Liang_context_holdout_5_DM2_5,context_unseen_row,risk_model_disagreement,13,0.6648351648351648
Liang_context_holdout_5_DM2_5,context_unseen_row,baseline_predicted_magnitude,13,0.7472527472527472
Liang_context_holdout_5_DM2_5,perturbation_unseen_column,safeconf_calibrated_pair_risk,40,-0.038086303939962485
Liang_context_holdout_5_DM2_5,perturbation_unseen_column,safeconf_frozen_pair_risk,40,-0.08911819887429645
Liang_context_holdout_5_DM2_5,perturbation_unseen_column,risk_model_disagreement,40,-0.08911819887429645
Liang_context_holdout_5_DM2_5,perturbation_unseen_column,baseline_predicted_magnitude,40,-0.07879924953095685
Liang_context_holdout_5_DM2_5,random_missing_pair,safeconf_calibrated_pair_risk,10,0.35757575757575755
Liang_context_holdout_5_DM2_5,random_missing_pair,safeconf_frozen_pair_risk,10,0.12727272727272726
Liang_context_holdout_5_DM2_5,random_missing_pair,risk_model_disagreement,10,0.10303030303030303
Liang_context_holdout_5_DM2_5,random_missing_pair,baseline_predicted_magnitude,10,0.34545454545454546
Liang_context_holdout_6_DM2_6,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,5,-0.3
Liang_context_holdout_6_DM2_6,context_and_perturbation_unseen,safeconf_frozen_pair_risk,5,-0.3
