dataset,n_tasks,rmse_scgpt_mean,rmse_gears_mean,rmse_individual_mean,rmse_ensemble_mean,rmse_training_perturbed_mean,ensemble_minus_simple_baseline,fraction_tasks_ensemble_beats_simple_baseline,truth_alignment_with_training_mean
Frangieh,837,0.05258872394020395,0.056595610891927835,0.054592167416065894,0.05318104761248584,0.05348721843520357,-0.00030617082271771755,0.6403823178016727,0.09404568129738444
Lara_exvivo,345,0.10729558962604352,0.10053320787903663,0.10391439875254005,0.09826635653281,0.10539036717564974,-0.00712401064283974,0.6898550724637681,0.14320924152144351
Liang,612,0.08245692360987196,0.08271602981049941,0.0825864767101857,0.07938928075441626,0.08035736588728216,-0.0009680851328659067,0.47058823529411764,0.16645603526786526
Santinha,255,0.05340282005796841,0.052026198302371734,0.05271450918017007,0.0501613042066588,0.049180563062146715,0.00098074114451208,0.32941176470588235,0.14697278875757155
Shifrut,172,0.08768047521690597,0.06044839393996612,0.07406443457843605,0.06621581887963136,0.05640676150414968,0.009809057375481673,0.08139534883720931,0.07275281299303589
Tian_CRISPRi,732,0.09746255268217252,0.09905632015569091,0.09825943641893171,0.09611092563124872,0.09649007072901417,-0.0003791450977654577,0.5191256830601093,0.12373902454948094
