perturbation,mse,pearson,mse_de,pearson_de
AMIGO3+ctrl,0.0009462105808779597,0.9978354670422608,0.00631709024310112,0.9992535959424566
ASCC3+ctrl,0.002767544472590089,0.9935512980635264,0.23417094349861145,0.9842371117963167
CAD+ctrl,0.006426466163247824,0.98509321057819,0.44093289971351624,0.9377594531282357
COPB1+ctrl,0.0022880369797348976,0.9946598540194441,0.017283353954553604,0.998078734535526
DDOST+ctrl,0.001266556791961193,0.997085225703759,0.06781332939863205,0.9871621050058458
DDRGK1+ctrl,0.0012964928755536675,0.9970861854076003,0.026195019483566284,0.985965676290656
GMPPB+ctrl,0.0007441352354362607,0.9983074225197079,0.004042559303343296,0.998460245972114
HSD17B12+ctrl,0.002051173709332943,0.9952203217888701,0.11670351028442383,0.9730456017546333
HSPA5+ctrl,0.007142014801502228,0.9837265399986161,0.9292308688163757,0.8457798559280613
MRGBP+ctrl,0.0021719702053815126,0.9951213625253379,0.09169432520866394,0.9933145486976618
MTHFD1+ctrl,0.004722356330603361,0.9892036676164288,0.18834806978702545,0.960103484747991
P4HB+ctrl,0.0015930385561659932,0.9963329861387182,0.03942126780748367,0.9928843100509429
PPWD1+ctrl,0.003234679577872157,0.9923634458265238,0.07306427508592606,0.9755944643045352
SCYL1+ctrl,0.0012927462812513113,0.9969998802312877,0.11200784146785736,0.9771113896385148
SEC61A1+ctrl,0.004702824633568525,0.9890697592785734,0.21058246493339539,0.9458611068728627
SEC61B+ctrl,0.0009882095037028193,0.9977213400957584,0.11052294820547104,0.8427518452476407
SOCS1+ctrl,0.0013245815644040704,0.9969889362803532,0.1088065505027771,0.9533145674606023
SPCS2+ctrl,0.002175927860662341,0.9950040184955486,0.07672642171382904,0.9532958514737694
SRP72+ctrl,0.0013995437184348702,0.9968014894295437,0.07466381788253784,0.969899717177714
SRPRB+ctrl,0.0021224194206297398,0.99520305907537,0.1201363205909729,0.9815141932692388
TMED10+ctrl,0.0009304865961894393,0.9978826026951841,0.03908593952655792,0.9847450019216848
TMED2+ctrl,0.0011577859986573458,0.9973639128297518,0.07341403514146805,0.9553092547812272
TTI2+ctrl,0.000921284023206681,0.9978988627757143,0.0077642337419092655,0.9948909613729223
UFM1+ctrl,0.0009057975257746875,0.9979592567446672,0.01994911953806877,0.9906885299862762
