metric,score,endpoint,n_folds,n_finite_folds,fold_macro_spearman,min_fold_spearman,max_fold_spearman
absolute_disagreement_spearman,risk_model_disagreement,error_two_predictor_mean_rmse,2,2,-0.03642304522981139,-0.2602430873466398,0.18739699688701703
absolute_magnitude_spearman,baseline_predicted_magnitude,error_two_predictor_mean_rmse,2,2,0.21431670617821097,0.18430430596565103,0.24432910639077093
absolute_safeconf_spearman,safeconf_calibrated_pair_risk,error_two_predictor_mean_rmse,2,2,0.1726050128805805,0.15825584232738402,0.18695418343377695
directional_composite_spearman,directional_risk_frozen,direction_error_rank_target,2,2,0.19051784903018945,0.09799269740657386,0.28304300065380505
directional_cosine_spearman,directional_risk_frozen,error_centered_cosine_mean,2,2,0.18705924915839212,0.09443815585513805,0.2796803424616462
directional_pearson_spearman,directional_risk_frozen,error_centered_pearson_mean,2,2,0.19371760224131646,0.10067615793241082,0.2867590465502221
magnitude_composite_spearman,baseline_predicted_magnitude,direction_error_rank_target,2,2,0.20806654090626642,0.1737935515898113,0.24233953022272156
magnitude_cosine_spearman,baseline_predicted_magnitude,error_centered_cosine_mean,2,2,0.2114426341988372,0.18569198877855705,0.23719327961911735
magnitude_pearson_spearman,baseline_predicted_magnitude,error_centered_pearson_mean,2,2,0.2042610116514187,0.16246475357201887,0.2460572697308185
