target,removed_dataset,comparator,delta
error_two_predictor_mean_rmse,Frangieh,safeconf_frozen_pair_risk,0.09580761898353152
error_two_predictor_mean_rmse,Frangieh,risk_model_disagreement,0.20121258230665343
error_two_predictor_mean_rmse,Frangieh,baseline_predicted_magnitude,0.19675812627674982
error_two_predictor_mean_rmse,Lara_exvivo,safeconf_frozen_pair_risk,0.08535060973290397
error_two_predictor_mean_rmse,Lara_exvivo,risk_model_disagreement,0.15355505708896283
error_two_predictor_mean_rmse,Lara_exvivo,baseline_predicted_magnitude,0.1293772073342357
error_two_predictor_mean_rmse,Santinha,safeconf_frozen_pair_risk,0.021651138356241273
error_two_predictor_mean_rmse,Santinha,risk_model_disagreement,0.16336914632048988
error_two_predictor_mean_rmse,Santinha,baseline_predicted_magnitude,0.17223910297929806
