held_target,n_tasks,selected_alpha_magnitude,training_macro_spearman,fusion_spearman,fusion_utility,fusion_capture,fusion_selected_mean_error,fusion_overall_mean_error,fusion_oracle_mean_error,fusion_n_tasks,fusion_n_selected,magnitude_spearman,magnitude_utility,magnitude_capture,magnitude_selected_mean_error,magnitude_overall_mean_error,magnitude_oracle_mean_error,magnitude_n_tasks,magnitude_n_selected,safeconf_spearman,safeconf_utility,safeconf_capture,safeconf_selected_mean_error,safeconf_overall_mean_error,safeconf_oracle_mean_error,safeconf_n_tasks,safeconf_n_selected,delta_spearman_vs_magnitude,delta_utility_vs_magnitude,delta_capture_vs_magnitude
K562,566,0.8,0.7097942301348844,0.9121985344736997,0.9384555464311946,0.8070175438596491,0.08354546551321601,0.05434906727257704,0.08546018207355881,566,114,0.8992579621117096,0.9337696931035823,0.8157894736842105,0.0833996833924001,0.05434906727257704,0.08546018207355881,566,114,0.48032119623476444,0.42392091437296153,0.38596491228070173,0.0675377195061714,0.05434906727257704,0.08546018207355881,566,114,0.012940572361990088,0.004685853327612288,-0.00877192982456143
RPE1,416,0.75,0.8169932416268727,0.5869227474590122,0.64781387809494,0.5238095238095238,0.10292782945038463,0.07898862977258407,0.11594245321983687,416,84,0.5825322874230736,0.608449600589506,0.4880952380952381,0.10147316888932016,0.07898862977258407,0.11594245321983687,416,84,0.2867586560964387,0.3010733635699193,0.34523809523809523,0.09011444169461742,0.07898862977258407,0.11594245321983687,416,84,0.00439046003593857,0.03936427750543392,0.035714285714285754
hepg2,405,0.8,0.7467858149834042,0.8012237799281399,0.819682022226178,0.6790123456790124,0.08366336506205242,0.05773494125326294,0.08936723658941093,405,81,0.777139208173691,0.7962803407888827,0.6666666666666666,0.08292311616346544,0.05773494125326294,0.08936723658941093,405,81,0.5632982345853635,0.44248174523414996,0.4567901234567901,0.07173165449936376,0.05773494125326294,0.08936723658941093,405,81,0.02408457175444889,0.023401681437295374,0.012345679012345734
jurkat,421,0.8,0.7680201032750328,0.7375209150532543,0.7460448264841574,0.6,0.07648983002051714,0.05659776233710565,0.08326113024377112,421,85,0.7094741700532478,0.7367456992605272,0.6,0.0762418839701426,0.05659776233710565,0.08326113024377112,421,85,0.4453297352758127,0.2930450672015041,0.35294117647058826,0.06441133077713286,0.05659776233710565,0.08326113024377112,421,85,0.02804674500000659,0.009299127223630133,0.0
