draw,n_fold_endpoint_evaluations,n_fold_endpoint_evaluations_below_10,n_unique_dataset_fold_evaluations,n_unique_dataset_fold_evaluations_below_10,any_fold_endpoint_below_10,any_unique_dataset_fold_below_10
1912,128,0,32,0,False,False
1913,128,0,32,0,False,False
1914,128,0,32,0,False,False
1915,128,4,32,1,True,True
1916,128,0,32,0,False,False
1917,128,0,32,0,False,False
1918,128,0,32,0,False,False
1919,128,0,32,0,False,False
1920,128,0,32,0,False,False
1921,128,0,32,0,False,False
1922,128,0,32,0,False,False
1923,128,4,32,1,True,True
1924,128,0,32,0,False,False
1925,128,0,32,0,False,False
1926,128,0,32,0,False,False
1927,128,0,32,0,False,False
1928,128,0,32,0,False,False
1929,128,0,32,0,False,False
1930,128,0,32,0,False,False
1931,128,0,32,0,False,False
1932,128,0,32,0,False,False
1933,128,0,32,0,False,False
1934,128,0,32,0,False,False
1935,128,0,32,0,False,False
1936,128,0,32,0,False,False
1937,128,4,32,1,True,True
1938,128,0,32,0,False,False
1939,128,0,32,0,False,False
1940,128,0,32,0,False,False
1941,128,0,32,0,False,False
1942,128,0,32,0,False,False
1943,128,0,32,0,False,False
1944,128,0,32,0,False,False
1945,128,0,32,0,False,False
1946,128,0,32,0,False,False
1947,128,0,32,0,False,False
1948,128,0,32,0,False,False
1949,128,0,32,0,False,False
1950,128,0,32,0,False,False
1951,128,0,32,0,False,False
1952,128,0,32,0,False,False
1953,128,4,32,1,True,True
1954,128,0,32,0,False,False
1955,128,0,32,0,False,False
1956,128,0,32,0,False,False
1957,128,0,32,0,False,False
1958,128,0,32,0,False,False
1959,128,0,32,0,False,False
1960,128,0,32,0,False,False
1961,128,0,32,0,False,False
1962,128,0,32,0,False,False
1963,128,0,32,0,False,False
1964,128,0,32,0,False,False
1965,128,0,32,0,False,False
1966,128,0,32,0,False,False
1967,128,0,32,0,False,False
1968,128,4,32,1,True,True
1969,128,0,32,0,False,False
1970,128,0,32,0,False,False
1971,128,4,32,1,True,True
1972,128,0,32,0,False,False
1973,128,0,32,0,False,False
1974,128,0,32,0,False,False
1975,128,0,32,0,False,False
1976,128,0,32,0,False,False
1977,128,0,32,0,False,False
1978,128,0,32,0,False,False
1979,128,0,32,0,False,False
1980,128,0,32,0,False,False
1981,128,0,32,0,False,False
1982,128,0,32,0,False,False
1983,128,0,32,0,False,False
1984,128,0,32,0,False,False
1985,128,0,32,0,False,False
1986,128,0,32,0,False,False
1987,128,0,32,0,False,False
1988,128,0,32,0,False,False
1989,128,0,32,0,False,False
1990,128,0,32,0,False,False
1991,128,0,32,0,False,False
1992,128,0,32,0,False,False
1993,128,0,32,0,False,False
1994,128,0,32,0,False,False
1995,128,0,32,0,False,False
1996,128,0,32,0,False,False
1997,128,0,32,0,False,False
1998,128,0,32,0,False,False
1999,128,0,32,0,False,False
2000,128,0,32,0,False,False
2001,128,0,32,0,False,False
2002,128,0,32,0,False,False
2003,128,0,32,0,False,False
2004,128,0,32,0,False,False
2005,128,0,32,0,False,False
2006,128,0,32,0,False,False
2007,128,0,32,0,False,False
2008,128,4,32,1,True,True
2009,128,0,32,0,False,False
2010,128,0,32,0,False,False
2011,128,0,32,0,False,False
2012,128,0,32,0,False,False
2013,128,0,32,0,False,False
2014,128,0,32,0,False,False
2015,128,0,32,0,False,False
2016,128,0,32,0,False,False
2017,128,0,32,0,False,False
2018,128,0,32,0,False,False
2019,128,0,32,0,False,False
2020,128,0,32,0,False,False
2021,128,0,32,0,False,False
2022,128,0,32,0,False,False
2023,128,0,32,0,False,False
2024,128,0,32,0,False,False
2025,128,0,32,0,False,False
2026,128,0,32,0,False,False
2027,128,4,32,1,True,True
2028,128,0,32,0,False,False
2029,128,0,32,0,False,False
2030,128,0,32,0,False,False
2031,128,4,32,1,True,True
2032,128,0,32,0,False,False
2033,128,0,32,0,False,False
2034,128,0,32,0,False,False
2035,128,0,32,0,False,False
2036,128,0,32,0,False,False
2037,128,0,32,0,False,False
2038,128,0,32,0,False,False
2039,128,0,32,0,False,False
2040,128,0,32,0,False,False
2041,128,0,32,0,False,False
2042,128,4,32,1,True,True
2043,128,0,32,0,False,False
2044,128,0,32,0,False,False
2045,128,0,32,0,False,False
2046,128,0,32,0,False,False
2047,128,0,32,0,False,False
2048,128,0,32,0,False,False
2049,128,0,32,0,False,False
2050,128,0,32,0,False,False
2051,128,0,32,0,False,False
2052,128,0,32,0,False,False
2053,128,0,32,0,False,False
2054,128,0,32,0,False,False
2055,128,0,32,0,False,False
2056,128,0,32,0,False,False
2057,128,0,32,0,False,False
2058,128,0,32,0,False,False
2059,128,0,32,0,False,False
2060,128,0,32,0,False,False
2061,128,4,32,1,True,True
2062,128,4,32,1,True,True
2063,128,0,32,0,False,False
2064,128,0,32,0,False,False
2065,128,0,32,0,False,False
2066,128,0,32,0,False,False
2067,128,0,32,0,False,False
2068,128,0,32,0,False,False
2069,128,0,32,0,False,False
2070,128,0,32,0,False,False
2071,128,4,32,1,True,True
2072,128,0,32,0,False,False
2073,128,4,32,1,True,True
2074,128,4,32,1,True,True
2075,128,0,32,0,False,False
2076,128,0,32,0,False,False
2077,128,4,32,1,True,True
2078,128,4,32,1,True,True
2079,128,0,32,0,False,False
2080,128,0,32,0,False,False
2081,128,0,32,0,False,False
2082,128,0,32,0,False,False
2083,128,0,32,0,False,False
2084,128,0,32,0,False,False
2085,128,0,32,0,False,False
2086,128,0,32,0,False,False
2087,128,0,32,0,False,False
2088,128,0,32,0,False,False
2089,128,0,32,0,False,False
2090,128,0,32,0,False,False
2091,128,0,32,0,False,False
2092,128,0,32,0,False,False
2093,128,0,32,0,False,False
2094,128,4,32,1,True,True
2095,128,4,32,1,True,True
2096,128,0,32,0,False,False
2097,128,0,32,0,False,False
2098,128,0,32,0,False,False
2099,128,0,32,0,False,False
2100,128,0,32,0,False,False
2101,128,0,32,0,False,False
2102,128,0,32,0,False,False
2103,128,0,32,0,False,False
2104,128,0,32,0,False,False
2105,128,4,32,1,True,True
2106,128,0,32,0,False,False
2107,128,0,32,0,False,False
2108,128,0,32,0,False,False
2109,128,0,32,0,False,False
2110,128,0,32,0,False,False
2111,128,0,32,0,False,False
2112,128,0,32,0,False,False
2113,128,0,32,0,False,False
2114,128,0,32,0,False,False
2115,128,4,32,1,True,True
2116,128,0,32,0,False,False
2117,128,0,32,0,False,False
2118,128,0,32,0,False,False
2119,128,0,32,0,False,False
2120,128,0,32,0,False,False
2121,128,0,32,0,False,False
2122,128,0,32,0,False,False
2123,128,0,32,0,False,False
2124,128,0,32,0,False,False
2125,128,0,32,0,False,False
2126,128,0,32,0,False,False
2127,128,0,32,0,False,False
2128,128,0,32,0,False,False
2129,128,0,32,0,False,False
2130,128,0,32,0,False,False
2131,128,0,32,0,False,False
2132,128,0,32,0,False,False
2133,128,0,32,0,False,False
2134,128,0,32,0,False,False
2135,128,0,32,0,False,False
2136,128,0,32,0,False,False
2137,128,0,32,0,False,False
2138,128,4,32,1,True,True
2139,128,0,32,0,False,False
2140,128,0,32,0,False,False
2141,128,0,32,0,False,False
2142,128,0,32,0,False,False
2143,128,0,32,0,False,False
2144,128,0,32,0,False,False
2145,128,0,32,0,False,False
2146,128,0,32,0,False,False
2147,128,0,32,0,False,False
2148,128,0,32,0,False,False
2149,128,0,32,0,False,False
2150,128,0,32,0,False,False
2151,128,0,32,0,False,False
2152,128,0,32,0,False,False
2153,128,0,32,0,False,False
2154,128,0,32,0,False,False
2155,128,0,32,0,False,False
2156,128,0,32,0,False,False
2157,128,0,32,0,False,False
2158,128,0,32,0,False,False
2159,128,0,32,0,False,False
2160,128,0,32,0,False,False
2161,128,0,32,0,False,False
2162,128,4,32,1,True,True
2163,128,0,32,0,False,False
2164,128,0,32,0,False,False
2165,128,4,32,1,True,True
2166,128,0,32,0,False,False
2167,128,0,32,0,False,False
2168,128,0,32,0,False,False
2169,128,4,32,1,True,True
2170,128,0,32,0,False,False
2171,128,0,32,0,False,False
2172,128,0,32,0,False,False
2173,128,0,32,0,False,False
2174,128,0,32,0,False,False
2175,128,4,32,1,True,True
2176,128,0,32,0,False,False
2177,128,0,32,0,False,False
2178,128,0,32,0,False,False
2179,128,4,32,1,True,True
2180,128,4,32,1,True,True
2181,128,0,32,0,False,False
2182,128,4,32,1,True,True
2183,128,0,32,0,False,False
2184,128,0,32,0,False,False
2185,128,0,32,0,False,False
2186,128,0,32,0,False,False
2187,128,0,32,0,False,False
2188,128,4,32,1,True,True
2189,128,0,32,0,False,False
2190,128,0,32,0,False,False
2191,128,0,32,0,False,False
2192,128,0,32,0,False,False
2193,128,0,32,0,False,False
2194,128,0,32,0,False,False
2195,128,0,32,0,False,False
2196,128,0,32,0,False,False
2197,128,0,32,0,False,False
2198,128,0,32,0,False,False
2199,128,0,32,0,False,False
2200,128,4,32,1,True,True
2201,128,0,32,0,False,False
2202,128,0,32,0,False,False
2203,128,0,32,0,False,False
2204,128,0,32,0,False,False
2205,128,0,32,0,False,False
2206,128,0,32,0,False,False
2207,128,0,32,0,False,False
2208,128,0,32,0,False,False
2209,128,0,32,0,False,False
2210,128,4,32,1,True,True
2211,128,0,32,0,False,False
2212,128,0,32,0,False,False
2213,128,0,32,0,False,False
2214,128,0,32,0,False,False
2215,128,0,32,0,False,False
2216,128,0,32,0,False,False
2217,128,0,32,0,False,False
2218,128,0,32,0,False,False
2219,128,0,32,0,False,False
2220,128,0,32,0,False,False
2221,128,4,32,1,True,True
2222,128,0,32,0,False,False
2223,128,0,32,0,False,False
2224,128,0,32,0,False,False
2225,128,0,32,0,False,False
2226,128,4,32,1,True,True
2227,128,4,32,1,True,True
2228,128,0,32,0,False,False
2229,128,0,32,0,False,False
2230,128,0,32,0,False,False
2231,128,0,32,0,False,False
2232,128,0,32,0,False,False
2233,128,0,32,0,False,False
2234,128,0,32,0,False,False
2235,128,0,32,0,False,False
2236,128,0,32,0,False,False
2237,128,0,32,0,False,False
2238,128,0,32,0,False,False
2239,128,4,32,1,True,True
2240,128,0,32,0,False,False
2241,128,0,32,0,False,False
2242,128,0,32,0,False,False
2243,128,0,32,0,False,False
2244,128,0,32,0,False,False
2245,128,0,32,0,False,False
2246,128,0,32,0,False,False
2247,128,0,32,0,False,False
2248,128,0,32,0,False,False
2249,128,0,32,0,False,False
2250,128,0,32,0,False,False
2251,128,4,32,1,True,True
2252,128,0,32,0,False,False
2253,128,4,32,1,True,True
2254,128,0,32,0,False,False
2255,128,0,32,0,False,False
2256,128,0,32,0,False,False
2257,128,0,32,0,False,False
2258,128,0,32,0,False,False
2259,128,0,32,0,False,False
2260,128,0,32,0,False,False
2261,128,0,32,0,False,False
2262,128,0,32,0,False,False
2263,128,0,32,0,False,False
2264,128,0,32,0,False,False
2265,128,0,32,0,False,False
2266,128,0,32,0,False,False
2267,128,0,32,0,False,False
2268,128,0,32,0,False,False
2269,128,0,32,0,False,False
2270,128,0,32,0,False,False
2271,128,0,32,0,False,False
2272,128,0,32,0,False,False
2273,128,4,32,1,True,True
2274,128,0,32,0,False,False
2275,128,0,32,0,False,False
2276,128,0,32,0,False,False
2277,128,0,32,0,False,False
2278,128,0,32,0,False,False
2279,128,4,32,1,True,True
2280,128,0,32,0,False,False
2281,128,0,32,0,False,False
2282,128,0,32,0,False,False
2283,128,0,32,0,False,False
2284,128,0,32,0,False,False
2285,128,0,32,0,False,False
2286,128,4,32,1,True,True
2287,128,0,32,0,False,False
2288,128,0,32,0,False,False
2289,128,0,32,0,False,False
2290,128,0,32,0,False,False
2291,128,0,32,0,False,False
2292,128,0,32,0,False,False
2293,128,0,32,0,False,False
2294,128,0,32,0,False,False
2295,128,0,32,0,False,False
2296,128,0,32,0,False,False
2297,128,0,32,0,False,False
2298,128,0,32,0,False,False
2299,128,0,32,0,False,False
2300,128,0,32,0,False,False
2301,128,0,32,0,False,False
2302,128,0,32,0,False,False
2303,128,0,32,0,False,False
2304,128,0,32,0,False,False
2305,128,0,32,0,False,False
2306,128,0,32,0,False,False
2307,128,0,32,0,False,False
2308,128,0,32,0,False,False
2309,128,4,32,1,True,True
2310,128,0,32,0,False,False
2311,128,4,32,1,True,True
2312,128,0,32,0,False,False
2313,128,0,32,0,False,False
2314,128,0,32,0,False,False
2315,128,0,32,0,False,False
2316,128,4,32,1,True,True
2317,128,0,32,0,False,False
2318,128,0,32,0,False,False
2319,128,4,32,1,True,True
2320,128,0,32,0,False,False
2321,128,0,32,0,False,False
2322,128,0,32,0,False,False
2323,128,0,32,0,False,False
2324,128,8,32,2,True,True
2325,128,0,32,0,False,False
2326,128,0,32,0,False,False
2327,128,0,32,0,False,False
2328,128,0,32,0,False,False
2329,128,0,32,0,False,False
2330,128,0,32,0,False,False
2331,128,0,32,0,False,False
2332,128,0,32,0,False,False
2333,128,0,32,0,False,False
2334,128,0,32,0,False,False
2335,128,0,32,0,False,False
2336,128,0,32,0,False,False
2337,128,0,32,0,False,False
2338,128,0,32,0,False,False
2339,128,0,32,0,False,False
2340,128,0,32,0,False,False
2341,128,0,32,0,False,False
2342,128,0,32,0,False,False
2343,128,0,32,0,False,False
2344,128,0,32,0,False,False
2345,128,4,32,1,True,True
2346,128,0,32,0,False,False
2347,128,0,32,0,False,False
2348,128,0,32,0,False,False
2349,128,4,32,1,True,True
2350,128,0,32,0,False,False
2351,128,0,32,0,False,False
2352,128,4,32,1,True,True
2353,128,0,32,0,False,False
2354,128,0,32,0,False,False
2355,128,0,32,0,False,False
2356,128,0,32,0,False,False
2357,128,0,32,0,False,False
2358,128,0,32,0,False,False
2359,128,0,32,0,False,False
2360,128,0,32,0,False,False
2361,128,0,32,0,False,False
2362,128,0,32,0,False,False
2363,128,0,32,0,False,False
2364,128,0,32,0,False,False
2365,128,0,32,0,False,False
2366,128,4,32,1,True,True
2367,128,0,32,0,False,False
2368,128,0,32,0,False,False
2369,128,0,32,0,False,False
2370,128,0,32,0,False,False
2371,128,0,32,0,False,False
2372,128,0,32,0,False,False
2373,128,0,32,0,False,False
2374,128,4,32,1,True,True
2375,128,0,32,0,False,False
2376,128,0,32,0,False,False
2377,128,0,32,0,False,False
2378,128,0,32,0,False,False
2379,128,0,32,0,False,False
2380,128,0,32,0,False,False
2381,128,0,32,0,False,False
2382,128,0,32,0,False,False
2383,128,0,32,0,False,False
2384,128,0,32,0,False,False
2385,128,0,32,0,False,False
2386,128,0,32,0,False,False
2387,128,0,32,0,False,False
2388,128,4,32,1,True,True
2389,128,0,32,0,False,False
2390,128,0,32,0,False,False
2391,128,0,32,0,False,False
2392,128,0,32,0,False,False
2393,128,0,32,0,False,False
2394,128,0,32,0,False,False
2395,128,0,32,0,False,False
2396,128,0,32,0,False,False
2397,128,0,32,0,False,False
2398,128,0,32,0,False,False
2399,128,0,32,0,False,False
2400,128,0,32,0,False,False
2401,128,0,32,0,False,False
2402,128,0,32,0,False,False
2403,128,0,32,0,False,False
2404,128,0,32,0,False,False
2405,128,0,32,0,False,False
2406,128,0,32,0,False,False
2407,128,4,32,1,True,True
2408,128,0,32,0,False,False
2409,128,0,32,0,False,False
2410,128,0,32,0,False,False
2411,128,0,32,0,False,False
2412,128,4,32,1,True,True
2413,128,0,32,0,False,False
2414,128,0,32,0,False,False
2415,128,0,32,0,False,False
2416,128,0,32,0,False,False
2417,128,0,32,0,False,False
2418,128,0,32,0,False,False
2419,128,4,32,1,True,True
2420,128,0,32,0,False,False
2421,128,0,32,0,False,False
2422,128,4,32,1,True,True
2423,128,4,32,1,True,True
2424,128,0,32,0,False,False
2425,128,0,32,0,False,False
2426,128,0,32,0,False,False
2427,128,0,32,0,False,False
2428,128,0,32,0,False,False
2429,128,0,32,0,False,False
2430,128,0,32,0,False,False
2431,128,0,32,0,False,False
2432,128,0,32,0,False,False
2433,128,0,32,0,False,False
2434,128,0,32,0,False,False
2435,128,4,32,1,True,True
2436,128,0,32,0,False,False
2437,128,0,32,0,False,False
2438,128,0,32,0,False,False
2439,128,0,32,0,False,False
2440,128,0,32,0,False,False
2441,128,4,32,1,True,True
2442,128,0,32,0,False,False
2443,128,0,32,0,False,False
2444,128,0,32,0,False,False
2445,128,0,32,0,False,False
2446,128,4,32,1,True,True
2447,128,0,32,0,False,False
2448,128,0,32,0,False,False
2449,128,0,32,0,False,False
2450,128,0,32,0,False,False
2451,128,0,32,0,False,False
2452,128,4,32,1,True,True
2453,128,0,32,0,False,False
2454,128,0,32,0,False,False
2455,128,4,32,1,True,True
2456,128,0,32,0,False,False
2457,128,8,32,2,True,True
2458,128,0,32,0,False,False
2459,128,4,32,1,True,True
2460,128,0,32,0,False,False
2461,128,0,32,0,False,False
2462,128,0,32,0,False,False
2463,128,0,32,0,False,False
2464,128,0,32,0,False,False
2465,128,0,32,0,False,False
2466,128,0,32,0,False,False
2467,128,0,32,0,False,False
2468,128,0,32,0,False,False
2469,128,0,32,0,False,False
2470,128,0,32,0,False,False
2471,128,0,32,0,False,False
2472,128,0,32,0,False,False
2473,128,0,32,0,False,False
2474,128,0,32,0,False,False
2475,128,0,32,0,False,False
2476,128,0,32,0,False,False
2477,128,0,32,0,False,False
2478,128,0,32,0,False,False
2479,128,0,32,0,False,False
2480,128,4,32,1,True,True
2481,128,0,32,0,False,False
2482,128,0,32,0,False,False
2483,128,0,32,0,False,False
2484,128,0,32,0,False,False
2485,128,0,32,0,False,False
2486,128,0,32,0,False,False
2487,128,0,32,0,False,False
2488,128,0,32,0,False,False
2489,128,0,32,0,False,False
2490,128,0,32,0,False,False
2491,128,0,32,0,False,False
2492,128,0,32,0,False,False
2493,128,0,32,0,False,False
2494,128,0,32,0,False,False
2495,128,0,32,0,False,False
2496,128,0,32,0,False,False
2497,128,4,32,1,True,True
2498,128,0,32,0,False,False
2499,128,4,32,1,True,True
2500,128,0,32,0,False,False
2501,128,0,32,0,False,False
2502,128,0,32,0,False,False
2503,128,0,32,0,False,False
2504,128,0,32,0,False,False
2505,128,0,32,0,False,False
2506,128,0,32,0,False,False
2507,128,0,32,0,False,False
2508,128,0,32,0,False,False
2509,128,0,32,0,False,False
2510,128,0,32,0,False,False
2511,128,0,32,0,False,False
2512,128,0,32,0,False,False
2513,128,0,32,0,False,False
2514,128,0,32,0,False,False
2515,128,4,32,1,True,True
2516,128,0,32,0,False,False
2517,128,0,32,0,False,False
2518,128,0,32,0,False,False
2519,128,0,32,0,False,False
2520,128,0,32,0,False,False
2521,128,0,32,0,False,False
2522,128,0,32,0,False,False
2523,128,0,32,0,False,False
2524,128,0,32,0,False,False
2525,128,0,32,0,False,False
2526,128,0,32,0,False,False
2527,128,0,32,0,False,False
2528,128,0,32,0,False,False
2529,128,0,32,0,False,False
2530,128,0,32,0,False,False
2531,128,0,32,0,False,False
2532,128,0,32,0,False,False
2533,128,0,32,0,False,False
2534,128,0,32,0,False,False
2535,128,0,32,0,False,False
2536,128,0,32,0,False,False
2537,128,4,32,1,True,True
2538,128,0,32,0,False,False
2539,128,4,32,1,True,True
2540,128,0,32,0,False,False
2541,128,0,32,0,False,False
2542,128,0,32,0,False,False
2543,128,0,32,0,False,False
2544,128,0,32,0,False,False
2545,128,0,32,0,False,False
2546,128,0,32,0,False,False
2547,128,0,32,0,False,False
2548,128,0,32,0,False,False
2549,128,4,32,1,True,True
2550,128,0,32,0,False,False
2551,128,0,32,0,False,False
2552,128,0,32,0,False,False
2553,128,0,32,0,False,False
2554,128,0,32,0,False,False
2555,128,0,32,0,False,False
2556,128,0,32,0,False,False
2557,128,0,32,0,False,False
2558,128,4,32,1,True,True
2559,128,0,32,0,False,False
2560,128,0,32,0,False,False
2561,128,0,32,0,False,False
2562,128,0,32,0,False,False
2563,128,0,32,0,False,False
2564,128,0,32,0,False,False
2565,128,4,32,1,True,True
2566,128,0,32,0,False,False
2567,128,0,32,0,False,False
2568,128,0,32,0,False,False
2569,128,0,32,0,False,False
2570,128,0,32,0,False,False
2571,128,0,32,0,False,False
2572,128,4,32,1,True,True
2573,128,0,32,0,False,False
2574,128,8,32,2,True,True
2575,128,0,32,0,False,False
2576,128,0,32,0,False,False
2577,128,0,32,0,False,False
2578,128,0,32,0,False,False
2579,128,0,32,0,False,False
2580,128,0,32,0,False,False
2581,128,0,32,0,False,False
2582,128,0,32,0,False,False
2583,128,0,32,0,False,False
2584,128,4,32,1,True,True
2585,128,0,32,0,False,False
2586,128,4,32,1,True,True
2587,128,0,32,0,False,False
2588,128,0,32,0,False,False
2589,128,0,32,0,False,False
2590,128,4,32,1,True,True
2591,128,0,32,0,False,False
2592,128,0,32,0,False,False
2593,128,0,32,0,False,False
2594,128,0,32,0,False,False
2595,128,0,32,0,False,False
2596,128,0,32,0,False,False
2597,128,0,32,0,False,False
2598,128,0,32,0,False,False
2599,128,0,32,0,False,False
2600,128,0,32,0,False,False
2601,128,0,32,0,False,False
2602,128,0,32,0,False,False
2603,128,0,32,0,False,False
2604,128,0,32,0,False,False
2605,128,0,32,0,False,False
2606,128,0,32,0,False,False
2607,128,0,32,0,False,False
2608,128,0,32,0,False,False
2609,128,0,32,0,False,False
2610,128,0,32,0,False,False
2611,128,0,32,0,False,False
2612,128,0,32,0,False,False
2613,128,0,32,0,False,False
2614,128,0,32,0,False,False
2615,128,0,32,0,False,False
2616,128,0,32,0,False,False
2617,128,0,32,0,False,False
2618,128,0,32,0,False,False
2619,128,0,32,0,False,False
2620,128,0,32,0,False,False
2621,128,0,32,0,False,False
2622,128,4,32,1,True,True
2623,128,0,32,0,False,False
2624,128,0,32,0,False,False
2625,128,4,32,1,True,True
2626,128,0,32,0,False,False
2627,128,0,32,0,False,False
2628,128,0,32,0,False,False
2629,128,0,32,0,False,False
2630,128,0,32,0,False,False
2631,128,0,32,0,False,False
2632,128,0,32,0,False,False
2633,128,0,32,0,False,False
2634,128,0,32,0,False,False
2635,128,0,32,0,False,False
2636,128,0,32,0,False,False
2637,128,0,32,0,False,False
2638,128,4,32,1,True,True
2639,128,0,32,0,False,False
2640,128,0,32,0,False,False
2641,128,0,32,0,False,False
2642,128,4,32,1,True,True
2643,128,0,32,0,False,False
2644,128,0,32,0,False,False
2645,128,0,32,0,False,False
2646,128,0,32,0,False,False
2647,128,0,32,0,False,False
2648,128,0,32,0,False,False
2649,128,0,32,0,False,False
2650,128,0,32,0,False,False
2651,128,0,32,0,False,False
2652,128,0,32,0,False,False
2653,128,0,32,0,False,False
2654,128,4,32,1,True,True
2655,128,0,32,0,False,False
2656,128,0,32,0,False,False
2657,128,4,32,1,True,True
2658,128,0,32,0,False,False
2659,128,0,32,0,False,False
2660,128,0,32,0,False,False
2661,128,0,32,0,False,False
2662,128,0,32,0,False,False
2663,128,0,32,0,False,False
2664,128,0,32,0,False,False
2665,128,4,32,1,True,True
2666,128,0,32,0,False,False
2667,128,0,32,0,False,False
2668,128,0,32,0,False,False
2669,128,0,32,0,False,False
2670,128,0,32,0,False,False
2671,128,0,32,0,False,False
2672,128,0,32,0,False,False
2673,128,0,32,0,False,False
2674,128,4,32,1,True,True
2675,128,0,32,0,False,False
2676,128,0,32,0,False,False
2677,128,0,32,0,False,False
2678,128,0,32,0,False,False
2679,128,0,32,0,False,False
2680,128,0,32,0,False,False
2681,128,0,32,0,False,False
2682,128,0,32,0,False,False
2683,128,0,32,0,False,False
2684,128,0,32,0,False,False
2685,128,0,32,0,False,False
2686,128,0,32,0,False,False
2687,128,0,32,0,False,False
2688,128,0,32,0,False,False
2689,128,0,32,0,False,False
2690,128,0,32,0,False,False
2691,128,0,32,0,False,False
2692,128,0,32,0,False,False
2693,128,0,32,0,False,False
2694,128,0,32,0,False,False
2695,128,0,32,0,False,False
2696,128,4,32,1,True,True
2697,128,0,32,0,False,False
2698,128,4,32,1,True,True
2699,128,0,32,0,False,False
2700,128,0,32,0,False,False
2701,128,0,32,0,False,False
2702,128,0,32,0,False,False
2703,128,0,32,0,False,False
2704,128,0,32,0,False,False
2705,128,4,32,1,True,True
2706,128,0,32,0,False,False
2707,128,4,32,1,True,True
2708,128,0,32,0,False,False
2709,128,0,32,0,False,False
2710,128,4,32,1,True,True
2711,128,0,32,0,False,False
2712,128,0,32,0,False,False
2713,128,0,32,0,False,False
2714,128,0,32,0,False,False
2715,128,0,32,0,False,False
2716,128,0,32,0,False,False
2717,128,4,32,1,True,True
2718,128,0,32,0,False,False
2719,128,0,32,0,False,False
2720,128,4,32,1,True,True
2721,128,0,32,0,False,False
2722,128,0,32,0,False,False
2723,128,0,32,0,False,False
2724,128,0,32,0,False,False
2725,128,0,32,0,False,False
2726,128,0,32,0,False,False
2727,128,0,32,0,False,False
2728,128,0,32,0,False,False
2729,128,0,32,0,False,False
2730,128,0,32,0,False,False
2731,128,0,32,0,False,False
2732,128,0,32,0,False,False
2733,128,0,32,0,False,False
2734,128,0,32,0,False,False
2735,128,0,32,0,False,False
2736,128,0,32,0,False,False
2737,128,0,32,0,False,False
2738,128,4,32,1,True,True
2739,128,0,32,0,False,False
2740,128,0,32,0,False,False
2741,128,0,32,0,False,False
2742,128,0,32,0,False,False
2743,128,0,32,0,False,False
2744,128,0,32,0,False,False
2745,128,0,32,0,False,False
2746,128,4,32,1,True,True
2747,128,0,32,0,False,False
2748,128,4,32,1,True,True
2749,128,0,32,0,False,False
2750,128,0,32,0,False,False
2751,128,0,32,0,False,False
2752,128,0,32,0,False,False
2753,128,0,32,0,False,False
2754,128,0,32,0,False,False
2755,128,0,32,0,False,False
2756,128,0,32,0,False,False
2757,128,4,32,1,True,True
2758,128,4,32,1,True,True
2759,128,0,32,0,False,False
2760,128,4,32,1,True,True
2761,128,0,32,0,False,False
2762,128,0,32,0,False,False
2763,128,0,32,0,False,False
2764,128,0,32,0,False,False
2765,128,0,32,0,False,False
2766,128,0,32,0,False,False
2767,128,0,32,0,False,False
2768,128,0,32,0,False,False
2769,128,0,32,0,False,False
2770,128,0,32,0,False,False
2771,128,4,32,1,True,True
2772,128,0,32,0,False,False
2773,128,0,32,0,False,False
2774,128,0,32,0,False,False
2775,128,0,32,0,False,False
2776,128,0,32,0,False,False
2777,128,4,32,1,True,True
2778,128,0,32,0,False,False
2779,128,0,32,0,False,False
2780,128,0,32,0,False,False
2781,128,0,32,0,False,False
2782,128,0,32,0,False,False
2783,128,0,32,0,False,False
2784,128,0,32,0,False,False
2785,128,0,32,0,False,False
2786,128,0,32,0,False,False
2787,128,0,32,0,False,False
2788,128,0,32,0,False,False
2789,128,0,32,0,False,False
2790,128,0,32,0,False,False
2791,128,0,32,0,False,False
2792,128,0,32,0,False,False
2793,128,4,32,1,True,True
2794,128,0,32,0,False,False
2795,128,0,32,0,False,False
2796,128,0,32,0,False,False
2797,128,0,32,0,False,False
2798,128,0,32,0,False,False
2799,128,0,32,0,False,False
2800,128,0,32,0,False,False
2801,128,0,32,0,False,False
2802,128,0,32,0,False,False
2803,128,0,32,0,False,False
2804,128,0,32,0,False,False
2805,128,0,32,0,False,False
2806,128,0,32,0,False,False
2807,128,0,32,0,False,False
2808,128,0,32,0,False,False
2809,128,4,32,1,True,True
2810,128,0,32,0,False,False
2811,128,0,32,0,False,False
2812,128,0,32,0,False,False
2813,128,0,32,0,False,False
2814,128,0,32,0,False,False
2815,128,0,32,0,False,False
2816,128,4,32,1,True,True
2817,128,0,32,0,False,False
2818,128,0,32,0,False,False
2819,128,0,32,0,False,False
2820,128,0,32,0,False,False
2821,128,0,32,0,False,False
2822,128,0,32,0,False,False
2823,128,0,32,0,False,False
2824,128,0,32,0,False,False
2825,128,4,32,1,True,True
2826,128,0,32,0,False,False
2827,128,0,32,0,False,False
2828,128,0,32,0,False,False
2829,128,4,32,1,True,True
2830,128,0,32,0,False,False
2831,128,0,32,0,False,False
2832,128,0,32,0,False,False
2833,128,0,32,0,False,False
2834,128,4,32,1,True,True
2835,128,0,32,0,False,False
2836,128,0,32,0,False,False
2837,128,0,32,0,False,False
