target,seed,safeconf_commit,fit_wall_seconds,best_source_validation_score,last_path,last_bytes,last_sha256,best_path,best_bytes,best_sha256
K562,1,14dd8efc39bf0ced2cd210310b2a18de1c898126,45292.24572688155,0.45344802737236023,DATA/txpert_official_20260802/e201/formal/K562/seed_1/checkpoints/last.ckpt,49748576,b2896aec689a2e0a05fc68b00cc76453dde7b1ad3935aac9c7ceacfffa5a9213,DATA/txpert_official_20260802/e201/formal/K562/seed_1/checkpoints/best-epoch=24-val_pearson_delta=0.45345.ckpt,49748576,e37de1cef56336eda811ed2916d9975b5439976079e11b2ca8cdae6e60a03e93
K562,2,fc334d61393922c9dc216ab289e02d6652e28aa4,44685.03458433226,0.4522087574005127,DATA/txpert_official_20260802/e201/formal/K562/seed_2/checkpoints/last.ckpt,49748576,6f9636ffce75ab8aaaab87618a1a300009eec3bfb99448b249ae59e839286e96,DATA/txpert_official_20260802/e201/formal/K562/seed_2/checkpoints/best-epoch=29-val_pearson_delta=0.45221.ckpt,49748576,c85b88d500540cd69aa5e1c3b688f8e8373c591e007820e3cd6edafa7655c302
K562,3,f8200f463b0ef47e444c86e7fd37acd8b8985c4d,44885.67361759674,0.4589058756828308,DATA/txpert_official_20260802/e201/formal/K562/seed_3/checkpoints/last.ckpt,49748576,a6e7d8df4d56d773bcfe4a7fea678fe3d6fc8c887cf8beb651cda1c0a307b2c5,DATA/txpert_official_20260802/e201/formal/K562/seed_3/checkpoints/best-epoch=19-val_pearson_delta=0.45891.ckpt,49748576,f720de94e6d937084d41c224c9bd2e6d7010d4fa470bd303ce35db1281ec3e91
K562,4,ccdbf65c528f0081236e47718e1d6978d39fe4ef,44810.73649449926,0.45912283658981323,DATA/txpert_official_20260802/e201/formal/K562/seed_4/checkpoints/last.ckpt,49748576,f177162d32a494c8b9e1733004f64448d3fb31bbca052bf88915d3728d451e65,DATA/txpert_official_20260802/e201/formal/K562/seed_4/checkpoints/best-epoch=59-val_pearson_delta=0.45912.ckpt,49748576,26807d901ee650fce9686c69d9fa92ada8f10f24c12be7ae2c8511024c07fd6c
RPE1,1,6856948d3aa6ea333e3591da20538f51e37be01b,41120.757753218524,0.40720435976982117,DATA/txpert_official_20260802/e201/formal/RPE1/seed_1/checkpoints/last.ckpt,49748576,90605a020cdd9290d98adabefa5c432218b767b3fcfde0e16c22e92f4208eda4,DATA/txpert_official_20260802/e201/formal/RPE1/seed_1/checkpoints/best-epoch=49-val_pearson_delta=0.40720.ckpt,49748576,d0fa464eec8f57dc5d64013e92373b51f79b15e4bc65317f554ce232b2501d81
RPE1,2,cc7ef3216cf2c6cf9a70f4822ecb08b44975765e,41866.34507130645,0.4153207242488861,DATA/txpert_official_20260802/e201/formal/RPE1/seed_2/checkpoints/last.ckpt,49748576,c0a5b0fcabd97704bb39155bb0ef8928625d439f96b9af9dd6dc7b1976c0afd9,DATA/txpert_official_20260802/e201/formal/RPE1/seed_2/checkpoints/best-epoch=39-val_pearson_delta=0.41532.ckpt,49748576,3a94bda4d957b86f612b7533450e85232c30b4c561a778f4258189bbbd58d434
RPE1,3,026c566170bbb362300e2f7dd89682b3a2984dc9,41107.445619198494,0.40833577513694763,DATA/txpert_official_20260802/e201/formal/RPE1/seed_3/checkpoints/last.ckpt,49748576,9a076702ee7007d1e549ae2ec441e355e213803fc08b374c06aa6f885ac7c95d,DATA/txpert_official_20260802/e201/formal/RPE1/seed_3/checkpoints/best-epoch=39-val_pearson_delta=0.40834.ckpt,49748576,5a7472fd558532fa650d11de16e988d29c0d6550fa75609c49bd2cbb9fa7d441
RPE1,4,1f2531e7fcc562cdf85e3496031c72f243159227,41843.44689305127,0.40968427062034607,DATA/txpert_official_20260802/e201/formal/RPE1/seed_4/checkpoints/last.ckpt,49748576,2ee5331608f2b9a2c17d7a2baa4cfbfc1a2951a12687dba6318eeced56f5ad70,DATA/txpert_official_20260802/e201/formal/RPE1/seed_4/checkpoints/best-epoch=39-val_pearson_delta=0.40968.ckpt,49748576,8738f4d9836b8fb266d1f78d79a8969509083eeb9a86edb65485ab5fcc33be61
hepg2,1,1f80ff01ac23776309da8fb5a974b5f5a3b52b00,47600.34117558692,0.4829331636428833,DATA/txpert_official_20260802/e201/formal/hepg2/seed_1/checkpoints/last.ckpt,49748576,aebfc0207d4d415c91fabaa689f0937fe3e2f8fbcd6b909af7403904aeef17a4,DATA/txpert_official_20260802/e201/formal/hepg2/seed_1/checkpoints/best-epoch=19-val_pearson_delta=0.48293.ckpt,49748576,1683c67471f55ac4c27d311112a9747eb26d9f3054d201e7e320ce7f6f5d2e51
hepg2,2,cc7ef3216cf2c6cf9a70f4822ecb08b44975765e,47963.55430033337,0.4811718165874481,DATA/txpert_official_20260802/e201/formal/hepg2/seed_2/checkpoints/last.ckpt,49748576,ca3af3da8d02825f80103c469489aca9b6c49cc388aa025199c55b050030553b,DATA/txpert_official_20260802/e201/formal/hepg2/seed_2/checkpoints/best-epoch=54-val_pearson_delta=0.48117.ckpt,49748576,d297ca66cd8b96e716c3e77922268509b043ad8f9f2773ab8b88574f7ab82010
hepg2,3,026c566170bbb362300e2f7dd89682b3a2984dc9,47537.382506321184,0.4801231622695923,DATA/txpert_official_20260802/e201/formal/hepg2/seed_3/checkpoints/last.ckpt,49748576,46ebaada8042e0170dd995bfdff47f1540ea62ad544063559c43bea2c43cca8b,DATA/txpert_official_20260802/e201/formal/hepg2/seed_3/checkpoints/best-epoch=39-val_pearson_delta=0.48012.ckpt,49748576,2e57a2ed78caf3574f814dae58d7525101fe81a24649b7635ff37c98165a190e
hepg2,4,1f2531e7fcc562cdf85e3496031c72f243159227,47893.934644276276,0.4888075292110443,DATA/txpert_official_20260802/e201/formal/hepg2/seed_4/checkpoints/last.ckpt,49748576,8fed17645e6d48c33a367f0d11ba2b804c72108db548016941a829d1144e26e3,DATA/txpert_official_20260802/e201/formal/hepg2/seed_4/checkpoints/best-epoch=54-val_pearson_delta=0.48881.ckpt,49748576,e68f9f95262e0621340c6b8eac37dc1a0cbc4e6a384399e695482ca4057c86ac
jurkat,1,1f80ff01ac23776309da8fb5a974b5f5a3b52b00,43308.48178792186,0.47630199790000916,DATA/txpert_official_20260802/e201/formal/jurkat/seed_1/checkpoints/last.ckpt,49748576,302a3eadd7dbbdc0f1373059a225042c8d1f385912cf9bbe8dc7409dbb639fc7,DATA/txpert_official_20260802/e201/formal/jurkat/seed_1/checkpoints/best-epoch=24-val_pearson_delta=0.47630.ckpt,49748576,bf562653a77686ead57713b2919e63986c53c65736f7fe7e1238f8e293231ce7
jurkat,2,b0d4eef7c3e88c945c016fd4aa48ec6fabcff4ff,43123.99929904658,0.47584548592567444,DATA/txpert_official_20260802/e201/formal/jurkat/seed_2/checkpoints/last.ckpt,49748576,e480adb432121797e94504d2095a8cdef3332ba1e641d860cbcc48ceee008cc7,DATA/txpert_official_20260802/e201/formal/jurkat/seed_2/checkpoints/best-epoch=24-val_pearson_delta=0.47585.ckpt,49748576,08e518273be10c8155074b044eac0b7922c1566e4a4b23b244435896e441ea5f
jurkat,3,ccdbf65c528f0081236e47718e1d6978d39fe4ef,43390.34658763651,0.47378799319267273,DATA/txpert_official_20260802/e201/formal/jurkat/seed_3/checkpoints/last.ckpt,49748576,2e070e2d4e1d80f5ee78b7e50d322450245a39c62c6221db669590014af98e87,DATA/txpert_official_20260802/e201/formal/jurkat/seed_3/checkpoints/best-epoch=49-val_pearson_delta=0.47379.ckpt,49748576,adfa9b77fc9546cbe7b4c936a9f38efdb6c05410e4266060abcbb00b4d0260b8
