dataset_name,dataset_family,score_name,score_type,n,aligned_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse,aurc,oracle_aurc,random_aurc,excess_aurc,aligned_rho_ci_low,aligned_rho_ci_high,partial_rho_ci_low,partial_rho_ci_high,n_bootstrap
CuiHacohen2023,gene_main,context_similarity_score,confidence,2506,0.4327566327640434,0.06616068253585454,0.7358455041044434,0.2835387445276905,21.796667743158093,0.21104441417229275,0.15445370881537418,0.1114448448126939,0.21104441417229275,0.04300886400268028,0.3993419535393982,0.46203558831169006,0.24487288709249652,0.32166144892875065,1000
CuiHacohen2023,gene_main,historical_residual_risk,risk,5012,0.2727373728612524,0.022516883870350564,0.7358455041044432,0.19982905419412214,6.100886165858533,0.21104441417229275,0.19181195574665727,0.11142819357433459,0.21104441417229275,0.08038376217232268,0.24575439567655447,0.29764035392820615,0.17400669736899746,0.22690748380248657,1000
CuiHacohen2023,gene_main,learned_risk_score,risk,2506,0.6756811373950292,-0.006930667695710706,0.7358455041044434,0.4356653799820021,24.196930886190007,0.21104441417229275,0.1376222666742576,0.1114448448126939,0.21104441417229275,0.026177421861563688,0.6529810948946749,0.6979349232118895,0.39756575096373625,0.47011106570795985,1000
CuiHacohen2023,gene_main,model_disagreement_risk,risk,5012,0.3544085226698136,0.0188799995301193,0.7358455041044432,0.22482511598076774,13.211304284825996,0.21104441417229275,0.16131108304802197,0.11142819357433459,0.21104441417229275,0.04988288947368738,0.32814140951032517,0.3769500496717095,0.19742861607256845,0.2538992290768621,1000
CuiHacohen2023,gene_main,prediction_magnitude_risk,risk,2506,-0.20996184665568973,0.21643243777737126,0.7358455041044434,0.008770748585015446,-6.240056423756505,0.21104441417229275,0.22573645740925308,0.1114448448126939,0.21104441417229275,0.11429161259655918,-0.24646066314718734,-0.1751709287461417,-0.03169599461585195,0.050159618448689346,1000
CuiHacohen2023,gene_main,protocol_v0_2_family_confidence,confidence,2506,0.44537588172141973,0.10910776228099044,0.7358455041044434,0.3284789922988475,21.581017548363633,0.21104441417229275,0.15394359646953218,0.1114448448126939,0.21104441417229275,0.04249875165683828,0.4125391426118307,0.47637996555695666,0.2933225969765277,0.36150643439444313,1000
CuiHacohen2023,gene_main,protocol_v0_2_with_stability_confidence,confidence,2506,0.36066301373388554,0.2534498296212318,0.7358455041044434,0.35873236270150444,20.94068759152696,0.21104441417229275,0.1615785193744328,0.1114448448126939,0.21104441417229275,0.050133674561738895,0.325643161338561,0.3923125090442185,0.3230418067684613,0.39502205529077555,1000
CuiHacohen2023,gene_main,random_score,confidence,5012,0.004888070900226261,0.006783065661913376,0.7358455041044432,-0.0019922539735531017,1.9219860827368358,0.21104441417229275,0.20571397382357454,0.11142819357433459,0.21104441417229275,0.09428578024923995,-0.023591350171673825,0.033562818220560016,-0.028115899358836127,0.027223369334704477,1000
CuiHacohen2023,gene_main,simple_combined_confidence,confidence,2506,0.48624205599869513,0.14423383153417235,0.7358455041044434,0.38481307793851166,21.879838054388635,0.21104441417229275,0.15015371350446752,0.1114448448126939,0.21104441417229275,0.03870886869177362,0.45272253700839504,0.516288091545181,0.3505047580121277,0.41579194567469896,1000
CuiHacohen2023,gene_main,support_count_score,confidence,2506,0.03619534395356306,0.06396999103169312,0.7358455041044434,0.0691044863733258,0.8849210407099156,0.21104441417229275,0.21040641776340668,0.1114448448126939,0.21104441417229275,0.09896157295071278,-0.002847385394235924,0.07334992510629021,0.03112298770174438,0.10817960884745365,1000
