dataset_name,dataset_family_old_docs,n_old_docs,aligned_rho_old_docs,partial_rho_control_magnitude_old_docs,risk_coverage80_improve_pct_old_docs,magnitude_only_rho_old_docs,dataset_family_drop_blank_1000,n_drop_blank_1000,aligned_rho_drop_blank_1000,partial_rho_control_magnitude_drop_blank_1000,risk_coverage80_improve_pct_drop_blank_1000,magnitude_only_rho_drop_blank_1000,delta_n,delta_aligned_rho,delta_partial_rho_control_magnitude,delta_risk_coverage80_improve_pct,delta_magnitude_only_rho
CuiHacohen2023,gene_main,2506,0.4453758817214197,0.3284789922988475,21.588636940374,0.7358455041044434,gene_main,2506,0.4453758817214197,0.3284789922988475,21.581017548363636,0.7358455041044434,0,0.0,0.0,-0.007619392010361992,0.0
Frangieh,gene_main,1266,0.582722177199959,0.4738196230565,5.03319614894932,0.7973336548301498,gene_main,1266,0.582722177199959,0.4738196230565,5.03319614894932,0.7973336548301498,0,0.0,0.0,0.0,0.0
LaraAstiasoHuntly2023_exvivo,gene_main,662,0.56145999292136,0.4301180557525988,56.11989640564585,0.5127229698351297,gene_main,646,0.5631508494546715,0.4429521371521735,56.18623781451616,0.4860059157508022,-16,0.00169085653331158,0.012834081399574704,0.06634140887031492,-0.026717054084327452
LaraAstiasoHuntly2023_invivo,gene_main,780,0.4125607962236096,0.3577644552525397,12.826016448597676,0.6394552984193019,gene_main,750,0.394161942326989,0.3567826892883217,12.513362146262876,0.6342139281951765,-30,-0.018398853896620604,-0.0009817659642180065,-0.3126543023347992,-0.005241370224125408
McFarlandTsherniak2020,chem_robust,2326,-0.0859337995677072,-0.0609239077091037,3.95061308257986,0.7954459780613539,chem_robust,2326,-0.0859337995677072,-0.0609239077091037,3.950613082579845,0.7954459780613539,0,0.0,0.0,-1.509903313490213e-14,0.0
SantinhaPlatt2023,chem_robust,566,0.2059353150212266,0.2241852244128332,2.0786443912295933,0.824004132237498,gene_main,546,0.1524099798501164,0.2123867892119082,-1.0371549082048392,0.8398538819038709,-20,-0.05352533517111022,-0.011798435200924995,-3.115799299434433,0.01584974966637287
SrivatsanTrapnell2020_sciplex3,chem_robust,1128,0.4277813904102051,0.6287992527984491,15.102694620712557,0.7403023289344336,chem_robust,1128,0.4277813904102051,0.6287992527984491,15.102694620712557,0.7403023289344336,0,0.0,0.0,0.0,0.0
