dataset_name,score_name,fold_id,n,aligned_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse,aurc,oracle_aurc,random_aurc,excess_aurc
CuiHacohen2023,context_similarity_score,0,502,0.4353321612734829,0.050096159216899055,0.7133072699774258,0.2976945414302888,16.525174926850177,0.20289262070659625,0.15311002230738197,0.11283283242416908,0.20289262070659625,0.04027718988321288
CuiHacohen2023,context_similarity_score,1,502,0.4464039869740688,-0.047956633896134526,0.7331618283278499,0.22867550100998188,17.84883157607754,0.2057690569432891,0.15231951033414656,0.11367248873501978,0.2057690569432891,0.03864702159912678
CuiHacohen2023,context_similarity_score,2,500,0.4252966096480747,0.1153549536194625,0.699599316005753,0.330270603698816,21.42464013625267,0.19614970631130066,0.14928555252316847,0.10878237460932413,0.19614970631130066,0.040503177913844335
CuiHacohen2023,context_similarity_score,3,500,0.4000126440035876,0.06462053563057706,0.8043177391918698,0.17547151526730234,27.98963527718997,0.23060464311501347,0.16522032431482303,0.10921978303925567,0.23060464311501347,0.05600054127556736
CuiHacohen2023,context_similarity_score,4,502,0.4692858104632497,0.142835889217013,0.7224980708955587,0.37582833888353834,23.782166569509513,0.2198246315186577,0.15280042869687493,0.11474186719019036,0.2198246315186577,0.038058561506684574
CuiHacohen2023,historical_residual_risk,0,1004,0.3539870910834889,0.10669209563809885,0.7133072699774258,0.3060430376904587,7.865453321613621,0.20289262070659625,0.17779895740157092,0.11275651519549464,0.20289262070659625,0.06504244220607629
CuiHacohen2023,historical_residual_risk,1,1004,0.18434944917793514,0.12061903506002816,0.7331618283278498,0.2074631862330655,-0.3998602311160458,0.2057690569432891,0.19071711785390086,0.11359537902255763,0.2057690569432891,0.07712173883134323
CuiHacohen2023,historical_residual_risk,2,1000,0.2639635362321445,-0.003139224070883372,0.6995993160057531,0.19909446173695586,10.530301904083425,0.19614970631130066,0.18580942920856347,0.10871180087981083,0.19614970631130066,0.07709762832875264
CuiHacohen2023,historical_residual_risk,3,1000,0.3411168164570336,0.014794425814709805,0.8043177391918699,0.20471296831683414,5.911260316131354,0.23060464311501347,0.19580262738840834,0.10912691062721841,0.23060464311501347,0.08667571676118993
CuiHacohen2023,historical_residual_risk,4,1004,0.2231334178955057,-0.1293866742312919,0.7224980708955588,0.0829502272967748,5.242079809613128,0.21982463151865766,0.20904347725613118,0.11465712600334375,0.21982463151865766,0.09438635125278742
CuiHacohen2023,learned_risk_score,0,502,0.7142344708824683,0.07570163639232781,0.7133072699774258,0.5415359530308773,19.474146137952076,0.20289262070659625,0.13665605798817623,0.11283283242416908,0.20289262070659625,0.02382322556400715
CuiHacohen2023,learned_risk_score,1,502,0.6647620696785027,-0.09033325609558664,0.7331618283278499,0.38509027310433097,20.949040874398875,0.2057690569432891,0.14167572723730187,0.11367248873501978,0.2057690569432891,0.02800323850228209
CuiHacohen2023,learned_risk_score,2,500,0.6418588554354218,-0.01725184500738003,0.699599316005753,0.4356373246469891,21.93639066262589,0.19614970631130066,0.13183239622814175,0.10878237460932413,0.19614970631130066,0.023050021618817612
CuiHacohen2023,learned_risk_score,3,500,0.7035786738582513,0.05102238498768915,0.8043177391918698,0.4153241382061862,30.53633010895469,0.23060464311501347,0.1376784289703428,0.10921978303925567,0.23060464311501347,0.02845864593108713
CuiHacohen2023,learned_risk_score,4,502,0.6535447239743067,-0.07083196837298132,0.7224980708955587,0.39401567972350127,26.54744327289351,0.2198246315186577,0.1398756596785276,0.11474186719019036,0.2198246315186577,0.025133792488337248
CuiHacohen2023,model_disagreement_risk,0,1004,0.44567141284405953,0.06393321838384426,0.7133072699774258,0.32447620064222893,15.478784250810078,0.20289262070659625,0.1532836348095409,0.11275651519549464,0.20289262070659625,0.04052711961404627
CuiHacohen2023,model_disagreement_risk,1,1004,0.28601916641535974,0.04793122674297792,0.7331618283278498,0.23133038170580766,9.231229662318237,0.2057690569432891,0.1632476654938079,0.11359537902255763,0.2057690569432891,0.049652286471250265
CuiHacohen2023,model_disagreement_risk,2,1000,0.304693990945394,0.02346820268244926,0.6995993160057531,0.21164736467861708,13.78984449614641,0.19614970631130066,0.15318527786044314,0.10871180087981083,0.19614970631130066,0.04447347698063231
CuiHacohen2023,model_disagreement_risk,3,1000,0.46561675217590304,0.02301507815119579,0.8043177391918699,0.21615183858548637,14.7560395161161,0.23060464311501347,0.1567615690242456,0.10912691062721841,0.23060464311501347,0.047634658397027185
CuiHacohen2023,model_disagreement_risk,4,1004,0.2505909955854511,-0.07242036194610252,0.7224980708955588,0.11132190202066543,9.631260806222116,0.21982463151865766,0.18040687344833725,0.11465712600334375,0.21982463151865766,0.0657497474449935
CuiHacohen2023,prediction_magnitude_risk,0,502,-0.20782957857976553,0.2673356999971211,0.7133072699774258,0.027719841232318194,-5.446321905129226,0.20289262070659625,0.20447100978946714,0.11283283242416908,0.20289262070659625,0.09163817736529806
CuiHacohen2023,prediction_magnitude_risk,1,502,-0.19345173798206064,0.15724338512190925,0.7331618283278499,-0.024797149717815315,-4.304858269021854,0.2057690569432891,0.2347053027475579,0.11367248873501978,0.2057690569432891,0.12103281401253813
CuiHacohen2023,prediction_magnitude_risk,2,500,-0.1850137204952113,0.2778307819910668,0.699599316005753,0.051783156387737776,-6.328252932240882,0.19614970631130066,0.19299499232656447,0.10878237460932413,0.19614970631130066,0.08421261771724034
CuiHacohen2023,prediction_magnitude_risk,3,500,-0.2208820995283981,0.16871875487501947,0.8043177391918698,0.012632724067417939,-8.002726754787696,0.23060464311501347,0.25245491134211495,0.10921978303925567,0.23060464311501347,0.14323512830285928
CuiHacohen2023,prediction_magnitude_risk,4,502,-0.2616182571531709,0.21176151811131444,0.7224980708955587,-0.045511489269501194,-8.644914557488427,0.2198246315186577,0.24438797520101707,0.11474186719019036,0.2198246315186577,0.1296461080108267
CuiHacohen2023,protocol_v0_2_family_confidence,0,502,0.43031085164811433,0.11837171051008082,0.7133072699774258,0.34379259586202254,19.335415156635076,0.20289262070659625,0.1564991570964483,0.11283283242416908,0.20289262070659625,0.04366632467227921
CuiHacohen2023,protocol_v0_2_family_confidence,1,502,0.40899453003885616,0.050416508857283694,0.7331618283278499,0.2990953689768,16.501694099301794,0.2057690569432891,0.15753765380777962,0.11367248873501978,0.2057690569432891,0.04386516507275984
CuiHacohen2023,protocol_v0_2_family_confidence,2,500,0.4593185131933998,0.11654996550175292,0.699599316005753,0.3686096729517201,22.261525866803932,0.19614970631130066,0.14833653167965793,0.10878237460932413,0.19614970631130066,0.0395541570703338
CuiHacohen2023,protocol_v0_2_family_confidence,3,500,0.5021437734467731,0.17512111121426435,0.8043177391918698,0.3190348964684102,26.749108583630658,0.23060464311501347,0.15035064553958014,0.10921978303925567,0.23060464311501347,0.04113086250032447
CuiHacohen2023,protocol_v0_2_family_confidence,4,502,0.41843139285792474,0.09074808438386005,0.7224980708955587,0.3124284899019718,20.238592798609726,0.2198246315186577,0.15767149930799054,0.11474186719019036,0.2198246315186577,0.04292963211780018
CuiHacohen2023,protocol_v0_2_with_stability_confidence,0,502,0.3309955634690009,0.2924556676590278,0.7133072699774258,0.38545025906288005,19.22149931576865,0.20289262070659625,0.16153222744924392,0.11283283242416908,0.20289262070659625,0.04869939502507484
CuiHacohen2023,protocol_v0_2_with_stability_confidence,1,502,0.3658456690620935,0.15233603120304415,0.7331618283278499,0.32782712965046557,16.050427143589683,0.2057690569432891,0.16204813709470356,0.11367248873501978,0.2057690569432891,0.048375648359683776
CuiHacohen2023,protocol_v0_2_with_stability_confidence,2,500,0.3728085920926315,0.31013570936267615,0.699599316005753,0.42126819741264127,21.08430139403608,0.19614970631130066,0.1531506613153145,0.10878237460932413,0.19614970631130066,0.044368286705990356
CuiHacohen2023,protocol_v0_2_with_stability_confidence,3,500,0.4261638136458074,0.25582489425354743,0.8043177391918698,0.32650222367680165,25.38235508421853,0.23060464311501347,0.16228622715893878,0.10921978303925567,0.23060464311501347,0.053066444119683115
CuiHacohen2023,protocol_v0_2_with_stability_confidence,4,502,0.284120297050315,0.2502770152878041,0.7224980708955587,0.30344144260551725,21.190602397573862,0.2198246315186577,0.17114718919357622,0.11474186719019036,0.2198246315186577,0.056405322003385855
CuiHacohen2023,random_score,0,1004,0.030765364141142528,-0.0017789097806137724,0.7133072699774258,0.014094856227269456,3.2988005928298247,0.20289262070659625,0.20115546775631798,0.11275651519549464,0.20289262070659625,0.08839895256082335
