dataset_name,score_name,fold_id,n,aligned_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse,aurc,oracle_aurc,random_aurc,excess_aurc
CuiHacohen2023,random_score,1,1004,-0.010784678697195293,0.025039955377860464,0.7331618283278498,-0.006139259508882606,0.20470713699349655,0.2057690569432891,0.19861899129557314,0.11359537902255763,0.2057690569432891,0.08502361227301551
CuiHacohen2023,random_score,2,1000,-0.05989364651330231,0.008528093404867359,0.6995993160057531,-0.031875401108297174,-3.237853666079728,0.19614970631130066,0.19313954194203367,0.10871180087981083,0.19614970631130066,0.08442774106222284
CuiHacohen2023,random_score,3,1000,0.04878189707806223,-0.015705654435800513,0.8043177391918699,-0.010021812830161472,3.710235961308631,0.23060464311501347,0.2145273977699758,0.10912691062721841,0.23060464311501347,0.10540048714275738
CuiHacohen2023,random_score,4,1004,0.010682518206495193,0.0138496199889024,0.7224980708955588,0.005422586042897351,4.646171791053143,0.21982463151865766,0.22119636197434833,0.11465712600334375,0.21982463151865766,0.10653923597100458
CuiHacohen2023,simple_combined_confidence,0,502,0.5330061286028135,0.14108364579799396,0.7133072699774258,0.44052943220599294,19.890029352997175,0.20289262070659625,0.14804472011372527,0.11283283242416908,0.20289262070659625,0.03521188768955619
CuiHacohen2023,simple_combined_confidence,1,502,0.41243560232811405,0.07754383742541103,0.7331618283278499,0.3248275580562858,16.505614940606154,0.2057690569432891,0.15538493324130478,0.11367248873501978,0.2057690569432891,0.041712444506285
CuiHacohen2023,simple_combined_confidence,2,500,0.49431317725270896,0.25954951819807276,0.699599316005753,0.4724412782999575,21.83152519983162,0.19614970631130066,0.14194540607211092,0.10878237460932413,0.19614970631130066,0.03316303146278679
CuiHacohen2023,simple_combined_confidence,3,500,0.5351275485101941,0.1477636950547802,0.8043177391918698,0.32034762355357416,28.586685220642234,0.23060464311501347,0.1473562865329702,0.10921978303925567,0.23060464311501347,0.03813650349371453
CuiHacohen2023,simple_combined_confidence,4,502,0.464343694257861,0.08763692862506711,0.7224980708955587,0.3496390489223532,22.552140060585433,0.2198246315186577,0.15605241631577002,0.11474186719019036,0.2198246315186577,0.04131054912557966
CuiHacohen2023,support_count_score,0,502,0.03870974953352451,0.060469010034500004,0.7133072699774258,0.04956477511407535,1.4704042077693227,0.20289262070659625,0.18661188341405097,0.11283283242416908,0.20289262070659625,0.07377905098988188
CuiHacohen2023,support_count_score,1,502,0.06034886636814546,0.037601603218086914,0.7331618283278499,0.08063754577808444,2.6259564375041298,0.2057690569432891,0.20307480087544755,0.11367248873501978,0.2057690569432891,0.08940231214042776
CuiHacohen2023,support_count_score,2,500,0.057737071375406714,-0.007994357702707558,0.699599316005753,0.045326688597000064,3.4772109808593754,0.19614970631130066,0.18466994074294127,0.10878237460932413,0.19614970631130066,0.07588756613361713
CuiHacohen2023,support_count_score,3,500,0.038073644376684354,0.1908994842999102,0.8043177391918698,0.1698778184976159,-4.21199022759213,0.23060464311501347,0.23963318575473394,0.10921978303925567,0.23060464311501347,0.13041340271547827
CuiHacohen2023,support_count_score,4,502,-0.04822695423563854,0.04521884781507176,0.7224980708955587,0.00417713889067807,-2.1521006015208206,0.2198246315186577,0.23776808983204858,0.11474186719019036,0.2198246315186577,0.12302622264185822
Frangieh,context_similarity_score,0,252,0.2194128549141748,-0.27907983929495256,0.8413539540033483,-0.2904982452199326,1.1450599584458692,0.05532781731720301,0.05306834827858734,0.04420882878143138,0.05532781731720301,0.008859519497155965
Frangieh,context_similarity_score,1,254,0.1597821076264324,-0.47844359910739653,0.8214094726580314,-0.3423451057567106,1.530161813503706,0.056429477980135444,0.05458484493747819,0.04507449939068431,0.056429477980135444,0.009510345546793884
Frangieh,context_similarity_score,2,254,0.23870390801321897,-0.3792083370368415,0.7734927483850225,-0.2150714763329713,3.1607470827045083,0.057246590892186526,0.05482550486478461,0.04584120258635669,0.057246590892186526,0.00898430227842792
Frangieh,context_similarity_score,3,254,0.24874111391733775,-0.33199933533472925,0.7246225521869087,-0.14852719472449522,0.8729302024671987,0.05532789882884947,0.052814540270961746,0.045582985074027284,0.05532789882884947,0.007231555196934462
Frangieh,context_similarity_score,4,252,0.19937478175145537,-0.39341512118180155,0.8031201364938073,-0.27224436887694087,2.0483139562358286,0.056235096270314144,0.052866173308447804,0.04526473439008457,0.056235096270314144,0.007601438918363235
Frangieh,historical_residual_risk,0,504,0.18527340654850263,-0.24974881496981405,0.8413539540033482,-0.005353799822234762,4.697623126898323,0.05532781731720301,0.05124126395803604,0.044189792063520465,0.05532781731720301,0.007051471894515576
Frangieh,historical_residual_risk,1,508,0.23100986160793432,-0.1577231444083782,0.8214094726580315,0.05097107958533274,2.292633062927748,0.05642947798013545,0.05240734108431561,0.04505440517356217,0.05642947798013545,0.007352935910753443
Frangieh,historical_residual_risk,2,508,0.0675876607160186,-0.18608744000340585,0.7734927483850226,-0.03945910285978941,0.533878626098724,0.057246590892186526,0.05496552240354685,0.0458210864544829,0.057246590892186526,0.009144435949063952
Frangieh,historical_residual_risk,3,508,0.1749190759613125,-0.1563908360824863,0.7246225521869087,0.05321141908498096,2.103094852153569,0.05532789882884947,0.05275678919175392,0.04556651483043503,0.05532789882884947,0.007190274361318888
Frangieh,historical_residual_risk,4,504,0.12438020607820474,-0.116685578364495,0.8031201364938072,0.06671336448712299,1.799381180103662,0.05623509627031415,0.05317600326595773,0.045244379759418245,0.05623509627031415,0.007931623506539483
Frangieh,learned_risk_score,0,252,0.8791456249264002,0.1693085310410054,0.8413539540033483,0.7449005031940358,12.051091576730851,0.05532781731720301,0.04898707602096769,0.04420882878143138,0.05532781731720301,0.004778247239536314
Frangieh,learned_risk_score,1,254,0.8953882025264588,0.2609330364120401,0.8214094726580314,0.7948652067540275,12.013662256028434,0.056429477980135444,0.045948087243519085,0.04507449939068431,0.056429477980135444,0.0008735878528347771
Frangieh,learned_risk_score,2,254,0.8049762570736516,0.17863821152394388,0.7734927483850225,0.7150368764983033,10.600647557137355,0.057246590892186526,0.051486086917776445,0.04584120258635669,0.057246590892186526,0.0056448843314197555
Frangieh,learned_risk_score,3,254,0.8611552373296588,0.3190824565158575,0.7246225521869087,0.8265997950130373,10.551000943458579,0.05532789882884947,0.050980590372013135,0.045582985074027284,0.05532789882884947,0.005397605297985851
Frangieh,learned_risk_score,4,252,0.9195217286443619,0.3974687910797889,0.8031201364938073,0.8865092112110409,13.05202523262712,0.056235096270314144,0.04612334234990013,0.04526473439008457,0.056235096270314144,0.0008586079598155577
Frangieh,model_disagreement_risk,0,504,0.8953894229968465,0.25033829354097403,0.8413539540033482,0.8015695514566594,12.243845664502397,0.05532781731720301,0.04502876376394175,0.044189792063520465,0.05532781731720301,0.0008389717004212843
Frangieh,model_disagreement_risk,1,508,0.8742532008573884,0.4150341725972336,0.8214094726580315,0.8511905686052987,11.477781002079846,0.05642947798013545,0.0462532014873965,0.04505440517356217,0.05642947798013545,0.0011987963138343286
Frangieh,model_disagreement_risk,2,508,0.8525210711727416,0.3656791849901955,0.7734927483850226,0.8339348577181985,13.662292315595776,0.057246590892186526,0.046989406724586305,0.0458210864544829,0.057246590892186526,0.0011683202701034054
Frangieh,model_disagreement_risk,3,508,0.7870244336631229,0.46192858749432375,0.7246225521869087,0.7981478845558565,11.769413640724798,0.05532789882884947,0.04665163338201343,0.04556651483043503,0.05532789882884947,0.001085118551578404
Frangieh,model_disagreement_risk,4,504,0.8562482403441968,0.4740435454103351,0.8031201364938072,0.8325293634391607,12.793778828204283,0.05623509627031415,0.04622861762915076,0.045244379759418245,0.05623509627031415,0.000984237869732514
Frangieh,ood_distance_risk,0,252,-0.31983425142655725,-0.5061971740224084,0.8413539540033483,-0.4967651130950204,-2.2648917264134227,0.05532781731720301,0.05745141825926502,0.04420882878143138,0.05532781731720301,0.013242589477833647
Frangieh,ood_distance_risk,1,254,-0.3448216840654572,-0.6159721250751566,0.8214094726580314,-0.5989945144364169,-2.6562481447991537,0.056429477980135444,0.058900576721803134,0.04507449939068431,0.056429477980135444,0.013826077331118826
Frangieh,ood_distance_risk,2,254,-0.30548455297762234,-0.5841157721119854,0.7734927483850225,-0.5435505973105389,-3.0611104111866823,0.057246590892186526,0.06072253559957052,0.04584120258635669,0.057246590892186526,0.01488133301321383
Frangieh,ood_distance_risk,3,254,-0.13892568149080745,-0.5318124170713566,0.7246225521869087,-0.39987935545984793,-1.3236948218512588,0.05532789882884947,0.056353490378842686,0.045582985074027284,0.05532789882884947,0.010770505304815402
Frangieh,ood_distance_risk,4,252,-0.2599805024132332,-0.619275005149562,0.8031201364938073,-0.525673708459152,-2.578808549715086,0.056235096270314144,0.05774179950405489,0.04526473439008457,0.056235096270314144,0.012477065113970322
Frangieh,prediction_magnitude_risk,0,252,-0.4170949380947043,-0.4478881128974848,0.8413539540033483,-0.5833921836785231,1.253663389780694,0.05532781731720301,0.05587331927225613,0.04420882878143138,0.05532781731720301,0.011664490490824755
Frangieh,prediction_magnitude_risk,1,254,-0.446952933159966,-0.4316409364435186,0.8214094726580314,-0.6848524890732106,0.1477781403502529,0.056429477980135444,0.057922989305430134,0.04507449939068431,0.056429477980135444,0.012848489914745825
Frangieh,prediction_magnitude_risk,2,254,-0.2648277887286594,-0.5442587332300933,0.7734927483850225,-0.6624803831253943,2.864656913802182,0.057246590892186526,0.05597280128038307,0.04584120258635669,0.057246590892186526,0.010131598694026377
Frangieh,prediction_magnitude_risk,3,254,-0.30088220153083933,-0.4582830792671213,0.7246225521869087,-0.637511649368408,4.258033388586199,0.05532789882884947,0.05398756238248145,0.045582985074027284,0.05532789882884947,0.008404577308454168
Frangieh,prediction_magnitude_risk,4,252,-0.313781921920155,-0.38245766444180307,0.8031201364938073,-0.5825459657339361,3.7479623097594055,0.056235096270314144,0.054955849633174396,0.04526473439008457,0.056235096270314144,0.009691115243089826
Frangieh,protocol_v0_2_family_confidence,0,252,0.6659895174937928,0.31893509835999834,0.8413539540033483,0.4850068139347055,4.978539837852179,0.05532781731720301,0.048059608979449234,0.04420882878143138,0.05532781731720301,0.003850780198017857
Frangieh,protocol_v0_2_family_confidence,1,254,0.7063352242961889,0.35591744861412256,0.8214094726580314,0.6065445901178832,6.298675233662568,0.056429477980135444,0.04830070998608329,0.04507449939068431,0.056429477980135444,0.0032262105953989803
Frangieh,protocol_v0_2_family_confidence,2,254,0.7110191002047683,0.3363324615442278,0.7734927483850225,0.6471249233717816,7.818192331198978,0.057246590892186526,0.04853113260385192,0.04584120258635669,0.057246590892186526,0.0026899300174952276
Frangieh,protocol_v0_2_family_confidence,3,254,0.5867792184983699,0.38283728576224285,0.7246225521869087,0.5507015761991538,1.7354989149099205,0.05532789882884947,0.04929305491856806,0.045582985074027284,0.05532789882884947,0.003710069844540774
Frangieh,protocol_v0_2_family_confidence,4,252,0.6566774015044333,0.3714003007339348,0.8031201364938073,0.5557354533851456,3.5334347892289624,0.056235096270314144,0.04856338636586036,0.04526473439008457,0.056235096270314144,0.003298651975775793
Frangieh,protocol_v0_2_with_stability_confidence,0,252,0.15379014298291105,0.07039053822589718,0.8413539540033483,-0.019613958129010654,1.976404197740503,0.05532781731720301,0.05468855749798605,0.04420882878143138,0.05532781731720301,0.01047972871655467
Frangieh,protocol_v0_2_with_stability_confidence,1,254,0.31323090597636594,-0.09825594096402614,0.8214094726580314,-0.03570572349264241,2.1355221114341902,0.056429477980135444,0.052759628719758235,0.04507449939068431,0.056429477980135444,0.007685129329073927
Frangieh,protocol_v0_2_with_stability_confidence,2,254,0.29231017943535664,-0.14501121633287514,0.7734927483850225,-0.028806520069376174,3.2684244677610974,0.057246590892186526,0.05367974088750766,0.04584120258635669,0.057246590892186526,0.007838538301150971
Frangieh,protocol_v0_2_with_stability_confidence,3,254,0.30544348627470347,-0.04213877228447062,0.7246225521869087,0.09452551185298258,1.6890446137740307,0.05532789882884947,0.05355886012261201,0.045582985074027284,0.05532789882884947,0.007975875048584727
Frangieh,protocol_v0_2_with_stability_confidence,4,252,0.19496952270908946,-0.1840421467872868,0.8031201364938073,-0.18220308374253916,2.5647422373890683,0.056235096270314144,0.05433444367006783,0.04526473439008457,0.056235096270314144,0.009069709279983261
Frangieh,random_score,0,504,-0.012630052864181555,0.0019361631832403238,0.8413539540033482,-0.0040514520001709315,-0.4404430153026683,0.05532781731720301,0.056052009634197805,0.044189792063520465,0.05532781731720301,0.01186221757067734
Frangieh,random_score,1,508,-0.008806945286756955,-0.06042421984108594,0.8214094726580315,-0.06250545693077703,2.1117353569985515,0.05642947798013545,0.05621913544372679,0.04505440517356217,0.05642947798013545,0.011164730270164618
Frangieh,random_score,2,508,-0.01567220798750884,-0.03166992103075899,0.7734927483850226,-0.029503381932272494,-0.25344333955041104,0.057246590892186526,0.058199617675105356,0.0458210864544829,0.057246590892186526,0.012378531220622456
Frangieh,random_score,3,508,-0.041133366288207455,0.07830977750679065,0.7246225521869087,0.08982787174933408,-0.7018626713573687,0.05532789882884947,0.057447130659610206,0.04556651483043503,0.05532789882884947,0.011880615829175177
Frangieh,random_score,4,504,0.011294529634037343,0.0083760387738811,0.8031201364938072,-0.018765778957747798,0.8064720866223914,0.05623509627031415,0.057752430438013334,0.045244379759418245,0.05623509627031415,0.01250805067859509
Frangieh,simple_combined_confidence,0,252,0.8953894229968467,0.2503382935409741,0.8413539540033483,0.8015695514566598,12.243845664502397,0.05532781731720301,0.04504273168842157,0.04420882878143138,0.05532781731720301,0.0008339029069901957
Frangieh,simple_combined_confidence,1,254,0.8742532008573884,0.4150341725972336,0.8214094726580314,0.8511905686052986,11.385385991106311,0.056429477980135444,0.04626765437985871,0.04507449939068431,0.056429477980135444,0.001193154989174404
Frangieh,simple_combined_confidence,2,254,0.8525210711727416,0.3656791849901955,0.7734927483850225,0.8339348577181978,13.578920191529013,0.057246590892186526,0.04700351986257248,0.04584120258635669,0.057246590892186526,0.0011623172762157893
Frangieh,simple_combined_confidence,3,254,0.7870244336631228,0.46192858749432375,0.7246225521869087,0.798147884555857,11.669549386308168,0.05532789882884947,0.046665501037980825,0.045582985074027284,0.05532789882884947,0.0010825159639535412
Frangieh,simple_combined_confidence,4,252,0.8562482403441969,0.4740435454103353,0.8031201364938073,0.8325293634391611,12.793778828204273,0.056235096270314144,0.04624307997879379,0.04526473439008457,0.056235096270314144,0.0009783455887092188
Frangieh,support_count_score,0,252,0.38418791479670367,0.6043785458843913,0.8413539540033483,0.5573684193067713,2.528988238955681,0.05532781731720301,0.05207368862309319,0.04420882878143138,0.05532781731720301,0.007864859841661812
Frangieh,support_count_score,1,254,0.44320482905245767,0.6838692394974679,0.8214094726580314,0.6845115351077282,3.9402302478209887,0.056429477980135444,0.051611395731195636,0.04507449939068431,0.056429477980135444,0.006536896340511328
Frangieh,support_count_score,2,254,0.39036029892044444,0.657242612073585,0.7734927483850225,0.6577404102812584,2.0155054672462462,0.057246590892186526,0.05403341536323035,0.04584120258635669,0.057246590892186526,0.00819221277687366
Frangieh,support_count_score,3,254,0.2617798974947923,0.6049415790224845,0.7246225521869087,0.5275641344410633,1.9328568897457188,0.05532789882884947,0.052577436476030394,0.045582985074027284,0.05532789882884947,0.00699445140200311
Frangieh,support_count_score,4,252,0.3524077854392565,0.6240829508683962,0.8031201364938073,0.5675413274587925,3.7974512272410936,0.056235096270314144,0.05146078526160347,0.04526473439008457,0.056235096270314144,0.0061960508715189
LaraAstiasoHuntly2023_exvivo,context_similarity_score,0,128,0.48955628659767897,0.022498055580801705,0.4576847377487722,0.32199168282578244,55.72016443648874,1.2705476053823492,0.6923606689517108,0.3693115787093054,1.2705476053823492,0.32304909024240536
LaraAstiasoHuntly2023_exvivo,context_similarity_score,1,128,0.3723656231750903,-0.22420175735492961,0.5432767168641178,0.059485903203829155,45.20853674843229,1.578206289829502,0.9594062926725172,0.43933225175893,1.578206289829502,0.5200740409135872
LaraAstiasoHuntly2023_exvivo,context_similarity_score,2,132,0.3043092770206864,-0.1611461741473752,0.24214593864949177,0.2098378948096666,22.700336771950873,0.7744564182198378,0.6460875343023325,0.35512525197781203,0.7744564182198378,0.2909622823245204
LaraAstiasoHuntly2023_exvivo,context_similarity_score,3,130,0.5580155013892022,0.034041437095310954,0.5405660849596174,0.3510117634591072,60.2313408129796,1.398138466631881,0.6166239883724842,0.3910526252984599,1.398138466631881,0.2255713630740243
LaraAstiasoHuntly2023_exvivo,context_similarity_score,4,128,0.4787937419743975,0.08132791719703274,0.6466898662766807,0.11143564217058896,54.469878448523886,1.3003635151683448,0.6449583893362758,0.36004434824989673,1.3003635151683448,0.2849140410863791
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,0,256,0.10174965794677082,0.5810585631902865,0.4576847377487722,0.4425270842953752,-6.166178076313119,1.2705476053823492,1.696900346448646,0.3670407518108577,1.2705476053823492,1.3298595946377882
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,1,256,0.1801122812554133,0.431334927456292,0.5432767168641177,0.2975401565375367,7.3163250371120085,1.578206289829502,1.7471756636731444,0.43652375190254494,1.578206289829502,1.3106519117705995
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,2,264,0.21386227480680184,0.48694015689366277,0.24214593864949174,0.3293973813574151,3.9047330596613246,0.7744564182198379,0.872155769651981,0.35389871981379656,0.7744564182198379,0.5182570498381844
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,3,260,0.06440744488378443,0.3370568831545501,0.5405660849596177,0.2928649867219901,-9.417287491882933,1.398138466631881,1.8225541917322912,0.3886050966399258,1.398138466631881,1.4339490950923652
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,4,256,0.18220194220271577,0.20920436739478884,0.6466898662766807,0.23165687203586813,-4.660719232203659,1.3003635151683448,1.5584496518970876,0.3577507716731755,1.3003635151683448,1.200698880223912
LaraAstiasoHuntly2023_exvivo,learned_risk_score,0,128,0.8386452532032883,0.43577198096277775,0.4576847377487722,0.7955269237861293,60.96258766353351,1.2705476053823492,0.44103435806903557,0.3693115787093054,1.2705476053823492,0.07172277935973015
LaraAstiasoHuntly2023_exvivo,learned_risk_score,1,128,0.7481756262820474,0.4585533478210204,0.5432767168641178,0.7234999228141261,49.96080409183354,1.578206289829502,0.5754651775118631,0.43933225175893,1.578206289829502,0.13613292575293312
LaraAstiasoHuntly2023_exvivo,learned_risk_score,2,132,0.7611765074300597,0.5430624256538766,0.24214593864949177,0.7667416481783728,31.55798951046978,0.7744564182198378,0.4321950094462963,0.35512525197781203,0.7744564182198378,0.07706975746848427
LaraAstiasoHuntly2023_exvivo,learned_risk_score,3,130,0.8000923134097312,0.4781015119752144,0.5405660849596174,0.7479123980833392,64.0320484950575,1.398138466631881,0.4607788526119631,0.3910526252984599,1.398138466631881,0.0697262273135032
LaraAstiasoHuntly2023_exvivo,learned_risk_score,4,128,0.7533730184469484,0.44551740122426803,0.6466898662766807,0.6234080854043106,61.674615728222854,1.3003635151683448,0.485744633695625,0.36004434824989673,1.3003635151683448,0.12570028544572825
LaraAstiasoHuntly2023_exvivo,model_disagreement_risk,0,256,0.2085317287379619,0.5793082159621529,0.4576847377487722,0.4759916577099758,-6.0406741129509625,1.2705476053823492,1.1038585008295176,0.3670407518108577,1.2705476053823492,0.7368177490186599
