dataset_name,dataset_family_sentinel,n_sentinel,aligned_rho_sentinel,partial_rho_control_magnitude_sentinel,risk_coverage80_improve_pct_sentinel,aurc_sentinel,excess_aurc_sentinel,dataset_family_drop_blank,n_drop_blank,aligned_rho_drop_blank,partial_rho_control_magnitude_drop_blank,risk_coverage80_improve_pct_drop_blank,aurc_drop_blank,excess_aurc_drop_blank,delta_n,delta_aligned_rho,delta_partial_rho_control_magnitude,delta_risk_coverage80_improve_pct,delta_aurc,delta_excess_aurc
CuiHacohen2023,gene_main,2506,0.4453758817214197,0.3284789922988475,21.581017548363636,0.1539435964695321,0.0424987516568382,gene_main,2506,0.4453758817214197,0.3284789922988475,21.581017548363636,0.1539435964695321,0.0424987516568382,0,0.0,0.0,0.0,0.0,0.0
Frangieh,gene_main,1266,0.582722177199959,0.4738196230565,5.03319614894932,0.0493455771985897,0.0042415578731586,gene_main,1266,0.582722177199959,0.4738196230565,5.03319614894932,0.0493455771985897,0.0042415578731586,0,0.0,0.0,0.0,0.0,0.0
LaraAstiasoHuntly2023_exvivo,gene_main,662,0.56145999292136,0.4301180557525988,56.11989640564585,0.5165954456909897,0.1589742358894754,gene_main,646,0.5631508494546715,0.4429521371521735,56.18623781451616,0.5341259895890578,0.162696581642963,-16,0.00169085653331158,0.012834081399574704,0.06634140887031492,0.017530543898068074,0.0037223457534875937
LaraAstiasoHuntly2023_invivo,gene_main,780,0.4125607962236096,0.3577644552525397,12.826016448597676,3.2164844809733752,1.7727844688321952,gene_main,750,0.394161942326989,0.3567826892883217,12.513362146262876,3.5141527693793,2.0194187333270057,-30,-0.018398853896620604,-0.0009817659642180065,-0.3126543023347992,0.29766828840592474,0.24663426449481052
McFarlandTsherniak2020,chem_robust,2326,-0.0859337995677072,-0.0609239077091037,3.950613082579845,1.7342482264365735,0.926839413060506,chem_robust,2326,-0.0859337995677072,-0.0609239077091037,3.950613082579845,1.7342482264365735,0.926839413060506,0,0.0,0.0,0.0,0.0,0.0
SantinhaPlatt2023,gene_main,566,0.160350821817241,0.1897104697694696,0.0165976039412661,0.3403059290885603,0.1276982163747145,gene_main,546,0.1524099798501164,0.2123867892119082,-1.0371549082048392,0.3453914662818743,0.1329039982824886,-20,-0.007940841967124607,0.022676319442438614,-1.0537525121461053,0.005085537193314005,0.0052057819077740985
SrivatsanTrapnell2020_sciplex3,chem_robust,1128,0.4277813904102051,0.6287992527984491,15.102694620712557,0.0476751679805974,0.0107180270784643,chem_robust,1128,0.4277813904102051,0.6287992527984491,15.102694620712557,0.0476751679805974,0.0107180270784643,0,0.0,0.0,0.0,0.0,0.0
