perturbation,mse,pearson,mse_de,pearson_de
ARRDC3+ctrl,0.0006021307781338692,0.9985815217533477,0.0056265718303620815,0.9988639567256984
ATL1+ctrl,0.0033934495877474546,0.9920884739570301,0.2017969787120819,0.943134404879958
BPGM+ctrl,0.0022135740146040916,0.9948236312967034,0.2153949737548828,0.9265464631640268
CBFA2T3+ctrl,0.0014212197856977582,0.9967912246502877,0.10669757425785065,0.8915508940299807
CDKN1C+ctrl,0.0017300134059041739,0.9960167783352554,0.0455758236348629,0.9693761505748939
CEBPA+ctrl,0.007221555802971125,0.986294026500563,0.1321524679660797,0.9567551225357451
CEBPB+ctrl,0.0031850908417254686,0.9940755782867622,0.0690472349524498,0.9786218859624624
CELF2+ctrl,0.0013763540191575885,0.99680527020461,0.09924761950969696,0.9629113782994185
COL1A1+ctrl,0.004392571747303009,0.989551192529313,0.3189409375190735,0.93432700762659
COL2A1+ctrl,0.004492400214076042,0.9900474968616141,0.325935035943985,0.8896323398592695
CSRNP1+ctrl,0.0030467319302260876,0.9939005632288214,0.08985516428947449,0.9756214800965219
DLX2+ctrl,0.004951802082359791,0.9920419125341569,0.07782159000635147,0.969701511492257
HK2+ctrl,0.000857042265124619,0.9979933461712116,0.033975012600421906,0.9918490931184614
HOXA13+ctrl,0.006522164214402437,0.9847504169752754,0.25097545981407166,0.7930550220058248
NCL+ctrl,0.0010972515447065234,0.9974159722421828,0.029084712266921997,0.9787181498827728
RREB1+ctrl,0.0015086079947650433,0.9964456887848286,0.08055461198091507,0.9762006723127025
SAMD1+ctrl,0.001404434908181429,0.9971784106073488,0.041303087025880814,0.9867131979836642
SGK1+ctrl,0.0016484623774886131,0.9961245276063626,0.06967686116695404,0.9808795597774218
SLC38A2+ctrl,0.0014370150165632367,0.9968124856513711,0.024470018222928047,0.9938405087633067
SLC4A1+ctrl,0.0028562278021126986,0.9933908162047944,0.26357313990592957,0.8682831994481776
SLC6A9+ctrl,0.0011793057201430202,0.9972925333904739,0.0661550760269165,0.9771419701165117
TBX3+ctrl,0.0029543221462517977,0.9931685502094684,0.1725671887397766,0.9350657069469552
TP73+ctrl,0.013118978589773178,0.9688542800666501,1.0165302753448486,0.756984923054305
ZC3HAV1+ctrl,0.0012994898715987802,0.9970124381721355,0.08153687417507172,0.9786117142359507
