pair_group,source_dataset,target_dataset,directional_pair,n_target_tasks,n_common_genes,shared_perturbation_tasks,mean_error_combined_rmse,mean_nearest_context_similarity,score_col,spearman_vs_error,top20_k,top20_mean_error,top20_error_enrichment
hard_chemical_cross_dataset,KaggleCrossCell_celltype,McFarland_cellline,KaggleCrossCell_celltype -> McFarland_cellline,42,1000,0,0.20047552442178418,0.6014553735317766,risk_cross_dataset,0.6024710710399187,9,0.2735945413184578,1.364727899366095
hard_chemical_cross_dataset,KaggleCrossCell_celltype,McFarland_cellline,KaggleCrossCell_celltype -> McFarland_cellline,42,1000,0,0.20047552442178418,0.6014553735317766,risk_disagreement,0.5472568071435144,9,0.2735945413184578,1.364727899366095
hard_chemical_cross_dataset,KaggleCrossCell_celltype,McFarland_cellline,KaggleCrossCell_celltype -> McFarland_cellline,42,1000,0,0.20047552442178418,0.6014553735317766,risk_low_context_similarity,0.6024710710399187,9,0.2735945413184578,1.364727899366095
hard_chemical_cross_dataset,KaggleCrossCell_celltype,McFarland_cellline,KaggleCrossCell_celltype -> McFarland_cellline,42,1000,0,0.20047552442178418,0.6014553735317766,risk_low_source_support,,9,0.18457628478795307,0.920692365416237
hard_chemical_cross_dataset,KaggleCrossCell_celltype,McFarland_cellline,KaggleCrossCell_celltype -> McFarland_cellline,42,1000,0,0.20047552442178418,0.6014553735317766,risk_oracle_true_magnitude_diagnostic,0.6248278097398915,9,0.2381330733401771,1.1878411293698103
hard_chemical_cross_dataset,KaggleCrossCell_celltype,McFarland_cellline,KaggleCrossCell_celltype -> McFarland_cellline,42,1000,0,0.20047552442178418,0.6014553735317766,risk_predicted_magnitude,0.6034769472791941,9,0.2735945413184578,1.364727899366095
hard_chemical_cross_dataset,KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype -> crossPatient_patient,10,933,0,0.16216023202521057,0.5481903279968653,risk_cross_dataset,-0.1533857797849622,2,0.13850465509550083,0.8541222059547123
hard_chemical_cross_dataset,KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype -> crossPatient_patient,10,933,0,0.16216023202521057,0.5481903279968653,risk_disagreement,0.14213381090374028,2,0.16550042689695438,1.0205981135450306
hard_chemical_cross_dataset,KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype -> crossPatient_patient,10,933,0,0.16216023202521057,0.5481903279968653,risk_low_context_similarity,-0.1533857797849622,2,0.13850465509550083,0.8541222059547123
hard_chemical_cross_dataset,KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype -> crossPatient_patient,10,933,0,0.16216023202521057,0.5481903279968653,risk_low_source_support,,2,0.16550042689695438,1.0205981135450306
hard_chemical_cross_dataset,KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype -> crossPatient_patient,10,933,0,0.16216023202521057,0.5481903279968653,risk_oracle_true_magnitude_diagnostic,0.9030303030303028,2,0.23183659708461013,1.4296760320900823
hard_chemical_cross_dataset,KaggleCrossCell_celltype,crossPatient_patient,KaggleCrossCell_celltype -> crossPatient_patient,10,933,0,0.16216023202521057,0.5481903279968653,risk_predicted_magnitude,-0.14213381090374028,2,0.1489667318696885,0.9186391139754233
hard_chemical_cross_dataset,KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype -> sciplex3_cellline,27,566,0,0.09705161758336625,0.12341495100733653,risk_cross_dataset,0.29701403707121016,6,0.11324290007644155,1.1668316602674569
hard_chemical_cross_dataset,KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype -> sciplex3_cellline,27,566,0,0.09705161758336625,0.12341495100733653,risk_disagreement,0.4438335239571218,6,0.10166564493299735,1.0475419932662915
hard_chemical_cross_dataset,KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype -> sciplex3_cellline,27,566,0,0.09705161758336625,0.12341495100733653,risk_low_context_similarity,0.29701403707121016,6,0.11324290007644155,1.1668316602674569
hard_chemical_cross_dataset,KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype -> sciplex3_cellline,27,566,0,0.09705161758336625,0.12341495100733653,risk_low_source_support,,6,0.10166564493299735,1.0475419932662915
hard_chemical_cross_dataset,KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype -> sciplex3_cellline,27,566,0,0.09705161758336625,0.12341495100733653,risk_oracle_true_magnitude_diagnostic,0.8730158730158729,6,0.16136276192850652,1.6626488661036247
hard_chemical_cross_dataset,KaggleCrossCell_celltype,sciplex3_cellline,KaggleCrossCell_celltype -> sciplex3_cellline,27,566,0,0.09705161758336625,0.12341495100733653,risk_predicted_magnitude,0.4438335239571218,6,0.10166564493299735,1.0475419932662915
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,McFarland_cellline,KaggleCrossPatient_celltype -> McFarland_cellline,42,1000,0,0.1719026419977018,0.6009179532203224,risk_cross_dataset,0.0023325760493802163,9,0.17860161762098117,1.0389695908418262
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,McFarland_cellline,KaggleCrossPatient_celltype -> McFarland_cellline,42,1000,0,0.1719026419977018,0.6009179532203224,risk_disagreement,0.01779118358724039,9,0.16771950720065604,0.975665674777112
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,McFarland_cellline,KaggleCrossPatient_celltype -> McFarland_cellline,42,1000,0,0.1719026419977018,0.6009179532203224,risk_low_context_similarity,0.04848425931211735,9,0.17151448079845666,0.9977419707182259
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,McFarland_cellline,KaggleCrossPatient_celltype -> McFarland_cellline,42,1000,0,0.1719026419977018,0.6009179532203224,risk_low_source_support,,9,0.18279947603601412,1.0633895669762772
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,McFarland_cellline,KaggleCrossPatient_celltype -> McFarland_cellline,42,1000,0,0.1719026419977018,0.6009179532203224,risk_oracle_true_magnitude_diagnostic,0.9687221456932178,9,0.24081566698451418,1.40088403637062
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,McFarland_cellline,KaggleCrossPatient_celltype -> McFarland_cellline,42,1000,0,0.1719026419977018,0.6009179532203224,risk_predicted_magnitude,0.01957030194596443,9,0.16771950720065604,0.975665674777112
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype -> crossPatient_patient,10,933,0,0.15576731446639328,0.5449740803484087,risk_cross_dataset,-0.22701095408174404,2,0.13468848035994202,0.8646774249228069
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype -> crossPatient_patient,10,933,0,0.15576731446639328,0.5449740803484087,risk_disagreement,0.28426762180748055,2,0.16128828300388542,1.035443690843648
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype -> crossPatient_patient,10,933,0,0.15576731446639328,0.5449740803484087,risk_low_context_similarity,-0.22701095408174404,2,0.13468848035994202,0.8646774249228069
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype -> crossPatient_patient,10,933,0,0.15576731446639328,0.5449740803484087,risk_low_source_support,,2,0.16128828300388542,1.035443690843648
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype -> crossPatient_patient,10,933,0,0.15576731446639328,0.5449740803484087,risk_oracle_true_magnitude_diagnostic,0.9636363636363635,2,0.22779616427558239,1.46241311956835
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,crossPatient_patient,KaggleCrossPatient_celltype -> crossPatient_patient,10,933,0,0.15576731446639328,0.5449740803484087,risk_predicted_magnitude,-0.28426762180748055,2,0.13912401764260696,0.8931528293929911
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype -> sciplex3_cellline,27,566,0,0.08944350036056646,0.1221316447708342,risk_cross_dataset,0.30283784171966527,6,0.09540336443332996,1.0666327239960196
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype -> sciplex3_cellline,27,566,0,0.08944350036056646,0.1221316447708342,risk_disagreement,0.3833107706902416,6,0.09540336443332996,1.0666327239960196
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype -> sciplex3_cellline,27,566,0,0.08944350036056646,0.1221316447708342,risk_low_context_similarity,-0.05823804648455101,6,0.09971927319737374,1.1148856294239757
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype -> sciplex3_cellline,27,566,0,0.08944350036056646,0.1221316447708342,risk_low_source_support,,6,0.09540336443332996,1.0666327239960196
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype -> sciplex3_cellline,27,566,0,0.08944350036056646,0.1221316447708342,risk_oracle_true_magnitude_diagnostic,0.9700854700854701,6,0.15760456969455316,1.7620572658629683
hard_chemical_cross_dataset,KaggleCrossPatient_celltype,sciplex3_cellline,KaggleCrossPatient_celltype -> sciplex3_cellline,27,566,0,0.08944350036056646,0.1221316447708342,risk_predicted_magnitude,0.3833107706902416,6,0.09540336443332996,1.0666327239960196
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossCell_celltype,McFarland_cellline -> KaggleCrossCell_celltype,24,1000,0,0.17961784923832566,0.6080082896232692,risk_cross_dataset,-0.017835013579811404,5,0.11485578586889292,0.639445279831275
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossCell_celltype,McFarland_cellline -> KaggleCrossCell_celltype,24,1000,0,0.17961784923832566,0.6080082896232692,risk_disagreement,,5,0.1787224976782189,0.9950152417262342
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossCell_celltype,McFarland_cellline -> KaggleCrossCell_celltype,24,1000,0,0.17961784923832566,0.6080082896232692,risk_low_context_similarity,-0.017835013579811404,5,0.11485578586889292,0.639445279831275
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossCell_celltype,McFarland_cellline -> KaggleCrossCell_celltype,24,1000,0,0.17961784923832566,0.6080082896232692,risk_low_source_support,,5,0.1787224976782189,0.9950152417262342
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossCell_celltype,McFarland_cellline -> KaggleCrossCell_celltype,24,1000,0,0.17961784923832566,0.6080082896232692,risk_oracle_true_magnitude_diagnostic,0.9730434782608696,5,0.3093952081423204,1.7225192788707757
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossCell_celltype,McFarland_cellline -> KaggleCrossCell_celltype,24,1000,0,0.17961784923832566,0.6080082896232692,risk_predicted_magnitude,,5,0.1787224976782189,0.9950152417262342
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossPatient_celltype,McFarland_cellline -> KaggleCrossPatient_celltype,38,1000,0,0.15533908039279587,0.5970602055491709,risk_cross_dataset,-0.2094745746691245,8,0.1078183042500287,0.6940835749599877
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossPatient_celltype,McFarland_cellline -> KaggleCrossPatient_celltype,38,1000,0,0.15533908039279587,0.5970602055491709,risk_disagreement,,8,0.14090260519291856,0.9070647568958646
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossPatient_celltype,McFarland_cellline -> KaggleCrossPatient_celltype,38,1000,0,0.15533908039279587,0.5970602055491709,risk_low_context_similarity,-0.2094745746691245,8,0.1078183042500287,0.6940835749599877
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossPatient_celltype,McFarland_cellline -> KaggleCrossPatient_celltype,38,1000,0,0.15533908039279587,0.5970602055491709,risk_low_source_support,,8,0.14090260519291856,0.9070647568958646
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossPatient_celltype,McFarland_cellline -> KaggleCrossPatient_celltype,38,1000,0,0.15533908039279587,0.5970602055491709,risk_oracle_true_magnitude_diagnostic,0.9711128132180763,8,0.3071576706214271,1.977336738731409
hard_chemical_cross_dataset,McFarland_cellline,KaggleCrossPatient_celltype,McFarland_cellline -> KaggleCrossPatient_celltype,38,1000,0,0.15533908039279587,0.5970602055491709,risk_predicted_magnitude,,8,0.14090260519291856,0.9070647568958646
hard_chemical_cross_dataset,McFarland_cellline,crossPatient_patient,McFarland_cellline -> crossPatient_patient,10,1000,0,0.13939812799058718,0.5739739164275821,risk_cross_dataset,0.4540219081634881,2,0.16766077431192017,1.2027476747983403
hard_chemical_cross_dataset,McFarland_cellline,crossPatient_patient,McFarland_cellline -> crossPatient_patient,10,1000,0,0.13939812799058718,0.5739739164275821,risk_disagreement,,2,0.142527287156327,1.0224476412333967
hard_chemical_cross_dataset,McFarland_cellline,crossPatient_patient,McFarland_cellline -> crossPatient_patient,10,1000,0,0.13939812799058718,0.5739739164275821,risk_low_context_similarity,0.4540219081634881,2,0.16766077431192017,1.2027476747983403
hard_chemical_cross_dataset,McFarland_cellline,crossPatient_patient,McFarland_cellline -> crossPatient_patient,10,1000,0,0.13939812799058718,0.5739739164275821,risk_low_source_support,,2,0.142527287156327,1.0224476412333967
hard_chemical_cross_dataset,McFarland_cellline,crossPatient_patient,McFarland_cellline -> crossPatient_patient,10,1000,0,0.13939812799058718,0.5739739164275821,risk_oracle_true_magnitude_diagnostic,0.9999999999999999,2,0.2015395038931555,1.4457834319465495
hard_chemical_cross_dataset,McFarland_cellline,crossPatient_patient,McFarland_cellline -> crossPatient_patient,10,1000,0,0.13939812799058718,0.5739739164275821,risk_predicted_magnitude,,2,0.142527287156327,1.0224476412333967
hard_chemical_cross_dataset,McFarland_cellline,sciplex3_cellline,McFarland_cellline -> sciplex3_cellline,27,624,0,0.11968113760652264,0.22928436992173146,risk_cross_dataset,-0.05823804648455101,6,0.11236527509529175,0.93887205070457
hard_chemical_cross_dataset,McFarland_cellline,sciplex3_cellline,McFarland_cellline -> sciplex3_cellline,27,624,0,0.11968113760652264,0.22928436992173146,risk_disagreement,0.050435627722400206,6,0.11236527509529175,0.93887205070457
hard_chemical_cross_dataset,McFarland_cellline,sciplex3_cellline,McFarland_cellline -> sciplex3_cellline,27,624,0,0.11968113760652264,0.22928436992173146,risk_low_context_similarity,-0.05823804648455101,6,0.11236527509529175,0.93887205070457
hard_chemical_cross_dataset,McFarland_cellline,sciplex3_cellline,McFarland_cellline -> sciplex3_cellline,27,624,0,0.11968113760652264,0.22928436992173146,risk_low_source_support,,6,0.11469304469482385,0.9583218123469195
hard_chemical_cross_dataset,McFarland_cellline,sciplex3_cellline,McFarland_cellline -> sciplex3_cellline,27,624,0,0.11968113760652264,0.22928436992173146,risk_oracle_true_magnitude_diagnostic,0.8626373626373625,6,0.18582289246737393,1.5526497841147404
hard_chemical_cross_dataset,McFarland_cellline,sciplex3_cellline,McFarland_cellline -> sciplex3_cellline,27,624,0,0.11968113760652264,0.22928436992173146,risk_predicted_magnitude,0.050435627722400206,6,0.11236527509529175,0.93887205070457
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossCell_celltype,crossPatient_patient -> KaggleCrossCell_celltype,24,933,0,0.1737996399961507,0.553695221210187,risk_cross_dataset,0.09786392066870875,5,0.12906417023559066,0.7426032081450179
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossCell_celltype,crossPatient_patient -> KaggleCrossCell_celltype,24,933,0,0.1737996399961507,0.553695221210187,risk_disagreement,-0.03705398374899089,5,0.12906417023559066,0.7426032081450179
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossCell_celltype,crossPatient_patient -> KaggleCrossCell_celltype,24,933,0,0.1737996399961507,0.553695221210187,risk_low_context_similarity,0.1527408855296669,5,0.1881635975945862,1.0826466475923289
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossCell_celltype,crossPatient_patient -> KaggleCrossCell_celltype,24,933,0,0.1737996399961507,0.553695221210187,risk_low_source_support,,5,0.1526980798766094,0.8785868594433875
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossCell_celltype,crossPatient_patient -> KaggleCrossCell_celltype,24,933,0,0.1737996399961507,0.553695221210187,risk_oracle_true_magnitude_diagnostic,0.9878260869565217,5,0.32802071718929643,1.887349808069576
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossCell_celltype,crossPatient_patient -> KaggleCrossCell_celltype,24,933,0,0.1737996399961507,0.553695221210187,risk_predicted_magnitude,-0.03705398374899089,5,0.12906417023559066,0.7426032081450179
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossPatient_celltype,crossPatient_patient -> KaggleCrossPatient_celltype,38,933,0,0.14915823557780505,0.5334918461370384,risk_cross_dataset,0.10679751042407784,8,0.12128905365981493,0.8131569349152512
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossPatient_celltype,crossPatient_patient -> KaggleCrossPatient_celltype,38,933,0,0.14915823557780505,0.5334918461370384,risk_disagreement,0.18529229431693678,8,0.12128905365981493,0.8131569349152512
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossPatient_celltype,crossPatient_patient -> KaggleCrossPatient_celltype,38,933,0,0.14915823557780505,0.5334918461370384,risk_low_context_similarity,-0.06514759499278994,8,0.10413422437852979,0.6981459922419805
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossPatient_celltype,crossPatient_patient -> KaggleCrossPatient_celltype,38,933,0,0.14915823557780505,0.5334918461370384,risk_low_source_support,,8,0.1386254839001944,0.9293853830007498
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossPatient_celltype,crossPatient_patient -> KaggleCrossPatient_celltype,38,933,0,0.14915823557780505,0.5334918461370384,risk_oracle_true_magnitude_diagnostic,0.9118065433854907,8,0.3114547201615977,2.088082625509031
hard_chemical_cross_dataset,crossPatient_patient,KaggleCrossPatient_celltype,crossPatient_patient -> KaggleCrossPatient_celltype,38,933,0,0.14915823557780505,0.5334918461370384,risk_predicted_magnitude,0.18529229431693678,8,0.12128905365981493,0.8131569349152512
hard_chemical_cross_dataset,crossPatient_patient,McFarland_cellline,crossPatient_patient -> McFarland_cellline,42,1000,0,0.15234849456915867,0.5430023479368911,risk_cross_dataset,0.251501681895674,9,0.1780243175892043,1.1685334869416126
hard_chemical_cross_dataset,crossPatient_patient,McFarland_cellline,crossPatient_patient -> McFarland_cellline,42,1000,0,0.15234849456915867,0.5430023479368911,risk_disagreement,0.21810544311908917,9,0.1780243175892043,1.1685334869416126
hard_chemical_cross_dataset,crossPatient_patient,McFarland_cellline,crossPatient_patient -> McFarland_cellline,42,1000,0,0.15234849456915867,0.5430023479368911,risk_low_context_similarity,0.21218111420612182,9,0.16851473678439557,1.106113567193132
hard_chemical_cross_dataset,crossPatient_patient,McFarland_cellline,crossPatient_patient -> McFarland_cellline,42,1000,0,0.15234849456915867,0.5430023479368911,risk_low_source_support,,9,0.1870035443083315,1.2274722164940144
hard_chemical_cross_dataset,crossPatient_patient,McFarland_cellline,crossPatient_patient -> McFarland_cellline,42,1000,0,0.15234849456915867,0.5430023479368911,risk_oracle_true_magnitude_diagnostic,0.9808767522891176,9,0.24199181435795428,1.5884096199460769
hard_chemical_cross_dataset,crossPatient_patient,McFarland_cellline,crossPatient_patient -> McFarland_cellline,42,1000,0,0.15234849456915867,0.5430023479368911,risk_predicted_magnitude,0.21810544311908917,9,0.1780243175892043,1.1685334869416126
hard_chemical_cross_dataset,crossPatient_patient,sciplex3_cellline,crossPatient_patient -> sciplex3_cellline,27,453,0,0.09686907367135932,0.1547179414254289,risk_cross_dataset,-0.4484329579310428,6,0.09451832030355937,0.9757326742302175
hard_chemical_cross_dataset,crossPatient_patient,sciplex3_cellline,crossPatient_patient -> sciplex3_cellline,27,453,0,0.09686907367135932,0.1547179414254289,risk_disagreement,,6,0.10082360554996983,1.0408234716069111
hard_chemical_cross_dataset,crossPatient_patient,sciplex3_cellline,crossPatient_patient -> sciplex3_cellline,27,453,0,0.09686907367135932,0.1547179414254289,risk_low_context_similarity,-0.4484329579310428,6,0.09451832030355937,0.9757326742302175
