pair_group,source_dataset,target_dataset,directional_pair,n_target_tasks,n_common_genes,shared_perturbation_tasks,mean_error_combined_rmse,mean_nearest_context_similarity,score_col,spearman_vs_error,top20_k,top20_mean_error,top20_error_enrichment
hard_chemical_cross_dataset,crossPatient_patient,sciplex3_cellline,crossPatient_patient -> sciplex3_cellline,27,453,0,0.09686907367135932,0.1547179414254289,risk_low_source_support,,6,0.10082360554996983,1.0408234716069111
hard_chemical_cross_dataset,crossPatient_patient,sciplex3_cellline,crossPatient_patient -> sciplex3_cellline,27,453,0,0.09686907367135932,0.1547179414254289,risk_oracle_true_magnitude_diagnostic,0.9871794871794871,6,0.14558952598777966,1.502951566169722
hard_chemical_cross_dataset,crossPatient_patient,sciplex3_cellline,crossPatient_patient -> sciplex3_cellline,27,453,0,0.09686907367135932,0.1547179414254289,risk_predicted_magnitude,,6,0.10082360554996983,1.0408234716069111
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,24,566,0,0.11718804508312296,0.13033347969436962,risk_cross_dataset,0.22499555592992848,5,0.15066744374084512,1.2856895396964323
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,24,566,0,0.11718804508312296,0.13033347969436962,risk_disagreement,-0.3038426667417252,5,0.06532456043439631,0.5574336562066615
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,24,566,0,0.11718804508312296,0.13033347969436962,risk_low_context_similarity,0.22499555592992848,5,0.15066744374084512,1.2856895396964323
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,24,566,0,0.11718804508312296,0.13033347969436962,risk_low_source_support,,5,0.10169399551144194,0.8677847253046086
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,24,566,0,0.11718804508312296,0.13033347969436962,risk_oracle_true_magnitude_diagnostic,0.9652173913043477,5,0.23010206277043815,1.9635284691985762
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossCell_celltype,sciplex3_cellline -> KaggleCrossCell_celltype,24,566,0,0.11718804508312296,0.13033347969436962,risk_predicted_magnitude,0.3038426667417252,5,0.10169399551144194,0.8677847253046086
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossPatient_celltype,sciplex3_cellline -> KaggleCrossPatient_celltype,38,566,0,0.10162717289817859,0.12809927554759426,risk_cross_dataset,0.09944752534796822,8,0.08939704871329313,0.8796569476832838
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossPatient_celltype,sciplex3_cellline -> KaggleCrossPatient_celltype,38,566,0,0.10162717289817859,0.12809927554759426,risk_disagreement,-0.202330029747047,8,0.07209593550427995,0.7094159312737518
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossPatient_celltype,sciplex3_cellline -> KaggleCrossPatient_celltype,38,566,0,0.10162717289817859,0.12809927554759426,risk_low_context_similarity,0.09944752534796822,8,0.08939704871329313,0.8796569476832838
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossPatient_celltype,sciplex3_cellline -> KaggleCrossPatient_celltype,38,566,0,0.10162717289817859,0.12809927554759426,risk_low_source_support,,8,0.08573803945579526,0.8436527063652275
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossPatient_celltype,sciplex3_cellline -> KaggleCrossPatient_celltype,38,566,0,0.10162717289817859,0.12809927554759426,risk_oracle_true_magnitude_diagnostic,0.9735200787832368,8,0.21573256818472736,2.1227843108542657
hard_chemical_cross_dataset,sciplex3_cellline,KaggleCrossPatient_celltype,sciplex3_cellline -> KaggleCrossPatient_celltype,38,566,0,0.10162717289817859,0.12809927554759426,risk_predicted_magnitude,0.202330029747047,8,0.08573803945579526,0.8436527063652275
hard_chemical_cross_dataset,sciplex3_cellline,McFarland_cellline,sciplex3_cellline -> McFarland_cellline,42,624,0,0.1376459112194692,0.20217995315686402,risk_cross_dataset,0.0003332251499114595,9,0.13325849984603422,0.9681253781200991
hard_chemical_cross_dataset,sciplex3_cellline,McFarland_cellline,sciplex3_cellline -> McFarland_cellline,42,624,0,0.1376459112194692,0.20217995315686402,risk_disagreement,-0.055344022822403874,9,0.13227712331757846,0.9609956601374777
hard_chemical_cross_dataset,sciplex3_cellline,McFarland_cellline,sciplex3_cellline -> McFarland_cellline,42,624,0,0.1376459112194692,0.20217995315686402,risk_low_context_similarity,0.0003332251499114595,9,0.13325849984603422,0.9681253781200991
hard_chemical_cross_dataset,sciplex3_cellline,McFarland_cellline,sciplex3_cellline -> McFarland_cellline,42,624,0,0.1376459112194692,0.20217995315686402,risk_low_source_support,,9,0.16432226011305417,1.193804150499254
hard_chemical_cross_dataset,sciplex3_cellline,McFarland_cellline,sciplex3_cellline -> McFarland_cellline,42,624,0,0.1376459112194692,0.20217995315686402,risk_oracle_true_magnitude_diagnostic,0.9980552629446562,9,0.21226332948142032,1.5420968745157824
hard_chemical_cross_dataset,sciplex3_cellline,McFarland_cellline,sciplex3_cellline -> McFarland_cellline,42,624,0,0.1376459112194692,0.20217995315686402,risk_predicted_magnitude,0.055344022822403874,9,0.16432226011305417,1.193804150499254
hard_chemical_cross_dataset,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,10,453,0,0.10553805481856308,0.1266766408651761,risk_cross_dataset,-0.7853351924990065,2,0.07132447275888751,0.6758175795593899
hard_chemical_cross_dataset,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,10,453,0,0.10553805481856308,0.1266766408651761,risk_disagreement,,2,0.12531420815155145,1.1873840991951838
hard_chemical_cross_dataset,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,10,453,0,0.10553805481856308,0.1266766408651761,risk_low_context_similarity,-0.7853351924990065,2,0.07132447275888751,0.6758175795593899
hard_chemical_cross_dataset,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,10,453,0,0.10553805481856308,0.1266766408651761,risk_low_source_support,,2,0.12531420815155145,1.1873840991951838
hard_chemical_cross_dataset,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,10,453,0,0.10553805481856308,0.1266766408651761,risk_oracle_true_magnitude_diagnostic,0.9636363636363635,2,0.16642850399018944,1.5769525435759342
hard_chemical_cross_dataset,sciplex3_cellline,crossPatient_patient,sciplex3_cellline -> crossPatient_patient,10,453,0,0.10553805481856308,0.1266766408651761,risk_predicted_magnitude,,2,0.12531420815155145,1.1873840991951838
same_system_cross_file,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,38,1000,38,0.01754121988876668,0.9870891495313159,risk_cross_dataset,-0.16292811029653134,8,0.015962285819467112,0.9099872141554586
same_system_cross_file,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,38,1000,38,0.01754121988876668,0.9870891495313159,risk_disagreement,-0.07337961476122248,8,0.015394928832500165,0.8776429991826857
same_system_cross_file,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,38,1000,38,0.01754121988876668,0.9870891495313159,risk_low_context_similarity,0.03173857191956433,8,0.01989908741164778,1.1344186742902111
same_system_cross_file,KaggleCrossCell_celltype,KaggleCrossPatient_celltype,KaggleCrossCell_celltype -> KaggleCrossPatient_celltype,38,1000,38,0.01754121988876668,0.9870891495313159,risk_low_source_support,-0.2626646884488967,8,0.016535818245883044,0.942683482148953
