e170_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e170_selection_sha256,e170_column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,excluded_e168_primary_target,selection_used_expression_abundance_effect_or_error
54,P01,54,ENSG00000109046,WSB1,2,WSB1-1+WSB1-2,True,WSB1,True,True,WSB1,True,True,1af18ee55c3cdbcfea90eae3f797715376ffe2706670f0bbd9a07f399a6b28a6,1d2e9a5108262b297efb781e14d7a25082313fbb8e4c0885be2c7aeed327996a,023b37536a0fc1611b41e6cfcfb5ab2acc9331edc40d090980c22fbcee09b80c,6ca8eb80e9941edc56d39bdfc9f372b201b8c683c0a2873d8f40fe769fc3d589,DONOR_UNSEEN_ONLY,6,True,False
55,P01,55,ENSG00000214513,NOTO,2,NOTO-1+NOTO-2,True,NOTO,True,True,NOTO,True,True,b3f10564fcfb7e647d412e4afdf170b62bf2fae7b042788cbe5a5ec3e257a222,742459f03b508a50813d601dfe5aa2e93509beb71bfc38c16c3a02f946d013dc,0240b321eb3fbbec1f3c56af3b7f18e09b4949fa1f1fe5ad8f8361f9831411fd,dc223e74b7082088d1de823b44432d5d23bab0aa730bd99f8e6ff5db182c5a37,DONOR_UNSEEN_ONLY,6,True,False
56,P01,56,ENSG00000180185,FAHD1,2,FAHD1-1+FAHD1-2,True,FAHD1,True,True,FAHD1,True,True,09467f94a9b9f9a73fd9133caceb907ebc368a83fdaf030b436faa4240753cca,ee6e39a80b1996b7d8b1e2362fa9e57323f00d0c8de32e70cef044f54f48b65a,024871faaab1df7c4909500859b14e35be81946489a029f99f1dc86ff51ed73a,d10ead172b4461dce17ea676c547686a5c6e414a3f5e3c2738d5494ede071079,DONOR_UNSEEN_ONLY,6,True,False
57,P01,57,ENSG00000189299,FOXR2,2,FOXR2-1+FOXR2-2,True,FOXR2,True,True,FOXR2,True,True,786efe38c10bcd69eea45b545622846b72d2ed3d01a363581e93df7c44f7bac9,a37795d0f96619fe8236643b14aae640a3d8c18b6e097baa92a5211bc046c0f3,025388f396c1d2b104ba1b328ae1d0052573af5a35e080e01210f81bf9861a42,6e1e4627fb5bb1956478a5fe53d9bcfcc0c59f1c10f3beea5e9bebe573ce1734,DONOR_UNSEEN_ONLY,6,True,False
58,P01,58,ENSG00000100532,CGRRF1,2,CGRRF1-1+CGRRF1-2,True,CGRRF1,True,True,CGRRF1,True,True,09f5b4af56e51ced5484c3b13a1fc2989529069b1da92771824a71d8355bb3cb,b2ab70cffd522c6f519d04976b38a63ebf73afc97bf7a00ab24735247f69cfc3,025be2106e62b2d9adc112c557bd5fcb8f2337fa32981359bc6a7d90937a1400,29e1aff8d1aa3e993c5429ec134c6b15793d1a2c9721628ff171fb72862acb7b,COLUMN_UNSEEN,0,True,False
59,P01,59,ENSG00000173214,MFSD4B,2,MFSD4B-1+MFSD4B-2,True,MFSD4B,True,True,MFSD4B,True,True,c44d6f6c4078d2d29d191172227873ca342b8142add101553decbd01f7f860f5,dd9a0486fdfa14b65ac0a2e15c8e79670e9c3e97c9043867d99026e39995a2bb,0270f9ef679dc13685d33df9401c1389942608a535db1b48940c94112bceac7a,05dbda5fe6d5d48376fa4b5ae1654e92723555109094aa810d5688031463a989,COLUMN_UNSEEN,0,True,False
60,P01,60,ENSG00000159403,C1R,2,C1R-1+C1R-2,True,C1R,True,True,C1R,True,True,96002a804cd128f5175b5172c231820f4c60f39343adfc2eb3bd57770d860ad7,99d155cf054ffa0efe378a6af188a76935d838f459b867c1532da5ea1317eaf8,0274d48f8c452e9f59426bec35e883c45e9917f784eed39d56ab90b54341d422,3302cc3ca99905059f6ba947d83442a88e63b70053fe522d1bae0706d14dcd10,DONOR_UNSEEN_ONLY,6,True,False
61,P01,61,ENSG00000196482,ESRRG,2,ESRRG-1+ESRRG-2,True,ESRRG,True,True,ESRRG,True,True,0e2a9eac73682bfab5d990ea250aff965b7ae3700ae7bcb83595f6ba8db5c7e2,10b73db21a9f8d1bc0126a3d0418830583f4cb8372af4167b82efe3fe6e5e1be,027da3c5118fb3bd2a3fd422cc878bb7a11b708dc45c27df782a7e118a4fdc22,b5919a623eef952b7ee58702b16e05ec74a097a3dfce136bca3344e6732928ea,DONOR_UNSEEN_ONLY,6,True,False
62,P01,62,ENSG00000067057,PFKP,2,PFKP-1+PFKP-2,True,PFKP,True,True,PFKP,True,True,681b98df8d44ee007a94e0bffbb77b9fa84009d5c71b996052b7c46171a5085c,aed63f746bccb9b245eeceba0da19f695f082d2c21cf390ad857d46ef04f074c,027e310743ee0fc8d0f0d8ded972564e5a982f5ad7b74a309d48a168f241272b,39327d861c0d4cf6fde4a82ac364711711d267b9287db8daffc6ed836eba726e,DONOR_UNSEEN_ONLY,6,True,False
63,P01,63,ENSG00000101546,RBFA,2,RBFA-1+RBFA-2,True,RBFA,True,True,RBFA,True,True,bcecfb742191044bb7d01695b0c9dd919d22134dcac11262d35ab0de531a5dcf,88e580bc00082fb8dc5623771df047c72172112981cfa16ff12a17759eb132ea,0283bb522f9c1dad456c00dfb5a2ae6f26ea68c29c4b8f0ab06775ad6722e148,3f8629f5d44fffec3a324f50b6e652812539971b3077e8ee2d918252097d5a04,DONOR_UNSEEN_ONLY,6,True,False
64,P01,64,ENSG00000152127,MGAT5,2,MGAT5-1+MGAT5-2,True,MGAT5,True,True,MGAT5,True,True,46720045cb9d5551c133d7b11ba09e739c434d8c0c6c6122859471a43edc7cea,13e463df73b500e4238f7d79c0e0c1f90f773b75dc8c1b8b0846baeaaf55b9e4,02957a37941149c5c149db64c52da519868913b0359a9b279f45fc5cda467482,fa631b7ee99ec185bc597f76155ecc61ddcb5e162f1efc233178d876d1fc849b,DONOR_UNSEEN_ONLY,6,True,False
65,P01,65,ENSG00000197147,LRRC8B,2,LRRC8B-1+LRRC8B-2,True,LRRC8B,True,True,LRRC8B,True,True,8a48721dfec61c90dd5b7a2f50bdeeb15123562dd6a056af21f57c385ed29458,57ea88290d839f17ffb499ab727c5f9e8c6baf40f32b437ebb3b81e65283ab66,0295c8bb8a37e81f3c2abcfa2b9901f9ba74909059799d0122bd455f945388a2,6ece89c0e463e82e81636976f941e945027d9d51c2e6283be3caa4f18523bc8a,DONOR_UNSEEN_ONLY,6,True,False
66,P01,66,ENSG00000197841,ZNF181,2,ZNF181-1+ZNF181-2,True,ZNF181,True,True,ZNF181,True,True,65b947a44362909dc320084b1772b1f0330b28000cde6d2c0024d562eedec25e,8012bf538698cb5af64bb7e8f1f3ce2464ebf2db744a70b5ed5e01d56905f79e,0297b37446bbf47b977a7f581903655b26a66e1cecac42c871831dccdc9544b2,536d01d7bd6f9b4412d4473029604a10c9b5ce5f5f5fe490abdcacfb1d676a43,DONOR_UNSEEN_ONLY,6,True,False
67,P01,67,ENSG00000100450,GZMH,2,GZMH-1+GZMH-2,True,GZMH,True,True,GZMH,True,True,6f35d611bf63dfaae0f63c51965d9c67ce897c6f88592faf5cc38680852eb8d5,2ce0ccba662caaa2d03b08876503df5c8a382db1fce9f614c00031aa00db3fca,029c9d465f3f3e383350086ea4d352735f017a0347895cbca047127afbcc4b23,bd204eaf8b124bdc1cacaa09aa6103866fcbab71db48a70a9c5e7a3fafadb392,DONOR_UNSEEN_ONLY,6,True,False
68,P01,68,ENSG00000158792,SPATA2L,2,SPATA2L-1+SPATA2L-2,True,SPATA2L,True,True,SPATA2L,True,True,8f5ca4ae09a608137a9dd7922ae6dacde2eca4e61c37ea7f3b839799fd49818b,2fbc89772b4c85e3a31b688df6c09cd3469fd50ff49bce7dac5c61c204a54af0,02a20516e167784a0d7ccc8290665a1fd7ebd37fd24ee52c6fcea6eb143482e3,b8a3bfd2b7369f00387ae3b1e53dde8a4852640209a56e750224274a2c57937d,DONOR_UNSEEN_ONLY,6,True,False
69,P01,69,ENSG00000198911,SREBF2,2,SREBF2-1+SREBF2-2,True,SREBF2,True,True,SREBF2,True,True,897c3e0ad8d347bf5e7963520319f210636f96e912e8bb3abac2afbbffc0e0d4,5670b88f86953ae9f30303323ce2c8f96ae779f2753d28d1dbb99a6bd481616d,02a9fb028f76fea1343b86b5d7da5b69e8fa4834bc0338f7d91e5e66d7932538,9f2a98dfe3582957a142959bf5619357feb63fbcd2f5e8686edfaf1a731d6081,DONOR_UNSEEN_ONLY,6,True,False
70,P01,70,ENSG00000149968,MMP3,2,MMP3-1+MMP3-2,True,MMP3,True,True,MMP3,True,True,7a6507db3277aa8ff8b8309cb46074dc9df71661d4f413a21a31839a7cd4f164,8e0dc8f1b8d1a320928cbb38c5f7a851622661c0bbb8a55208976bb9e661cc35,02aaa17d655d19ebacf12e67a9cc1c29a9f8357e5584a28c52b32edeaaadceee,a10694d0b8d3b28bd3d0f75096d203284b2567a91ed5f22615b149a8d47a6d65,DONOR_UNSEEN_ONLY,6,True,False
71,P01,71,ENSG00000104863,LIN7B,2,LIN7B-1+LIN7B-2,True,LIN7B,True,True,LIN7B,True,True,0eee5948d4b4d3fb95ba8e31bef15662d58333613dd91e54b45f3f3411f8197d,ee29d5f3fb78ae2cbaf32571c3dd0a51af114866a01499147707145cb5c423cc,02c6e4ffb10343427d0669c15280efd53bb6c6d7c484fc86ed4382946ffec276,4f6d8079de1aaf46b49a3e246964f7032fa70b6901fcb4b752205c7c4bff0c26,DONOR_UNSEEN_ONLY,6,True,False
72,P01,72,ENSG00000124701,APOBEC2,2,APOBEC2-1+APOBEC2-2,True,APOBEC2,True,True,APOBEC2,True,True,7f6142b5b00aeffd5b27eca69d23bc2fc5136bec4a6d96482315a991c0b4b6b9,f215296692155715e414f88f68f446289862f82d53b8b283837f8e592531d3a1,02ce775d286ebc8eb1d8a04a99bdf115e403e37a80bd3aa066b4138b6eb58080,722af9ca6b963b091fefa0489f944b0ec099875b2d53d5b1da61bd488f9f0ef5,DONOR_UNSEEN_ONLY,6,True,False
73,P01,73,ENSG00000171786,NHLH1,2,NHLH1-1+NHLH1-2,True,NHLH1,True,True,NHLH1,True,True,73cb90275402c0833d600e14d21fca9f86b746959e350a144786ef22266782bc,e866a1c4d386c5f2c88e9c354edce34eb767d945ebecb9c3a151e9478ba0cbc5,02e8d35507a585efa1e0f17b7b6c749ee57bcfc8f7cddce419ae707a7685c6cb,2676efbf24004f7d4164dc714976e0e1e9f9bce1a80d6aea9d33cfa4931af3d8,COLUMN_UNSEEN,0,True,False
74,P01,74,ENSG00000137274,BPHL,2,BPHL-1+BPHL-2,True,BPHL,True,True,BPHL,True,True,7970044474fdc001c7074db7f32d327f599464d4018830ad903422a8fc2919bc,b7b25374ef1ce90c00767e79b7c8fc46c83f447a874b6d2e23054fad9adf24a0,02e95a137004a656db0b46fe91e313760b9a13141dded5c995e6cc720d4a7ffd,ada1d285e0a1f4d902dcafa2553adfd7823f20149f84cd8ae58b699b1934d656,DONOR_UNSEEN_ONLY,6,True,False
75,P01,75,ENSG00000109854,HTATIP2,2,HTATIP2-1+HTATIP2-2,True,HTATIP2,True,True,HTATIP2,True,True,46509cebd13a911bf7a1c848dbc515eebc58c6b9e2fb6ba42993c6b5edceb76b,334bf1e364d40f27c60b21f47020df76356a53b79985713294986642f392d5ae,0304935c6de81630f752b2354c28c5a94a518f134addd7495a7655b8de1c7b93,1e4983007a549473daaee2c93f1b92412a2de536267954059a71cabb83f8eb7f,COLUMN_UNSEEN,0,True,False
76,P01,76,ENSG00000122417,ODF2L,2,ODF2L-1+ODF2L-2,True,ODF2L,True,True,ODF2L,True,True,21a1c89c7bb0a3a80c08654bd6293f5e38bdd9f4bfa030aabc94058632ac2ccd,3e8f1d80b7ada6861bc62efcc528b56d7023b0a9d3ac249095b9d6f5d6a29a0a,030b46455f7172d0bb89d248f744ab8760748d8d05449f2c9d107cc63b2c0b83,bfade2fbc1ca898d204c8695dbb1dc187a27806a75e4861b3a1c9eb202c4ef4b,DONOR_UNSEEN_ONLY,6,True,False
77,P01,77,ENSG00000221909,FAM200A,2,FAM200A-1+FAM200A-2,True,FAM200A,True,True,FAM200A,True,True,a06637fa46daf2f004e8df4a572fbd86e0ae350c7605f579c35637207da86d35,db564cbbdba6bcdf67056946afb36c943f522a557362bb20baecae28b200b4c5,0315143824c7dd12d292895a6463ae01750cbac2d63462d3c6c5322d9d1752a4,aeb28c2ff5e4c0961f865187aab3027a63a7ba220a1b4eb2600487ded622aeb6,DONOR_UNSEEN_ONLY,6,True,False
78,P01,78,ENSG00000125166,GOT2,2,GOT2-1+GOT2-2,True,GOT2,True,True,GOT2,True,True,d2f7e9a239029812578bafd472448536cbf60efe0b7f732b978082b6b45b0929,0c91e781d445f1b20da7d6b3643b41f6260ed62252b26065161f92d535e9439e,03197ca4560c855aff130b7bdfde335a2e3a751abe261c37f4451e189a98700a,7dfefd9b4af77414ff2cb3db1d7e38677ab53a89454c9f2fa461c7e100381ca4,DONOR_UNSEEN_ONLY,6,True,False
79,P01,79,ENSG00000182489,XKRX,2,XKRX-1+XKRX-2,True,XKRX,True,True,XKRX,True,True,c147ec90761ba85fda949b0de79a53cc870ed59aadcdcf452ec0e022a8a4b6c4,383cb38940cad0a1fc55ad99bbab50c36132e0904f3e9b10effbed7113a938e9,032627a85060227d1c0406a5b18a6c5c7b1be91f03a58e025e1b554f01e04e9e,8b66af86fdc6a434ab5e88afbc9fd41b69ea422fd9ea975aa4f426be53247a6d,DONOR_UNSEEN_ONLY,6,True,False
80,P01,80,ENSG00000106331,PAX4,2,PAX4-1+PAX4-2,True,PAX4,True,True,PAX4,True,True,b57fa3231aeb564d0457c8997a54d284dc54ed67690ccee7202bddda7913a352,397ddd6f0f7131075baa1923d55c0ab1bd812364c28c1c5b1262607ba6cfc14c,032a857dfbffd2f3eb62f7994c143a4926830508748781130a1d3aeaaf306076,2f33ed41de0f5a98d9f9fa5b87aba85e6201dc69d15c10eb708b3998f765d3bf,DONOR_UNSEEN_ONLY,6,True,False
81,P01,81,ENSG00000139517,LNX2,2,LNX2-1+LNX2-2,True,LNX2,True,True,LNX2,True,True,326ada343000b3ad4c0c2ddc98330c48558263662a7aaf5ee0ab427bc5d202ad,ffac3427bec861584254b29112aae6c904e8582430a5bf10e73bd4c382b79288,033c083d4283ab2eff8557c04522cc5014c0145d62d403e1a7f2e80ef30706a4,8211be1cdc0e1a4256ef132778f8241255288747808137185dfa6a8a20e50bce,DONOR_UNSEEN_ONLY,6,True,False
82,P01,82,ENSG00000123933,MXD4,2,MXD4-1+MXD4-2,True,MXD4,True,True,MXD4,True,True,191af55e611af72343096fab488872800b7e232a5b54e9aa8ad544ad93de6363,7692a3538f1842dc1d16201516f94a053df46abd68b812fb1dd9b9aeaf9e8843,0344b4e355055ab4d33b0225b7703b4b0a52233adb7f21bea484c1c973071909,4a6dd60fbe50a64490e227e81ece22c0cd95031aa50f5eed1cd4bd93ee179062,DONOR_UNSEEN_ONLY,6,True,False
83,P01,83,ENSG00000166477,LEO1,2,LEO1-1+LEO1-2,True,LEO1,True,True,LEO1,True,True,9f684ecbdee797c88324870eeb9a9d2a889b2a2069376007a365a053dfcb9221,80f02334c675d11f2fb803a2e3ebd8855715a9880a5c5b54fedeaefc42f04c76,03599023671048a52aa75f7de5ce9664a49b4d779c823aea64a02772e961628a,fe0eea90430b74b5a89476a673379b8eebd33fe58c63bd6807d83908401b9060,DONOR_UNSEEN_ONLY,6,True,False
84,P01,84,ENSG00000078747,ITCH,2,ITCH-1+ITCH-2,True,ITCH,True,True,ITCH,True,True,551deef97f70eaf333ded9eb9bc30ac4d17722a0525ca0c5eadb7d87e7c740db,7f2150257046c03f4ac69d4e37dd8ae52e25d514a325418f5de4efd48636c680,037b534daa74630f9135ca33850805c8a57eb0b0c03ca942a750d79cc4952d40,d7cd887205acca9c536eee300ecc7c8dcbefe63ed0fd05373582b2b5112e36cc,DONOR_UNSEEN_ONLY,6,True,False
85,P01,85,ENSG00000117479,SLC19A2,2,SLC19A2-1+SLC19A2-2,True,SLC19A2,True,True,SLC19A2,True,True,29df1f62ccce7ca89d805318d79c135fa93c64bf335d7eb23e0c290040f7ae1c,1ff27c94077eb4f011b8c09faf58ae094df07404ed568c3a345f75986b5794e8,037d40415557c9de9c370243e5f743171e077e7bbd2d058421d085f55fe80dfd,293bec6158da6b74fb1ccabcc1b4a3c145f7f9b63a05a7d640c68bae2bfcf5a6,COLUMN_UNSEEN,0,True,False
86,P01,86,ENSG00000072682,P4HA2,2,P4HA2-1+P4HA2-2,True,P4HA2,True,True,P4HA2,True,True,346ce69980d8fbb63d90b0efbdf7f609575ed5d54dfd05cfe68933d31aa22c67,df9bcde79665e2f031487d3797fe5c62b78b0c743c7991bf682e31c76e01c076,037dadadb5cb937a49299fc73f4eb64789a32f6360a494523a364a6a2e281cd7,3f1a21ddb6097a4e524d3851f8cb3f0d6544689c36b55ef97cb041854a175e3e,DONOR_UNSEEN_ONLY,6,True,False
87,P01,87,ENSG00000142892,PIGK,2,PIGK-1+PIGK-2,True,PIGK,True,True,PIGK,True,True,b7c85dd0406a6e81f33400aa9ce2c66aafc3a1207534aec4702a42f02a658329,a64cf87be751c3ab7434d20d65b741de8f46d11ac0d037498bc425b9be99646b,038276ed2c8c7695a8f0d267e4db47bf1cf3b0f886a7d8c4584955ec6246a0e1,351309563d729929512b30c60650ba972dddf5cbe4b1f3dd38bc74085c9b2a06,DONOR_UNSEEN_ONLY,6,True,False
88,P01,88,ENSG00000163785,RYK,2,RYK-1+RYK-2,True,RYK,True,True,RYK,True,True,815ddf883648274ae32ce769c5cb5b0e22348a4efbfd71c503c18edcf549682d,a799b4d23182816af20f544b804a2ced42cbe118e7ecf3002a6ff36fd94f2f6f,038dfcde9db736f3077df1ec83c2bb824cf8e1403d0ebb12e7e97afd36a16900,9ae554d7067de6ea24dc5ba567d8866ad8b09e273125389b85b9b9f413ecc2ac,DONOR_UNSEEN_ONLY,6,True,False
89,P01,89,ENSG00000188001,TPRG1,2,TPRG1-1+TPRG1-2,True,TPRG1,True,True,TPRG1,True,True,e3443cf395772c22a20f6f7d76151ad069e6d80c62769d56734a754162d3aa90,8d2d986d902c000f84743c727e79e0bae38fb7591e84def8da837e9144194b80,03a1e3c0bae5190d68f56c500be273e44ac3a4038b59a5da5e8028cd667ac1a4,25e7976b3cd7cc771f9e2489ac430694e754e06ae7ed1e70175313377ec37b73,COLUMN_UNSEEN,0,True,False
90,P01,90,ENSG00000141858,SAMD1,2,SAMD1-1+SAMD1-2,True,SAMD1,True,True,SAMD1,True,True,2f1cd2fb651956f0c80eaadd20ae4cbe73bfc5d4859216a376fe2fc26591eaef,cc348fa9e3ab89571963c0b7ceac30268c3b63a1e5fdde7f2f7eee4a843806e9,03b8cbe59411b44b35e83329fc72138e0ead921a0f96c563c206b9c33cd4a62b,64b37eab0681560efe15f8b744e0c34328c6fb468e05261ef16874c858920227,DONOR_UNSEEN_ONLY,6,True,False
91,P01,91,ENSG00000116641,DOCK7,2,DOCK7-1+DOCK7-2,True,DOCK7,True,True,DOCK7,True,True,cbc50ae8784aa5c237c6c88e3d0afef14262fc3fa74ea132077aca7fa52ef643,5f0c1312b9c8f7a0ed52349d7c4bf450d3f5990554b764250e2b2578ecf095c5,03c3b465b815033281886c10eb33fdf2100e48fb3cf2bf664ceb79a45eba2ef9,1ccbffb5ec0991b793a3e3188418029a7b286c72ea8758005967a6983ebc19e0,COLUMN_UNSEEN,0,True,False
92,P01,92,ENSG00000150764,DIXDC1,2,DIXDC1-1+DIXDC1-2,True,DIXDC1,True,True,DIXDC1,True,True,f9cbcadce3c8fa3508641e6edbcb1650f0e35106cdfe67cf56ca9a7d0c271ead,772fa20f35d504964160a63a09b5d7e4b7521c1baddd2caa8ee6951db3396311,03c7c7dda75db57f0731763dddd976ce7e477a38e3b97ed7d0167d276395ec05,0c32e9c07f005307f80fc8823cc80af5391f5598a6ac021ca1304ee0ad5a653e,COLUMN_UNSEEN,0,True,False
93,P01,93,ENSG00000152601,MBNL1,2,MBNL1-1+MBNL1-2,True,MBNL1,True,True,MBNL1,True,True,2013d660d1b2e09a5509c985898b4e3af9d6e557680dbf373bafc39b927e3def,f08780c7e387ba89583ea0fb8106193620895dda65fdf9eae79442c99e043af8,03db885ccbe3ddcc00064c1e1556b5c6165ae32c9d09481e3038820bb9fe5e77,68ebbf97e18e22066d5d292cb7f31f1b7849fc295d6b754a734428969d66a81f,DONOR_UNSEEN_ONLY,6,True,False
94,P01,94,ENSG00000128463,EMC4,2,EMC4-1+EMC4-2,True,EMC4,True,True,EMC4,True,True,78b76b018a86ae801bf8ddb57dd340ae8a0ea7bbbe2b5ccc3aa2e27865e5c27a,870ae311d6001a4a89506a9b73e8f40c21ba6fa1f1dc1c610c052d66c5332e4f,03dbfd28afe30bbeb631a80480eebf9343510fe23f41c9459a38066be2a3002c,53e4346709e5e60f172bf960ad98fd3e2a3ce3bb3448de95c0a9d8a24b5961db,DONOR_UNSEEN_ONLY,6,True,False
95,P01,95,ENSG00000176101,SSNA1,2,SSNA1-1+SSNA1-2,True,SSNA1,True,True,SSNA1,True,True,0f916fea3525ff43667b96b5a5c990d4b424ad0d3533ab292607391a833cccc4,64c02124f7761fdf3389dc4ce8138b26c114e310349b0bfc1adde0e4b0024e1e,03dea6e5dcc4bb92e4391a47cc63b7ef60684f08bc508f348a8e44ff1b392b50,5488b43e4359ac3539d151432b2f3b187d369f11a53bae6d60ab8d537240dabc,DONOR_UNSEEN_ONLY,6,True,False
96,P01,96,ENSG00000132932,ATP8A2,2,ATP8A2-1+ATP8A2-2,True,ATP8A2,True,True,ATP8A2,True,True,2dde612f2c5387298fb54b324075574a6a7f0f1fb5d659a0a436bee8d4181aed,d9c5eee86d822aa266196a001b3bfcb6c7f76c7d5c9e85ed19063d2fb32a737f,03ebad62e90ff05e48c1c253702f8d6324996d8354722a6f4155c8546577a982,84e81ba54f6dce378f65574e9d22daab6c825d9112abee773a14659c8beb171d,DONOR_UNSEEN_ONLY,6,True,False
97,P01,97,ENSG00000154611,PSMA8,2,PSMA8-1+PSMA8-2,True,PSMA8,True,True,PSMA8,True,True,f2ab414c3904b81432ed1460780720f84d3ed3e170873173e0d31ca7fd485239,ccdefdd0649adbedacc2ad3c9b454cc0148e329e957c40ac37dccef6470b8562,03fa526d8a5eefa0ec30299365f63bfd04114af2ded65d2df574f97b652559f3,f1b83ccc157944f90f31830b07ce931c56ed23d3fb284303f50eadc61ea4d358,DONOR_UNSEEN_ONLY,6,True,False
98,P01,98,ENSG00000196227,FAM217B,2,FAM217B-1+FAM217B-2,True,FAM217B,True,True,FAM217B,True,True,f2de12c470db995c49026d402ee69d855310e37a52c77c581de6b7d9d8f18e9c,3d9c28b1c044efd3e746803ba6b5625d90d573950a0bc17f4b10a3ed6e940283,03fe650a3cc332c6f49b36b23ffb887fd3d2447c95fce7867e5fd2228fec249e,2544ad188f7eb8242f448dd261817aabc3984f000a293995bc7ae2b70665c18c,COLUMN_UNSEEN,0,True,False
99,P01,99,ENSG00000115504,EHBP1,2,EHBP1-1+EHBP1-2,True,EHBP1,True,True,EHBP1,True,True,7b35cd6b98edd816b2421c2acf95101d307cb5924e87239114df164d54509254,5201582d9e033a3c8a2286bb52483d49dd87d8ebab9cb1ca0259db3302dc239a,0413b0ece58a80c4ee123a621ea0c87947b6ad8e329055ca1a2ba86eb8b17c4c,02469f0c65a53d09118532ad4d44686efa15f4353fa83f9fc7c6ed26e8b48907,COLUMN_UNSEEN,0,True,False
100,P01,100,ENSG00000141293,SKAP1,2,SKAP1-1+SKAP1-2,True,SKAP1,True,True,SKAP1,True,True,3ade94b5220e677e575fdad097213252136490524c8af171bfbd978e217365c3,7e89e565ea1eb39ffd208c5195aee206a4a654c5f625ea2a8520b1b5f76e8261,0414d9062d81e855cbf0e1705bd8f67049f7d7f339aeed5f56c57a1318ea509d,7cad2265d5483a6d22289c84cd0c7ab487fb9ba519c179ea9929466ee9aef9e0,DONOR_UNSEEN_ONLY,6,True,False
101,P01,101,ENSG00000162772,ATF3,2,ATF3-1+ATF3-2,True,ATF3,True,True,ATF3,True,True,fd0b772717ee6ccac8e15f5f4062acfa1fca969e0bd5fd5f45b8e6483e5e1b8f,a1f20094ec21b34cd8e63168cb635738aa0c6b8777fb5e1cc8e78f4e81e52efc,042255cf48b2db47eb287502377ba09ca23666a949945a04a068ab9d705db13a,dfe1d7b2dc1a6328075288c41f118909da2f84918eb43d18cf3a7eb0f7f5da4b,DONOR_UNSEEN_ONLY,6,True,False
102,P01,102,ENSG00000229474,PATL2,2,PATL2-1+PATL2-2,True,PATL2,True,True,PATL2,True,True,fbf4f12e472257bffb65e1921b2514b3b6889af49513118102152a506163e540,89b98c5104dc35635cec27c4bbc900640e1609a4c66c7327761cbfe828ff609b,04327bf9c0e64a9e13e24fef0739ebec70a7ab194eba8b1937db5cad4b5c9f27,4b6d26582cdcb879e259b3b7cc8d9eb1f554000c7ab64bf647761c244e575e14,DONOR_UNSEEN_ONLY,6,True,False
103,P01,103,ENSG00000143727,ACP1,2,ACP1-1+ACP1-2,True,ACP1,True,True,ACP1,True,True,19ef409df96e1b7a3fee2a905f8824f70991af78b70d68377e86764a716dec41,e66c55dd4a224d78266891c550f7a1e959369c28a70a8ec9b37b51527c1fb373,044143db8d62ea461f2d3e20f08ef5a1bcea2ff6570dce2b261b68b3c84d9718,37ffcf3cde81af9bd2c46f703bc262bdb90cdf185ec4d9e0861f97e4c8165a8e,DONOR_UNSEEN_ONLY,6,True,False
104,P01,104,ENSG00000112893,MAN2A1,2,MAN2A1-1+MAN2A1-2,True,MAN2A1,True,True,MAN2A1,True,True,52b1e038b9d6d8641a08ac54a51cddd5158fedf6d29798636bd00b250ea911d9,e74609d05bc5d8fee29341b639e56b26e594ac4bfaba5ea115b616aaea156922,044482bc123eb5650b805cfa4dd893eaab075522917c00a9c6cbff2438d8ae64,456c70fb3343d2167c4a576c824624ef0af12de8e5f8863b5ea89cea3ef454df,DONOR_UNSEEN_ONLY,6,True,False
105,P01,105,ENSG00000009413,REV3L,2,REV3L-1+REV3L-2,True,REV3L,True,True,REV3L,True,True,0987b74e009ebdf87a1f6e8c3b8f45c84360e730b4154beb5c8ea7da1dd86763,912c4c87ae4c468020e50aa5ce27d1ade5d889e2738d39b131ca4c1557c7c120,044798abcd826c172275fe089f8801f0010e7c9beec99ecadc252eadd3627e06,c891eb79476f424867681f0e9ae9f58831eae383887bde9228c3001d0a2c376b,DONOR_UNSEEN_ONLY,6,True,False
106,P01,106,ENSG00000114268,PFKFB4,2,PFKFB4-1+PFKFB4-2,True,PFKFB4,True,True,PFKFB4,True,True,7d1c7607f4f5420b9eeebf1b240e63514874e003a37b43a6e5f5b3aa518e0839,bbf28ed30f0ed646ae0aac07938a1cfde306a85c0d86da04b371206f3f5d0501,04678e56cb8fde1854c200610c7651ece42f0302b8e2590f2d98ccbb3e94dcd9,0350dfc9db612b80cfa1f784c75372335c81b7b3d403933bf217fd049d4cd959,COLUMN_UNSEEN,0,True,False
107,P01,107,ENSG00000144834,TAGLN3,2,TAGLN3-1+TAGLN3-2,True,TAGLN3,True,True,TAGLN3,True,True,bfc55dde451adf2077037060ec06d6661d4cbdc4e5188e3b59fc5c6b8c670a2c,8c5e2b8566093def9ce7353f1d0c90e7b75ec763c7a3c862e349f879c830efb6,0471802b7a628fd72c37345443a03ba8323251a8bf5ea1784bec07e1f0ec295c,65d730841f75fbfc704bf3c296efccc36f1d50b73b2e1590515ace8a7e173383,DONOR_UNSEEN_ONLY,6,True,False
