run_id,seed,train_fraction,reused_e151,absolute_disagreement_spearman,absolute_magnitude_spearman,absolute_safeconf_spearman,directional_composite_spearman,directional_cosine_spearman,directional_pearson_spearman,ensemble_minus_simple_baseline,fraction_tasks_ensemble_beats_simple_baseline,magnitude_composite_spearman,magnitude_cosine_spearman,magnitude_pearson_spearman,rmse_ensemble_mean,rmse_gears_mean,rmse_individual_mean,rmse_scgpt_mean,rmse_training_perturbed_mean
seed1_frac100_reused_e151,202607151,100,True,-0.0364230452298113,0.2143167061782109,0.1726050128805805,0.1905178490301894,0.1870592491583921,0.1937176022413164,-0.4776376659925644,1.0,0.2080665409062664,0.2114426341988372,0.2042610116514187,0.1031291071240972,0.106644333033098,0.1125416345135635,0.118438935994029,0.5807667731166616
seed2_frac100,2026071542,100,False,0.362467954587072,0.3461648507599341,0.3748213455003992,0.3893930316437876,0.3888803959382153,0.388828859696941,-0.4804882829628201,1.0,0.3487641517891081,0.3511233061710309,0.3462792986632484,0.1002784901538415,0.1131432115777687,0.1084539323375051,0.1037646530972416,0.5807667731166616
seed2_frac25,2026071542,25,False,0.0127065784654825,-0.0134619346273576,,0.001843165883017,0.0081987338026871,0.0024987318805493,-0.0120064485960498,0.5,-0.0091906215878606,-0.0204947582860282,-0.0106636833913202,0.5704572510743173,0.1067825994926263,0.6143014257176054,1.1218202519425846,0.5824636996703673
seed2_frac50,2026071542,50,False,0.1087112021607764,0.0716672770554843,,0.1566322056360476,0.1610207404889515,0.152044324141963,-0.4763085790821195,1.0,0.0731985810341517,0.0744512223036074,0.0723739928584508,0.1054679229842229,0.1088619269902619,0.1140497808036717,0.1192376346170814,0.5817765020663426
seed2_frac75,2026071542,75,False,0.0906942409815052,0.0443936406353369,,0.2101976463676138,0.2080623781742222,0.212397537059587,-0.4840080736773118,1.0,0.0442475381633126,0.0474135876212734,0.0435423510045158,0.0975701146794458,0.1073629108502462,0.1019605377253596,0.096558164600473,0.5815781883567576
seed3_frac100,2026071543,100,False,0.3301678950741622,0.3207803058047976,0.3296402598348853,0.3734196603226259,0.3735171858224868,0.3729578226447055,-0.4825133574643612,1.0,0.3459868440016456,0.3448658670573155,0.3470689891961179,0.0982534156523004,0.1065247796236046,0.1032392295045644,0.0999536793855243,0.5807667731166616
