metric_group,metric,seed,actual_percent_at_label_25,actual_percent_at_label_50,actual_percent_at_label_75,actual_percent_at_label_100,value_at_25,value_at_50,value_at_75,value_at_100,delta_100_minus_25,n_finite_points,all_four_points_finite,spearman_with_train_fraction,linear_slope_per_25_actual_percentage_points,descriptive_only_four_points
model_and_simple_baseline,ensemble_minus_simple_baseline,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,-0.0120064485960498,-0.4763085790821195,-0.4840080736773118,-0.4804882829628201,-0.46848183436677027,4,True,-0.7999999999999999,-0.12007936157728508,True
model_and_simple_baseline,fraction_tasks_ensemble_beats_simple_baseline,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,0.5,1.0,1.0,1.0,0.5,4,True,0.7745966692414834,0.12737131332027707,True
model_and_simple_baseline,rmse_ensemble_mean,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,0.5704572510743173,0.1054679229842229,0.0975701146794458,0.1002784901538415,-0.47017876092047584,4,True,-0.7999999999999999,-0.12052139679364432,True
model_and_simple_baseline,rmse_gears_mean,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,0.1067825994926263,0.1088619269902619,0.1073629108502462,0.1131432115777687,0.006360612085142395,4,True,0.7999999999999999,0.0014246936304473609,True
model_and_simple_baseline,rmse_individual_mean,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,0.6143014257176054,0.1140497808036717,0.1019605377253596,0.1084539323375051,-0.5058474933801003,4,True,-0.7999999999999999,-0.13002810748328802,True
model_and_simple_baseline,rmse_scgpt_mean,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,1.1218202519425846,0.1192376346170814,0.096558164600473,0.1037646530972416,-1.018055598845343,4,True,-0.7999999999999999,-0.2614809085970234,True
model_and_simple_baseline,rmse_training_perturbed_mean,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,0.5824636996703673,0.5817765020663426,0.5815781883567576,0.5807667731166616,-0.00169692655370568,4,True,-1.0,-0.0004420352163593391,True
two_fold_macro_spearman,absolute_disagreement_spearman,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,0.0127065784654825,0.1087112021607764,0.0906942409815052,0.362467954587072,0.3497613761215895,4,True,0.7999999999999999,0.08467822510491581,True
two_fold_macro_spearman,absolute_magnitude_spearman,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,-0.0134619346273576,0.0716672770554843,0.0443936406353369,0.3461648507599341,0.3596267853872917,4,True,0.7999999999999999,0.08604162794592031,True
two_fold_macro_spearman,absolute_safeconf_spearman,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,,,,0.3748213455003992,,1,False,,,True
two_fold_macro_spearman,directional_composite_spearman,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,0.001843165883017,0.1566322056360476,0.2101976463676138,0.3893930316437876,0.3875498657607706,4,True,1.0,0.10176946137608618,True
two_fold_macro_spearman,directional_cosine_spearman,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,0.0081987338026871,0.1610207404889515,0.2080623781742222,0.3888803959382153,0.3806816621355282,4,True,1.0,0.09940922746144076,True
two_fold_macro_spearman,directional_pearson_spearman,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,0.0024987318805493,0.152044324141963,0.212397537059587,0.388828859696941,0.3863301278163917,4,True,1.0,0.10210506443059773,True
two_fold_macro_spearman,magnitude_composite_spearman,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,-0.0091906215878606,0.0731985810341517,0.0442475381633126,0.3487641517891081,0.3579547733769687,4,True,0.7999999999999999,0.08543487581972438,True
two_fold_macro_spearman,magnitude_cosine_spearman,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,-0.0204947582860282,0.0744512223036074,0.0474135876212734,0.3511233061710309,0.3716180644570591,4,True,0.7999999999999999,0.08909797428357502,True
two_fold_macro_spearman,magnitude_pearson_spearman,2026071542,12.857142857142856,41.42857142857143,75.0,100.0,-0.0106636833913202,0.0723739928584508,0.0435423510045158,0.3462792986632484,0.3569429820545686,4,True,0.7999999999999999,0.08520620831165421,True
