n_bootstrap,n_task_clusters,safeconf_top10_enrichment_mean,safeconf_top10_enrichment_ci_low,safeconf_top10_enrichment_ci_high,magnitude_top10_enrichment_mean,magnitude_top10_enrichment_ci_low,magnitude_top10_enrichment_ci_high,safeconf_minus_magnitude_mean,safeconf_minus_magnitude_ci_low,safeconf_minus_magnitude_ci_high
1000,8057,4.850737266715514,4.588707041327759,5.103558762137567,6.500482790362605,6.269377774630716,6.740666311596033,-1.6497455236470886,-1.9287173317057564,-1.3827047569715967
