panel_id,support,architecture,seed,best_epoch,best_validation_mse,pretrained_tensors,model_key,n_query_predictions,n_unique_vectors_at_1e-6,max_coordinate_std,all_finite,query_graphs_containing_y,n_go_edges,n_coexpression_edges
H04,3,scGPT,3407,7,0.009372173140392355,129.0,scGPT_seed3407,840,840,0.005515363533049822,True,0,,
H04,3,GEARS,3407,3,0.010162482362078585,,GEARS_seed3407,840,827,0.14528191089630127,True,0,1347.0,4365.0
H04,3,scGPT,3408,3,0.009401702848465546,129.0,scGPT_seed3408,840,840,0.01863948442041874,True,0,,
H04,3,GEARS,3408,2,0.01016431716878129,,GEARS_seed3408,840,817,0.06456811726093292,True,0,1347.0,4365.0
H04,3,scGPT,3409,3,0.009470354704915182,129.0,scGPT_seed3409,840,840,0.014019014313817024,True,0,,
H04,3,GEARS,3409,3,0.010453785506441542,,GEARS_seed3409,840,821,0.14303605258464813,True,0,1347.0,4365.0
