dataset_name,setting,heldout,task_id,context,perturbation,raw_perturbation,n_cells,support_count,context_similarity,predicted_l2,disagreement_rmse,error_v0_rmse,error_contextsim_rmse,error_mean_rmse,risk_disagreement,risk_predicted_magnitude,risk_inverse_support,risk_inverse_context_similarity,risk_safeconf_smoke
sciplex3_cell_line,leave_context,A549,0,A549,Alvespimycin_10.0,Alvespimycin_10.0,114,2,0.549576703116416,0.5884806706230745,0.01668129637179071,0.08765280304034616,0.08776327399287469,0.0873105758845767,-0.7660812681637028,-1.193881566814808,-0.2657253920100922,-0.25676008808945056,-2.4824483150780536
sciplex3_cell_line,leave_context,A549,1,A549,Alvespimycin_100.0,Alvespimycin_100.0,91,2,0.549576703116416,1.1651673978743247,0.02794339238832847,0.15940142095284507,0.15806038205146902,0.15811622438162834,0.2437290360305649,-0.1715647659705836,-0.2657253920100922,-0.25676008808945056,-0.4503212100395615
sciplex3_cell_line,leave_context,A549,2,A549,Alvespimycin_1000.0,Alvespimycin_1000.0,66,2,0.549576703116416,1.339371646076801,0.03241062803458449,0.18263096410353458,0.18192208279041913,0.18155507372425628,0.6442815246817918,0.1372544270160412,-0.2657253920100922,-0.25676008808945056,0.25905047159829014
sciplex3_cell_line,leave_context,A549,3,A549,Alvespimycin_10000.0,Alvespimycin_10000.0,61,1,0.3747583413000613,2.1563779540081,0.0,0.19912938569170346,0.19912938569170346,0.19912938569170346,-2.2618015087669483,1.5855958497066678,1.7655074728373719,1.5402655781177788,2.62956739189487
sciplex3_cell_line,leave_context,A549,4,A549,Belinostat_10.0,Belinostat_10.0,103,2,0.549576703116416,0.6277122995298751,0.017605808792771106,0.08662822053008083,0.08424900208534813,0.0849922369641739,-0.6831853163186219,-1.1243340092577319,-0.2657253920100922,-0.25676008808945056,-2.330004805675897
sciplex3_cell_line,leave_context,A549,5,A549,Belinostat_100.0,Belinostat_100.0,109,2,0.549576703116416,0.6931011932146232,0.01722165939324206,0.10306460068885737,0.09931376819106601,0.10083958473807315,-0.7176298834244994,-1.008416368979858,-0.2657253920100922,-0.25676008808945056,-2.2485317325039
sciplex3_cell_line,leave_context,A549,6,A549,Belinostat_1000.0,Belinostat_1000.0,120,2,0.549576703116416,1.141230435213109,0.02447546900038413,0.17494412406245968,0.16714368850601977,0.17065013173563587,-0.06722061012411891,-0.21399882580473686,-0.2657253920100922,-0.25676008808945056,-0.8037049160283984
sciplex3_cell_line,leave_context,A549,7,A549,Belinostat_10000.0,Belinostat_10000.0,73,2,0.549576703116416,1.925187782222703,0.03743236040448346,0.26235466286246056,0.25495234111525766,0.2580020104562909,1.0945526895327573,1.175755314737495,-0.2657253920100922,-0.25676008808945056,1.74782252417071
sciplex3_cell_line,leave_context,A549,8,A549,Dacinostat_10.0,Dacinostat_10.0,120,2,0.549576703116416,1.0469622696006344,0.026756005032054036,0.17542423997629353,0.16558642989090977,0.17005085677675452,0.13726253231090232,-0.3811119652899316,-0.2657253920100922,-0.25676008808945056,-0.7663349130785719
sciplex3_cell_line,leave_context,A549,9,A549,Dacinostat_100.0,Dacinostat_100.0,115,2,0.549576703116416,1.349917839367577,0.03242753828806511,0.20365039391996212,0.19191510507709977,0.1972043571564119,0.6457977742490297,0.15595010714292862,-0.2657253920100922,-0.25676008808945056,0.2792624012924156
sciplex3_cell_line,leave_context,A549,10,A549,Dacinostat_1000.0,Dacinostat_1000.0,87,2,0.549576703116416,1.9283143732977868,0.04091475417752049,0.25383249511502204,0.2457309151107166,0.24897551008570226,1.4067998156548291,1.181297954153982,-0.2657253920100922,-0.25676008808945056,2.0656122897092684
sciplex3_cell_line,leave_context,A549,11,A549,Dacinostat_10000.0,Dacinostat_10000.0,71,2,0.549576703116416,2.268122221821047,0.040922245555869805,0.2686096920868573,0.2593381102038153,0.2632205417193551,1.4074715264126354,1.783689610122695,-0.2657253920100922,-0.25676008808945056,2.6686756564357874
sciplex3_cell_line,leave_context,A549,12,A549,Flavopiridol_10.0,Flavopiridol_10.0,98,2,0.549576703116416,0.7349241406468631,0.01816581320449808,0.08943607019960954,0.08585480465646696,0.08719191384177227,-0.6329727959737638,-0.934275072153764,-0.2657253920100922,-0.25676008808945056,-2.0897333482270706
sciplex3_cell_line,leave_context,A549,13,A549,Flavopiridol_100.0,Flavopiridol_100.0,77,2,0.549576703116416,0.8960690687951824,0.022686857915135476,0.16768279451934967,0.16395318336548353,0.1654400483466192,-0.22759554401102067,-0.6486066847398674,-0.2657253920100922,-0.25676008808945056,-1.3986877088504308
sciplex3_cell_line,leave_context,A549,14,A549,Flavopiridol_1000.0,Flavopiridol_1000.0,57,1,0.3747583413000613,2.2568100075439905,0.0,0.16104402711910465,0.16104402711910465,0.16104402711910465,-2.2618015087669483,1.763635972395836,1.7655074728373719,1.5402655781177788,2.8076075145840385
sciplex3_cell_line,leave_context,A549,15,A549,Flavopiridol_10000.0,Flavopiridol_10000.0,64,0,0.0,0.7968664004159278,0.0,0.09138915194343711,0.09138915194343711,0.09138915194343711,-2.2618015087669483,-0.8244674246880317,5.237922990658275,5.392551750716244,7.544205807919539
sciplex3_cell_line,leave_context,A549,16,A549,Givinostat_10.0,Givinostat_10.0,93,2,0.549576703116416,0.767578329086374,0.019684661986543645,0.10273021872443751,0.09919488816891459,0.10049721559521653,-0.4967859664199845,-0.8763876197777342,-0.2657253920100922,-0.25676008808945056,-1.8956590662972614
sciplex3_cell_line,leave_context,A549,17,A549,Givinostat_100.0,Givinostat_100.0,100,2,0.549576703116416,0.7290167225308353,0.019889637789180483,0.11434024702583824,0.11139246523587437,0.11243703709638093,-0.4784069118186722,-0.9447474005501754,-0.2657253920100922,-0.25676008808945056,-1.9456397924683901
sciplex3_cell_line,leave_context,A549,18,A549,Givinostat_1000.0,Givinostat_1000.0,120,2,0.549576703116416,0.9934464989502133,0.023089312075423415,0.16894683941507102,0.16373362278843046,0.16595959706178876,-0.19150968952817543,-0.47598162131067046,-0.2657253920100922,-0.25676008808945056,-1.1899767909383885
sciplex3_cell_line,leave_context,A549,19,A549,Givinostat_10000.0,Givinostat_10000.0,92,2,0.549576703116416,2.223195018412096,0.04116634300904552,0.26232799502596915,0.25211753931291914,0.2564487241795517,1.4293584045818908,1.7040452682477938,-0.2657253920100922,-0.25676008808945056,2.610918192730142
sciplex3_cell_line,leave_context,A549,20,A549,Hesperadin_10.0,Hesperadin_10.0,45,2,0.549576703116416,0.8454654196505493,0.02069620432290998,0.14381962961939737,0.14292109561842717,0.14299713125258925,-0.4060865199855461,-0.7383139005642503,-0.2657253920100922,-0.25676008808945056,-1.666885900649339
sciplex3_cell_line,leave_context,A549,21,A549,Hesperadin_100.0,Hesperadin_100.0,40,2,0.549576703116416,0.9106752058753438,0.021032105447700143,0.10495930116277444,0.102109741087963,0.10300893003864432,-0.37596811072092423,-0.6227137716089274,-0.2657253920100922,-0.25676008808945056,-1.5211673624293942
sciplex3_cell_line,leave_context,A549,22,A549,Hesperadin_1000.0,Hesperadin_1000.0,30,2,0.549576703116416,0.9260880462012098,0.021335454820372315,0.13829631485334198,0.14062753423257784,0.13905821331862056,-0.3487684383113297,-0.5953907817267668,-0.2657253920100922,-0.25676008808945056,-1.4666447001376393
sciplex3_cell_line,leave_context,A549,23,A549,Hesperadin_10000.0,Hesperadin_10000.0,38,2,0.549576703116416,1.1582416358455414,0.031186064477401094,0.18644894445028118,0.18240277381821865,0.18377662466951009,0.5344816351790973,-0.18384235542443164,-0.2657253920100922,-0.25676008808945056,-0.17184620034487708
