dataset_name,n_aligned_perturbations,spearman_rna_l2_vs_protein_l2,spearman_rna_l2_vs_protein_abs_mean,rna_tasks,protein_tasks
Papalexi_RNA_protein,94,0.5012968247661019,0.5371744391865044,94,94
