metric,comparator,favorable_delta_definition,favorable_delta,ci95_low,ci95_high,probability_favorable,bootstrap_unit,n_bootstrap
normalized_aurc_50_100,predicted_magnitude,comparator_minus_safeconf,0.009991075898813984,-0.0003191576828971421,0.021649019463256924,0.9665,dataset_population_plus_fold,10000
normalized_aurc_50_100,model_disagreement,comparator_minus_safeconf,0.008729906142354471,-0.0005948484655198425,0.019941260607846935,0.9625,dataset_population_plus_fold,10000
top20_error_enrichment,predicted_magnitude,safeconf_minus_comparator,0.016710857970280157,-0.039985636169994176,0.0786284750658829,0.6991,dataset_population_plus_fold,10000
top20_error_enrichment,model_disagreement,safeconf_minus_comparator,0.013313701895161678,-0.034852397429939556,0.06334809200648392,0.6946,dataset_population_plus_fold,10000
reject20_remaining_error_reduction,predicted_magnitude,safeconf_minus_comparator,0.0046350174250321535,-0.010198565775356968,0.021250874105733827,0.7067,dataset_population_plus_fold,10000
reject20_remaining_error_reduction,model_disagreement,safeconf_minus_comparator,0.0038029842943449015,-0.008735831159539525,0.017252425755418375,0.705,dataset_population_plus_fold,10000
top20_total_error_capture,predicted_magnitude,safeconf_minus_comparator,0.00362946840119574,-0.008107634439908721,0.016694864095616296,0.705,dataset_population_plus_fold,10000
top20_total_error_capture,model_disagreement,safeconf_minus_comparator,0.002960625752361723,-0.006992274828129051,0.01356251418859638,0.7028,dataset_population_plus_fold,10000
