stratum,culture_condition,score,endpoint,n_tasks,spearman,analysis_role
all_200,Rest,directional_risk_frozen,error_centered_pearson_mean,200,0.1053686342158554,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,directional_risk_frozen,error_centered_cosine_mean,200,0.10607065176629417,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,directional_risk_frozen,direction_error_rank_target,200,0.10547253383338838,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,predicted_magnitude,error_centered_pearson_mean,200,0.09581189529738245,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,predicted_magnitude,error_centered_cosine_mean,200,0.09612090302257559,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,predicted_magnitude,direction_error_rank_target,200,0.09574768495385975,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,SafeConf_absolute_head,error_centered_pearson_mean,200,0.11171679291982302,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,SafeConf_absolute_head,error_centered_cosine_mean,200,0.11254631365784146,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,SafeConf_absolute_head,direction_error_rank_target,200,0.1118560128410753,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,model_disagreement,error_centered_pearson_mean,200,0.09366684167104179,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,model_disagreement,error_centered_cosine_mean,200,0.09451586289657243,secondary_post_unseal_frozen_model_no_refit
all_200,Rest,model_disagreement,direction_error_rank_target,200,0.09377886432230317,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,directional_risk_frozen,error_centered_pearson_mean,200,0.12307657691442288,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,directional_risk_frozen,error_centered_cosine_mean,200,0.1233975849396235,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,directional_risk_frozen,direction_error_rank_target,200,0.12355122873986059,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,predicted_magnitude,error_centered_pearson_mean,200,0.14961974049351234,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,predicted_magnitude,error_centered_cosine_mean,200,0.1527833195829896,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,predicted_magnitude,direction_error_rank_target,200,0.15151974260025797,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,SafeConf_absolute_head,error_centered_pearson_mean,200,0.15258681467036678,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,SafeConf_absolute_head,error_centered_cosine_mean,200,0.15316132903322585,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,SafeConf_absolute_head,direction_error_rank_target,200,0.15314280143624348,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,model_disagreement,error_centered_pearson_mean,200,0.17921548038700968,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,model_disagreement,error_centered_cosine_mean,200,0.18237155928898224,secondary_post_unseal_frozen_model_no_refit
all_200,Stim48hr,model_disagreement,direction_error_rank_target,200,0.18103856265935314,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,directional_risk_frozen,error_centered_pearson_mean,200,0.10108302707567692,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,directional_risk_frozen,error_centered_cosine_mean,200,0.10184804620115505,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,directional_risk_frozen,direction_error_rank_target,200,0.10235636396105952,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,predicted_magnitude,error_centered_pearson_mean,200,0.1705332633315833,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,predicted_magnitude,error_centered_cosine_mean,200,0.1690572264306608,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,predicted_magnitude,direction_error_rank_target,200,0.17039893257355543,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,SafeConf_absolute_head,error_centered_pearson_mean,200,0.11135528388209706,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,SafeConf_absolute_head,error_centered_cosine_mean,200,0.1118967974199355,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,SafeConf_absolute_head,direction_error_rank_target,200,0.11248624636494366,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,model_disagreement,error_centered_pearson_mean,200,0.1720693017325433,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,model_disagreement,error_centered_cosine_mean,200,0.17091577289432236,secondary_post_unseal_frozen_model_no_refit
all_200,Stim8hr,model_disagreement,direction_error_rank_target,200,0.17190948959720584,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,directional_risk_frozen,error_centered_pearson_mean,160,0.1070725418961678,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,directional_risk_frozen,error_centered_cosine_mean,160,0.10807160435954528,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,directional_risk_frozen,direction_error_rank_target,160,0.10722468329206133,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,predicted_magnitude,error_centered_pearson_mean,160,0.09677721786007266,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,predicted_magnitude,error_centered_cosine_mean,160,0.09766494784952537,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,predicted_magnitude,direction_error_rank_target,160,0.09694242286406793,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,SafeConf_absolute_head,error_centered_pearson_mean,160,0.100709012070784,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,SafeConf_absolute_head,error_centered_cosine_mean,160,0.10161725067385445,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,SafeConf_absolute_head,direction_error_rank_target,160,0.10080541200050026,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,model_disagreement,error_centered_pearson_mean,160,0.100709012070784,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,model_disagreement,error_centered_cosine_mean,160,0.10161725067385445,secondary_post_unseal_frozen_model_no_refit
seen_160,Rest,model_disagreement,direction_error_rank_target,160,0.10080541200050026,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,directional_risk_frozen,error_centered_pearson_mean,160,0.18368979257002224,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,directional_risk_frozen,error_centered_cosine_mean,160,0.18664303293097384,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,directional_risk_frozen,direction_error_rank_target,160,0.1853595652309111,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,predicted_magnitude,error_centered_pearson_mean,160,0.16408062814953708,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,predicted_magnitude,error_centered_cosine_mean,160,0.16716863939997656,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,predicted_magnitude,direction_error_rank_target,160,0.16587316703360466,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,SafeConf_absolute_head,error_centered_pearson_mean,160,0.20255185749443338,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,SafeConf_absolute_head,error_centered_cosine_mean,160,0.20532930973866168,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,SafeConf_absolute_head,direction_error_rank_target,160,0.2039801942706016,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,model_disagreement,error_centered_pearson_mean,160,0.20255185749443338,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,model_disagreement,error_centered_cosine_mean,160,0.20532930973866168,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim48hr,model_disagreement,direction_error_rank_target,160,0.2039801942706016,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,directional_risk_frozen,error_centered_pearson_mean,160,0.19805754131020745,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,directional_risk_frozen,error_centered_cosine_mean,160,0.19644615024024376,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,directional_risk_frozen,direction_error_rank_target,160,0.19786399818507924,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,predicted_magnitude,error_centered_pearson_mean,160,0.1889224188444861,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,predicted_magnitude,error_centered_cosine_mean,160,0.1868598382749326,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,predicted_magnitude,direction_error_rank_target,160,0.18854123865321493,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,SafeConf_absolute_head,error_centered_pearson_mean,160,0.1913453650533224,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,SafeConf_absolute_head,error_centered_cosine_mean,160,0.19053966951834056,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,SafeConf_absolute_head,direction_error_rank_target,160,0.1914725462935764,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,model_disagreement,error_centered_pearson_mean,160,0.1913453650533224,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,model_disagreement,error_centered_cosine_mean,160,0.19053966951834056,secondary_post_unseal_frozen_model_no_refit
seen_160,Stim8hr,model_disagreement,direction_error_rank_target,160,0.1914725462935764,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,directional_risk_frozen,error_centered_pearson_mean,40,0.18649155722326455,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,directional_risk_frozen,error_centered_cosine_mean,40,0.18386491557223267,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,directional_risk_frozen,direction_error_rank_target,40,0.1855621747901889,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,predicted_magnitude,error_centered_pearson_mean,40,0.24221388367729837,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,predicted_magnitude,error_centered_cosine_mean,40,0.23470919324577863,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,predicted_magnitude,direction_error_rank_target,40,0.23969229352322183,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,SafeConf_absolute_head,error_centered_pearson_mean,40,0.08592870544090057,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,SafeConf_absolute_head,error_centered_cosine_mean,40,0.08986866791744841,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,SafeConf_absolute_head,direction_error_rank_target,40,0.08837187495063599,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,model_disagreement,error_centered_pearson_mean,40,0.08592870544090057,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,model_disagreement,error_centered_cosine_mean,40,0.08986866791744841,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Rest,model_disagreement,direction_error_rank_target,40,0.08837187495063599,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,directional_risk_frozen,error_centered_pearson_mean,40,0.1703564727954972,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,directional_risk_frozen,error_centered_cosine_mean,40,0.1703564727954972,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,directional_risk_frozen,direction_error_rank_target,40,0.1703564727954972,secondary_post_unseal_frozen_model_no_refit
column_unseen_40_descriptive,Stim48hr,predicted_magnitude,error_centered_pearson_mean,40,0.1981238273921201,secondary_post_unseal_frozen_model_no_refit
