panel_id,support,architecture,seed,best_epoch,best_validation_mse,pretrained_tensors,model_key,n_query_predictions,n_unique_vectors_at_1e-6,max_coordinate_std,all_finite,query_graphs_containing_y,n_go_edges,n_coexpression_edges
H03,1,scGPT,3407,5,0.016683168142386105,129.0,scGPT_seed3407,840,840,0.027199026197195053,True,0,,
H03,1,GEARS,3407,7,0.018442130445138268,,GEARS_seed3407,840,821,0.1918068677186966,True,0,1454.0,4877.0
H03,1,scGPT,3408,6,0.016641501721966524,129.0,scGPT_seed3408,840,840,0.017385447397828102,True,0,,
H03,1,GEARS,3408,6,0.01763974559371886,,GEARS_seed3408,840,812,0.17608800530433655,True,0,1454.0,4877.0
H03,1,scGPT,3409,7,0.01663954606603669,129.0,scGPT_seed3409,840,840,0.021235419437289238,True,0,,
H03,1,GEARS,3409,6,0.018566108551686226,,GEARS_seed3409,840,826,0.15059709548950195,True,0,1454.0,4877.0
