culture_condition,stratum,n_tasks,spearman_3407_3408,spearman_3407_3409,spearman_3408_3409,median_pairwise_spearman,kendall_w,bootstrap_valid,bootstrap_ci95_lower,bootstrap_ci95_upper,passed
Rest,all_200,200,0.76865371634290869,0.8683162079051977,0.80529213230330765,0.80529213230330765,0.87605823478920308,2000,0.74033985742885522,0.85454184456744386,True
Rest,seen_160,160,0.61918727294034925,0.78238896050626972,0.65715164654869329,0.65715164654869329,0.79082841777673607,2000,0.55692459310252629,0.75098722471756707,True
Stim8hr,all_200,200,0.74149103727593202,0.8550498762469062,0.77411385284632128,0.77411385284632128,0.8601455036375909,2000,0.69536048122703409,0.83090833876439729,True
Stim8hr,seen_160,160,0.56909058947615132,0.75881870385561934,0.59741884448611271,0.59741884448611271,0.76118403062619633,2000,0.48838192925888041,0.71028872420831135,True
Stim48hr,all_200,200,0.73929948248706234,0.84708017700442528,0.77988449711242791,0.77988449711242791,0.85916981257864777,2000,0.70943665353737539,0.83489921119179999,True
Stim48hr,seen_160,160,0.56736200632837219,0.74522735263096207,0.60902086018985113,0.60902086018985113,0.76035782647759675,2000,0.50949103374118143,0.71883520403759671,True
