seed,model,best_epoch,best_validation_mse,pretrained_tensors,n_go_edges,n_coexpression_edges
3407,scGPT,1,0.021711365568141142,129,,
3407,GEARS,2,0.021480809338390826,,1416,4801
3408,scGPT,6,0.02170543628744781,129,,
3408,GEARS,6,0.021418334947278104,,1416,4801
3409,scGPT,7,0.021705547533929347,129,,
3409,GEARS,1,0.02138482693893214,,1416,4801
