culture_condition,stratum,n_tasks,all_finite,n_levels,std,passed
Rest,all_200,200,True,200,1.113381947890955,True
Rest,seen_160,160,True,160,0.95133596504953655,True
Stim8hr,all_200,200,True,200,1.0616675983601724,True
Stim8hr,seen_160,160,True,160,0.89260595937010545,True
Stim48hr,all_200,200,True,200,1.0472284169496444,True
Stim48hr,seen_160,160,True,160,0.88059511769015819,True
