culture_condition,predictor_name,n_tasks,all_finite,n_unique_vectors,max_repeat_fraction,max_coordinate_std,passed
Rest,scGPT_seed3407,200,True,200,0.0050000000000000001,6.7282867783078154e-05,True
Rest,scGPT_seed3408,200,True,200,0.0050000000000000001,0.0011409669186287067,True
Rest,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00062562641326345308,True
Rest,GEARS_seed3407,200,True,200,0.0050000000000000001,0.11511558505700058,True
Rest,GEARS_seed3408,200,True,200,0.0050000000000000001,0.1447123252497956,True
Rest,GEARS_seed3409,200,True,200,0.0050000000000000001,0.063775721593662432,True
Rest,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00037977898463840444,True
Rest,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.083954844510779406,True
Stim8hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00013292121721621941,True
Stim8hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00080083703550625537,True
Stim8hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00080201199555367058,True
Stim8hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.11516582155158012,True
Stim8hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.14470476408728311,True
Stim8hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.063685542158331457,True
Stim8hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00027814521097182257,True
Stim8hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.083941095461270404,True
Stim48hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00016614384556740795,True
Stim48hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00094573074890088248,True
Stim48hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00075605928428311279,True
Stim48hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.11511558700942345,True
Stim48hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.14471232539697393,True
Stim48hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.063775725739323302,True
Stim48hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00031506468859607924,True
Stim48hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.083954844616429547,True
