stratum,culture_condition,safeconf_aurc,magnitude_aurc,delta_magnitude_minus_safeconf
all_200,Rest,0.11870944312455595,0.11901002324918339,0.00030058012462744199
all_200,Stim8hr,0.12251781287497082,0.125491385997022,0.0029735731220511818
all_200,Stim48hr,0.121495083023412,0.12140252259350455,-9.2560429907448394e-05
seen_160,Rest,0.11857352621773019,0.12087726220095854,0.0023037359832283472
seen_160,Stim8hr,0.12198115827088327,0.12319632441570201,0.001215166144818744
seen_160,Stim48hr,0.12079444375773943,0.12341047768687569,0.0026160339291362578
column_unseen_40_descriptive,Rest,0.11499549853881424,0.11044522105576593,-0.004550277483048315
column_unseen_40_descriptive,Stim8hr,0.12742023721085607,0.12530498220078148,-0.0021152550100745904
column_unseen_40_descriptive,Stim48hr,0.11341156305369499,0.11148776641726839,-0.0019237966364265974
