culture_condition,stratum,score_name,coverage,selected_k,risk_tie_average,risk_best_legal_tie_order,risk_worst_legal_tie_order
Rest,all_200,context_only,0.60000000000000009,121,0.12092824654229978,0.085094664111346155,0.15013522749894184
Rest,all_200,context_only,0.65000000000000002,130,0.12092824654229979,0.087126831178481995,0.14599245129807054
Rest,all_200,context_only,0.69999999999999996,140,0.12092824654229979,0.089492697999482576,0.14179572463319517
Rest,all_200,context_only,0.75,150,0.12092824654229979,0.092048997850666697,0.13781430078229964
Rest,all_200,context_only,0.80000000000000004,160,0.12092824654229979,0.095186955906223059,0.13412016769820828
Rest,all_200,context_only,0.85000000000000009,171,0.12092824654229978,0.099474326989644243,0.13025460548968734
Rest,all_200,context_only,0.90000000000000013,181,0.12092824654229978,0.10443689161192116,0.12695198155558357
Rest,all_200,context_only,0.94999999999999996,190,0.12092824654229979,0.1101598884199068,0.12413269325046945
Rest,all_200,context_only,1,200,0.12092824654229979,0.12092824654229979,0.12092824654229979
Rest,seen_160,SafeConf,0.20000000000000001,32,0.1162393425681057,0.1162393425681057,0.1162393425681057
Rest,seen_160,SafeConf,0.25,40,0.11217641200331079,0.11217641200331079,0.11217641200331079
Rest,seen_160,SafeConf,0.30000000000000004,49,0.10956040540743882,0.10956040540743882,0.10956040540743882
Rest,seen_160,SafeConf,0.35000000000000003,57,0.11161960916563361,0.11161960916563361,0.11161960916563361
Rest,seen_160,SafeConf,0.40000000000000002,64,0.11352309402345678,0.11352309402345678,0.11352309402345678
Rest,seen_160,SafeConf,0.45000000000000001,72,0.12327909531985916,0.12327909531985916,0.12327909531985916
Rest,seen_160,SafeConf,0.5,80,0.12286920561671535,0.12286920561671535,0.12286920561671535
Rest,seen_160,SafeConf,0.55000000000000004,88,0.12438126589611698,0.12438126589611698,0.12438126589611698
Rest,seen_160,SafeConf,0.60000000000000009,97,0.12159090414090759,0.12159090414090759,0.12159090414090759
Rest,seen_160,SafeConf,0.65000000000000002,104,0.12108218146364848,0.12108218146364848,0.12108218146364848
Rest,seen_160,SafeConf,0.69999999999999996,112,0.11936714820750548,0.11936714820750548,0.11936714820750548
Rest,seen_160,SafeConf,0.75,120,0.120281021349834,0.120281021349834,0.120281021349834
Rest,seen_160,SafeConf,0.80000000000000004,128,0.11911714907097018,0.11911714907097018,0.11911714907097018
Rest,seen_160,SafeConf,0.85000000000000009,136,0.1198433516443289,0.1198433516443289,0.1198433516443289
Rest,seen_160,SafeConf,0.90000000000000013,145,0.11873392633577584,0.11873392633577584,0.11873392633577584
Rest,seen_160,SafeConf,0.94999999999999996,152,0.12081931879632317,0.12081931879632317,0.12081931879632317
Rest,seen_160,SafeConf,1,160,0.12162531951561009,0.12162531951561009,0.12162531951561009
Rest,seen_160,magnitude,0.20000000000000001,32,0.12831115271234037,0.12831115271234037,0.12831115271234037
Rest,seen_160,magnitude,0.25,40,0.12071014639475811,0.12071014639475811,0.12071014639475811
Rest,seen_160,magnitude,0.30000000000000004,49,0.11904325216969362,0.11904325216969362,0.11904325216969362
Rest,seen_160,magnitude,0.35000000000000003,57,0.12307402860588036,0.12307402860588036,0.12307402860588036
Rest,seen_160,magnitude,0.40000000000000002,64,0.12507326009509184,0.12507326009509184,0.12507326009509184
Rest,seen_160,magnitude,0.45000000000000001,72,0.12076898162002686,0.12076898162002686,0.12076898162002686
Rest,seen_160,magnitude,0.5,80,0.11987019028730195,0.11987019028730195,0.11987019028730195
Rest,seen_160,magnitude,0.55000000000000004,88,0.12064436698166335,0.12064436698166335,0.12064436698166335
Rest,seen_160,magnitude,0.60000000000000009,97,0.1233447590065254,0.1233447590065254,0.1233447590065254
Rest,seen_160,magnitude,0.65000000000000002,104,0.12179804860773363,0.12179804860773363,0.12179804860773363
Rest,seen_160,magnitude,0.69999999999999996,112,0.12011072183065183,0.12011072183065183,0.12011072183065183
Rest,seen_160,magnitude,0.75,120,0.11882192487611348,0.11882192487611348,0.11882192487611348
Rest,seen_160,magnitude,0.80000000000000004,128,0.11847268482907182,0.11847268482907182,0.11847268482907182
Rest,seen_160,magnitude,0.85000000000000009,136,0.11761797166162705,0.11761797166162705,0.11761797166162705
Rest,seen_160,magnitude,0.90000000000000013,145,0.11889830333889932,0.11889830333889932,0.11889830333889932
Rest,seen_160,magnitude,0.94999999999999996,152,0.12081931879632316,0.12081931879632316,0.12081931879632316
Rest,seen_160,magnitude,1,160,0.12162531951561009,0.12162531951561009,0.12162531951561009
Rest,seen_160,disagreement_only,0.20000000000000001,32,0.1162393425681057,0.1162393425681057,0.1162393425681057
Rest,seen_160,disagreement_only,0.25,40,0.11217641200331079,0.11217641200331079,0.11217641200331079
Rest,seen_160,disagreement_only,0.30000000000000004,49,0.10956040540743882,0.10956040540743882,0.10956040540743882
Rest,seen_160,disagreement_only,0.35000000000000003,57,0.11161960916563361,0.11161960916563361,0.11161960916563361
Rest,seen_160,disagreement_only,0.40000000000000002,64,0.11352309402345678,0.11352309402345678,0.11352309402345678
Rest,seen_160,disagreement_only,0.45000000000000001,72,0.12327909531985916,0.12327909531985916,0.12327909531985916
Rest,seen_160,disagreement_only,0.5,80,0.12286920561671535,0.12286920561671535,0.12286920561671535
Rest,seen_160,disagreement_only,0.55000000000000004,88,0.12438126589611698,0.12438126589611698,0.12438126589611698
Rest,seen_160,disagreement_only,0.60000000000000009,97,0.12159090414090759,0.12159090414090759,0.12159090414090759
Rest,seen_160,disagreement_only,0.65000000000000002,104,0.12108218146364848,0.12108218146364848,0.12108218146364848
Rest,seen_160,disagreement_only,0.69999999999999996,112,0.11936714820750548,0.11936714820750548,0.11936714820750548
Rest,seen_160,disagreement_only,0.75,120,0.120281021349834,0.120281021349834,0.120281021349834
Rest,seen_160,disagreement_only,0.80000000000000004,128,0.11911714907097018,0.11911714907097018,0.11911714907097018
Rest,seen_160,disagreement_only,0.85000000000000009,136,0.1198433516443289,0.1198433516443289,0.1198433516443289
Rest,seen_160,disagreement_only,0.90000000000000013,145,0.11873392633577584,0.11873392633577584,0.11873392633577584
Rest,seen_160,disagreement_only,0.94999999999999996,152,0.12081931879632317,0.12081931879632317,0.12081931879632317
Rest,seen_160,disagreement_only,1,160,0.12162531951561009,0.12162531951561009,0.12162531951561009
Rest,seen_160,support_only,0.20000000000000001,32,0.12162531951561009,0.068243096227612987,0.23120415527365423
Rest,seen_160,support_only,0.25,40,0.12162531951561009,0.070182722907931219,0.21284596455896354
Rest,seen_160,support_only,0.30000000000000004,49,0.12162531951561009,0.072241012963555715,0.19662324589702526
Rest,seen_160,support_only,0.35000000000000003,57,0.12162531951561008,0.074166673556273863,0.18575441760181932
Rest,seen_160,support_only,0.40000000000000002,64,0.12162531951561009,0.075825672915230735,0.17771844598448394
Rest,seen_160,support_only,0.45000000000000001,72,0.12162531951561009,0.07781062365670427,0.16996344044241196
Rest,seen_160,support_only,0.5,80,0.12162531951561009,0.079962120762525221,0.16328851826869495
Rest,seen_160,support_only,0.55000000000000004,88,0.12162531951561011,0.082075947848226707,0.15747370703653304
Rest,seen_160,support_only,0.60000000000000009,97,0.12162531951561008,0.084496454170485374,0.15151545623426169
Rest,seen_160,support_only,0.65000000000000002,104,0.12162531951561009,0.086437895149528071,0.14731576058907492
Rest,seen_160,support_only,0.69999999999999996,112,0.12162531951561008,0.088806173985805592,0.14288875564871686
Rest,seen_160,support_only,0.75,120,0.12162531951561008,0.091218437834492266,0.13877285171816969
Rest,seen_160,support_only,0.80000000000000004,128,0.12162531951561009,0.09423061057609905,0.13497087533760938
Rest,seen_160,support_only,0.85000000000000009,136,0.12162531951561008,0.098456640654181041,0.13139753629565543
Rest,seen_160,support_only,0.90000000000000013,145,0.12162531951561008,0.10460804529668699,0.12765148841086285
Rest,seen_160,support_only,0.94999999999999996,152,0.12162531951561008,0.11083841645080421,0.1248702822679026
Rest,seen_160,support_only,1,160,0.12162531951561009,0.12162531951561009,0.12162531951561009
Rest,seen_160,context_only,0.20000000000000001,32,0.12162531951561009,0.068243096227612987,0.23120415527365423
Rest,seen_160,context_only,0.25,40,0.12162531951561009,0.070182722907931219,0.21284596455896354
Rest,seen_160,context_only,0.30000000000000004,49,0.12162531951561009,0.072241012963555715,0.19662324589702526
Rest,seen_160,context_only,0.35000000000000003,57,0.12162531951561008,0.074166673556273863,0.18575441760181932
Rest,seen_160,context_only,0.40000000000000002,64,0.12162531951561009,0.075825672915230735,0.17771844598448394
Rest,seen_160,context_only,0.45000000000000001,72,0.12162531951561009,0.07781062365670427,0.16996344044241196
Rest,seen_160,context_only,0.5,80,0.12162531951561009,0.079962120762525221,0.16328851826869495
Rest,seen_160,context_only,0.55000000000000004,88,0.12162531951561011,0.082075947848226707,0.15747370703653304
Rest,seen_160,context_only,0.60000000000000009,97,0.12162531951561008,0.084496454170485374,0.15151545623426169
Rest,seen_160,context_only,0.65000000000000002,104,0.12162531951561009,0.086437895149528071,0.14731576058907492
Rest,seen_160,context_only,0.69999999999999996,112,0.12162531951561008,0.088806173985805592,0.14288875564871686
Rest,seen_160,context_only,0.75,120,0.12162531951561008,0.091218437834492266,0.13877285171816969
Rest,seen_160,context_only,0.80000000000000004,128,0.12162531951561009,0.09423061057609905,0.13497087533760938
Rest,seen_160,context_only,0.85000000000000009,136,0.12162531951561008,0.098456640654181041,0.13139753629565543
Rest,seen_160,context_only,0.90000000000000013,145,0.12162531951561008,0.10460804529668699,0.12765148841086285
Rest,seen_160,context_only,0.94999999999999996,152,0.12162531951561008,0.11083841645080421,0.1248702822679026
Rest,seen_160,context_only,1,160,0.12162531951561009,0.12162531951561009,0.12162531951561009
Rest,column_unseen_40_descriptive,SafeConf,0.20000000000000001,8,0.11626005116405246,0.11626005116405246,0.11626005116405246
Rest,column_unseen_40_descriptive,SafeConf,0.25,10,0.11175930132757632,0.11175930132757632,0.11175930132757632
Rest,column_unseen_40_descriptive,SafeConf,0.30000000000000004,13,0.11083262921432083,0.11083262921432083,0.11083262921432083
Rest,column_unseen_40_descriptive,SafeConf,0.35000000000000003,15,0.11148949680895286,0.11148949680895286,0.11148949680895286
Rest,column_unseen_40_descriptive,SafeConf,0.40000000000000002,16,0.11044861695632816,0.11044861695632816,0.11044861695632816
Rest,column_unseen_40_descriptive,SafeConf,0.45000000000000001,18,0.11111553461890722,0.11111553461890722,0.11111553461890722
Rest,column_unseen_40_descriptive,SafeConf,0.5,20,0.11231841305386644,0.11231841305386644,0.11231841305386644
Rest,column_unseen_40_descriptive,SafeConf,0.55000000000000004,22,0.11027064055824266,0.11027064055824266,0.11027064055824266
Rest,column_unseen_40_descriptive,SafeConf,0.60000000000000009,25,0.11827034987176287,0.11827034987176287,0.11827034987176287
Rest,column_unseen_40_descriptive,SafeConf,0.65000000000000002,26,0.11956539489127335,0.11956539489127335,0.11956539489127335
Rest,column_unseen_40_descriptive,SafeConf,0.69999999999999996,28,0.12161485412210978,0.12161485412210978,0.12161485412210978
Rest,column_unseen_40_descriptive,SafeConf,0.75,30,0.12006075978762661,0.12006075978762661,0.12006075978762661
Rest,column_unseen_40_descriptive,SafeConf,0.80000000000000004,32,0.11800521565852556,0.11800521565852556,0.11800521565852556
Rest,column_unseen_40_descriptive,SafeConf,0.85000000000000009,34,0.11663109447566371,0.11663109447566371,0.11663109447566371
Rest,column_unseen_40_descriptive,SafeConf,0.90000000000000013,37,0.11516285652630703,0.11516285652630703,0.11516285652630703
Rest,column_unseen_40_descriptive,SafeConf,0.94999999999999996,38,0.11518281584300886,0.11518281584300886,0.11518281584300886
Rest,column_unseen_40_descriptive,SafeConf,1,40,0.11813995464905869,0.11813995464905869,0.11813995464905869
Rest,column_unseen_40_descriptive,magnitude,0.20000000000000001,8,0.1015782081125414,0.1015782081125414,0.1015782081125414
Rest,column_unseen_40_descriptive,magnitude,0.25,10,0.10442202090512812,0.10442202090512812,0.10442202090512812
Rest,column_unseen_40_descriptive,magnitude,0.30000000000000004,13,0.11184108666820552,0.11184108666820552,0.11184108666820552
Rest,column_unseen_40_descriptive,magnitude,0.35000000000000003,15,0.10855188227537944,0.10855188227537944,0.10855188227537944
Rest,column_unseen_40_descriptive,magnitude,0.40000000000000002,16,0.11126373465685792,0.11126373465685792,0.11126373465685792
Rest,column_unseen_40_descriptive,magnitude,0.45000000000000001,18,0.10853329028804992,0.10853329028804992,0.10853329028804992
Rest,column_unseen_40_descriptive,magnitude,0.5,20,0.10442806697959943,0.10442806697959943,0.10442806697959943
Rest,column_unseen_40_descriptive,magnitude,0.55000000000000004,22,0.10471178546909155,0.10471178546909155,0.10471178546909155
Rest,column_unseen_40_descriptive,magnitude,0.60000000000000009,25,0.10675743406043628,0.10675743406043628,0.10675743406043628
Rest,column_unseen_40_descriptive,magnitude,0.65000000000000002,26,0.10612575596008381,0.10612575596008381,0.10612575596008381
Rest,column_unseen_40_descriptive,magnitude,0.69999999999999996,28,0.10747059043175998,0.10747059043175998,0.10747059043175998
Rest,column_unseen_40_descriptive,magnitude,0.75,30,0.11630726609313032,0.11630726609313032,0.11630726609313032
Rest,column_unseen_40_descriptive,magnitude,0.80000000000000004,32,0.11568230446764299,0.11568230446764299,0.11568230446764299
Rest,column_unseen_40_descriptive,magnitude,0.85000000000000009,34,0.11500047683778364,0.11500047683778364,0.11500047683778364
Rest,column_unseen_40_descriptive,magnitude,0.90000000000000013,37,0.11836708835286758,0.11836708835286758,0.11836708835286758
Rest,column_unseen_40_descriptive,magnitude,0.94999999999999996,38,0.11780167206543843,0.11780167206543843,0.11780167206543843
Rest,column_unseen_40_descriptive,magnitude,1,40,0.11813995464905869,0.11813995464905869,0.11813995464905869
Rest,column_unseen_40_descriptive,disagreement_only,0.20000000000000001,8,0.11626005116405246,0.11626005116405246,0.11626005116405246
Rest,column_unseen_40_descriptive,disagreement_only,0.25,10,0.11175930132757632,0.11175930132757632,0.11175930132757632
Rest,column_unseen_40_descriptive,disagreement_only,0.30000000000000004,13,0.11083262921432083,0.11083262921432083,0.11083262921432083
Rest,column_unseen_40_descriptive,disagreement_only,0.35000000000000003,15,0.11148949680895286,0.11148949680895286,0.11148949680895286
Rest,column_unseen_40_descriptive,disagreement_only,0.40000000000000002,16,0.11044861695632816,0.11044861695632816,0.11044861695632816
Rest,column_unseen_40_descriptive,disagreement_only,0.45000000000000001,18,0.11111553461890722,0.11111553461890722,0.11111553461890722
Rest,column_unseen_40_descriptive,disagreement_only,0.5,20,0.11231841305386644,0.11231841305386644,0.11231841305386644
Rest,column_unseen_40_descriptive,disagreement_only,0.55000000000000004,22,0.11027064055824266,0.11027064055824266,0.11027064055824266
Rest,column_unseen_40_descriptive,disagreement_only,0.60000000000000009,25,0.11827034987176287,0.11827034987176287,0.11827034987176287
Rest,column_unseen_40_descriptive,disagreement_only,0.65000000000000002,26,0.11956539489127335,0.11956539489127335,0.11956539489127335
Rest,column_unseen_40_descriptive,disagreement_only,0.69999999999999996,28,0.12161485412210978,0.12161485412210978,0.12161485412210978
Rest,column_unseen_40_descriptive,disagreement_only,0.75,30,0.12006075978762661,0.12006075978762661,0.12006075978762661
Rest,column_unseen_40_descriptive,disagreement_only,0.80000000000000004,32,0.11800521565852556,0.11800521565852556,0.11800521565852556
Rest,column_unseen_40_descriptive,disagreement_only,0.85000000000000009,34,0.11663109447566371,0.11663109447566371,0.11663109447566371
Rest,column_unseen_40_descriptive,disagreement_only,0.90000000000000013,37,0.11516285652630703,0.11516285652630703,0.11516285652630703
Rest,column_unseen_40_descriptive,disagreement_only,0.94999999999999996,38,0.11518281584300886,0.11518281584300886,0.11518281584300886
Rest,column_unseen_40_descriptive,disagreement_only,1,40,0.11813995464905869,0.11813995464905869,0.11813995464905869
Rest,column_unseen_40_descriptive,support_only,0.20000000000000001,8,0.11813995464905869,0.068140686556228319,0.19424842573487028
Rest,column_unseen_40_descriptive,support_only,0.25,10,0.11813995464905869,0.071245612030784833,0.1852442483634078
Rest,column_unseen_40_descriptive,support_only,0.30000000000000004,13,0.11813995464905869,0.07578329365181094,0.17428003789475335
Rest,column_unseen_40_descriptive,support_only,0.35000000000000003,15,0.11813995464905869,0.078283273646314974,0.16709374670277402
Rest,column_unseen_40_descriptive,support_only,0.40000000000000002,16,0.11813995464905869,0.079317995033951927,0.16389546944391159
Rest,column_unseen_40_descriptive,support_only,0.45000000000000001,18,0.11813995464905869,0.08130420602522434,0.15819400502883274
Rest,column_unseen_40_descriptive,support_only,0.5,20,0.11813995464905869,0.083304021217236665,0.1529758880808807
Rest,column_unseen_40_descriptive,support_only,0.55000000000000004,22,0.11813995464905869,0.085368458883788967,0.14827829443219584
Rest,column_unseen_40_descriptive,support_only,0.60000000000000009,25,0.11813995464905869,0.088767679416829462,0.14205396325070491
Rest,column_unseen_40_descriptive,support_only,0.65000000000000002,26,0.11813995464905869,0.089882575294297704,0.14023786540132999
Rest,column_unseen_40_descriptive,support_only,0.69999999999999996,28,0.11813995464905869,0.092641765971372414,0.13684414089811467
Rest,column_unseen_40_descriptive,support_only,0.75,30,0.11813995464905869,0.095771856744275616,0.1337714021884833
Rest,column_unseen_40_descriptive,support_only,0.80000000000000004,32,0.11813995464905869,0.099112836877605776,0.13063977167226626
Rest,column_unseen_40_descriptive,support_only,0.85000000000000009,34,0.11813995464905869,0.10239948884657177,0.12732462936677386
Rest,column_unseen_40_descriptive,support_only,0.90000000000000013,37,0.11813995464905869,0.10744321426936812,0.12263582110734231
Rest,column_unseen_40_descriptive,support_only,0.94999999999999996,38,0.11813995464905869,0.1093754124359784,0.12116579366139661
Rest,column_unseen_40_descriptive,support_only,1,40,0.11813995464905869,0.11813995464905869,0.11813995464905869
Rest,column_unseen_40_descriptive,context_only,0.20000000000000001,8,0.11813995464905869,0.068140686556228319,0.19424842573487028
Rest,column_unseen_40_descriptive,context_only,0.25,10,0.11813995464905869,0.071245612030784833,0.1852442483634078
Rest,column_unseen_40_descriptive,context_only,0.30000000000000004,13,0.11813995464905869,0.07578329365181094,0.17428003789475335
Rest,column_unseen_40_descriptive,context_only,0.35000000000000003,15,0.11813995464905869,0.078283273646314974,0.16709374670277402
Rest,column_unseen_40_descriptive,context_only,0.40000000000000002,16,0.11813995464905869,0.079317995033951927,0.16389546944391159
Rest,column_unseen_40_descriptive,context_only,0.45000000000000001,18,0.11813995464905869,0.08130420602522434,0.15819400502883274
Rest,column_unseen_40_descriptive,context_only,0.5,20,0.11813995464905869,0.083304021217236665,0.1529758880808807
Rest,column_unseen_40_descriptive,context_only,0.55000000000000004,22,0.11813995464905869,0.085368458883788967,0.14827829443219584
Rest,column_unseen_40_descriptive,context_only,0.60000000000000009,25,0.11813995464905869,0.088767679416829462,0.14205396325070491
Rest,column_unseen_40_descriptive,context_only,0.65000000000000002,26,0.11813995464905869,0.089882575294297704,0.14023786540132999
Rest,column_unseen_40_descriptive,context_only,0.69999999999999996,28,0.11813995464905869,0.092641765971372414,0.13684414089811467
Rest,column_unseen_40_descriptive,context_only,0.75,30,0.11813995464905869,0.095771856744275616,0.1337714021884833
Rest,column_unseen_40_descriptive,context_only,0.80000000000000004,32,0.11813995464905869,0.099112836877605776,0.13063977167226626
Rest,column_unseen_40_descriptive,context_only,0.85000000000000009,34,0.11813995464905869,0.10239948884657177,0.12732462936677386
Rest,column_unseen_40_descriptive,context_only,0.90000000000000013,37,0.11813995464905869,0.10744321426936812,0.12263582110734231
Rest,column_unseen_40_descriptive,context_only,0.94999999999999996,38,0.11813995464905869,0.1093754124359784,0.12116579366139661
Rest,column_unseen_40_descriptive,context_only,1,40,0.11813995464905869,0.11813995464905869,0.11813995464905869
Stim8hr,all_200,SafeConf,0.20000000000000001,40,0.11973715952936373,0.11973715952936373,0.11973715952936373
Stim8hr,all_200,SafeConf,0.25,50,0.11898921639900763,0.11898921639900763,0.11898921639900763
Stim8hr,all_200,SafeConf,0.30000000000000004,61,0.11979235676897908,0.11979235676897908,0.11979235676897908
Stim8hr,all_200,SafeConf,0.35000000000000003,70,0.12053805610448155,0.12053805610448155,0.12053805610448155
Stim8hr,all_200,SafeConf,0.40000000000000002,80,0.12282171601592395,0.12282171601592395,0.12282171601592395
Stim8hr,all_200,SafeConf,0.45000000000000001,90,0.1206955268940212,0.1206955268940212,0.1206955268940212
Stim8hr,all_200,SafeConf,0.5,100,0.1222434400981617,0.1222434400981617,0.1222434400981617
Stim8hr,all_200,SafeConf,0.55000000000000004,111,0.12131729206877961,0.12131729206877961,0.12131729206877961
Stim8hr,all_200,SafeConf,0.60000000000000009,121,0.1228208124363879,0.1228208124363879,0.1228208124363879
Stim8hr,all_200,SafeConf,0.65000000000000002,130,0.12316216516241071,0.12316216516241071,0.12316216516241071
Stim8hr,all_200,SafeConf,0.69999999999999996,140,0.12225041925789373,0.12225041925789373,0.12225041925789373
Stim8hr,all_200,SafeConf,0.75,150,0.12252439990043615,0.12252439990043615,0.12252439990043615
Stim8hr,all_200,SafeConf,0.80000000000000004,160,0.12254425949466197,0.12254425949466197,0.12254425949466197
Stim8hr,all_200,SafeConf,0.85000000000000009,171,0.12465804427426674,0.12465804427426674,0.12465804427426674
Stim8hr,all_200,SafeConf,0.90000000000000013,181,0.12528573653468633,0.12528573653468633,0.12528573653468633
Stim8hr,all_200,SafeConf,0.94999999999999996,190,0.12667629643123338,0.12667629643123338,0.12667629643123338
Stim8hr,all_200,SafeConf,1,200,0.12819337678703982,0.12819337678703982,0.12819337678703982
Stim8hr,all_200,magnitude,0.20000000000000001,40,0.13133321061172093,0.13133321061172093,0.13133321061172093
Stim8hr,all_200,magnitude,0.25,50,0.12857487253488803,0.12857487253488803,0.12857487253488803
Stim8hr,all_200,magnitude,0.30000000000000004,61,0.12395758924705472,0.12395758924705472,0.12395758924705472
Stim8hr,all_200,magnitude,0.35000000000000003,70,0.1221568394571981,0.1221568394571981,0.1221568394571981
Stim8hr,all_200,magnitude,0.40000000000000002,80,0.12172890256385201,0.12172890256385201,0.12172890256385201
Stim8hr,all_200,magnitude,0.45000000000000001,90,0.12220202502322437,0.12220202502322437,0.12220202502322437
Stim8hr,all_200,magnitude,0.5,100,0.12457130382025045,0.12457130382025045,0.12457130382025045
Stim8hr,all_200,magnitude,0.55000000000000004,111,0.12300919182706335,0.12300919182706335,0.12300919182706335
Stim8hr,all_200,magnitude,0.60000000000000009,121,0.12381973281595203,0.12381973281595203,0.12381973281595203
Stim8hr,all_200,magnitude,0.65000000000000002,130,0.12667371909967176,0.12667371909967176,0.12667371909967176
Stim8hr,all_200,magnitude,0.69999999999999996,140,0.12715187054601856,0.12715187054601856,0.12715187054601856
Stim8hr,all_200,magnitude,0.75,150,0.12645505936473792,0.12645505936473792,0.12645505936473792
Stim8hr,all_200,magnitude,0.80000000000000004,160,0.12664885390491001,0.12664885390491001,0.12664885390491001
Stim8hr,all_200,magnitude,0.85000000000000009,171,0.12583403209555685,0.12583403209555685,0.12583403209555685
Stim8hr,all_200,magnitude,0.90000000000000013,181,0.12628589068583579,0.12628589068583579,0.12628589068583579
Stim8hr,all_200,magnitude,0.94999999999999996,190,0.12902899926675812,0.12902899926675812,0.12902899926675812
Stim8hr,all_200,magnitude,1,200,0.12819337678703982,0.12819337678703982,0.12819337678703982
Stim8hr,all_200,disagreement_only,0.20000000000000001,40,0.1216222288513608,0.1216222288513608,0.1216222288513608
Stim8hr,all_200,disagreement_only,0.25,50,0.1257426307874715,0.1257426307874715,0.1257426307874715
Stim8hr,all_200,disagreement_only,0.30000000000000004,61,0.12409373498745777,0.12409373498745777,0.12409373498745777
Stim8hr,all_200,disagreement_only,0.35000000000000003,70,0.12591120068614847,0.12591120068614847,0.12591120068614847
Stim8hr,all_200,disagreement_only,0.40000000000000002,80,0.12604465304621931,0.12604465304621931,0.12604465304621931
Stim8hr,all_200,disagreement_only,0.45000000000000001,90,0.12439419059376786,0.12439419059376786,0.12439419059376786
Stim8hr,all_200,disagreement_only,0.5,100,0.12395361622007658,0.12395361622007658,0.12395361622007658
Stim8hr,all_200,disagreement_only,0.55000000000000004,111,0.12520790003548768,0.12520790003548768,0.12520790003548768
Stim8hr,all_200,disagreement_only,0.60000000000000009,121,0.1243202405910583,0.1243202405910583,0.1243202405910583
Stim8hr,all_200,disagreement_only,0.65000000000000002,130,0.12348945189522773,0.12348945189522773,0.12348945189522773
Stim8hr,all_200,disagreement_only,0.69999999999999996,140,0.12685846093299094,0.12685846093299094,0.12685846093299094
Stim8hr,all_200,disagreement_only,0.75,150,0.12592157918613464,0.12592157918613464,0.12592157918613464
Stim8hr,all_200,disagreement_only,0.80000000000000004,160,0.1267708485193037,0.1267708485193037,0.1267708485193037
Stim8hr,all_200,disagreement_only,0.85000000000000009,171,0.12657497696165881,0.12657497696165881,0.12657497696165881
Stim8hr,all_200,disagreement_only,0.90000000000000013,181,0.12608273207570408,0.12608273207570408,0.12608273207570408
Stim8hr,all_200,disagreement_only,0.94999999999999996,190,0.12822704710855518,0.12822704710855518,0.12822704710855518
Stim8hr,all_200,disagreement_only,1,200,0.12819337678703982,0.12819337678703982,0.12819337678703982
Stim8hr,all_200,support_only,0.20000000000000001,40,0.12578801328938508,0.08452211045875084,0.19078354994467367
Stim8hr,all_200,support_only,0.25,50,0.12578801328938508,0.087046153435380802,0.17868834304258718
Stim8hr,all_200,support_only,0.30000000000000004,61,0.12578801328938508,0.089982753723293618,0.16888443382666435
Stim8hr,all_200,support_only,0.35000000000000003,70,0.12578801328938508,0.092212178397245645,0.162644422400017
Stim8hr,all_200,support_only,0.40000000000000002,80,0.12578801328938508,0.094686309180849193,0.15688971739792096
Stim8hr,all_200,support_only,0.45000000000000001,90,0.12578801328938508,0.097121917314449108,0.15190255153882687
Stim8hr,all_200,support_only,0.5,100,0.12578801328938508,0.099465696219063135,0.14742481691287787
Stim8hr,all_200,support_only,0.55000000000000004,111,0.12578801328938505,0.1019684382661705,0.1430086290355613
Stim8hr,all_200,support_only,0.60000000000000009,121,0.12578801328938505,0.10438385359255428,0.1391673999603466
Stim8hr,all_200,support_only,0.65000000000000002,130,0.12578801328938508,0.10719081915896528,0.13597061091021292
Stim8hr,all_200,support_only,0.69999999999999996,140,0.12578801328938508,0.11085512593337672,0.13259867440339573
Stim8hr,all_200,support_only,0.75,150,0.12578801328938505,0.11585232049868303,0.12927237133685612
Stim8hr,all_200,support_only,0.80000000000000004,160,0.12578801328938508,0.12578801328938508,0.12578801328938508
Stim8hr,all_200,support_only,0.85000000000000009,171,0.12656166821553133,0.12304322154970414,0.13302247023063754
Stim8hr,all_200,support_only,0.90000000000000013,181,0.12718338990404668,0.12169229190131466,0.1323470632797728
Stim8hr,all_200,support_only,0.94999999999999996,190,0.12768698447174409,0.12195234586296382,0.13060483986814764
Stim8hr,all_200,support_only,1,200,0.12819337678703982,0.12819337678703982,0.12819337678703982
Stim8hr,all_200,context_only,0.20000000000000001,40,0.12819337678703982,0.081822001764415314,0.2164997543575557
Stim8hr,all_200,context_only,0.25,50,0.12819337678703982,0.083942941617426575,0.20249818366410657
Stim8hr,all_200,context_only,0.30000000000000004,61,0.12819337678703982,0.086007801560683828,0.18986596949891416
Stim8hr,all_200,context_only,0.35000000000000003,70,0.12819337678703979,0.087650659047207091,0.18162841538006844
Stim8hr,all_200,context_only,0.40000000000000002,80,0.12819337678703982,0.089648317126779634,0.17420396470531158
Stim8hr,all_200,context_only,0.45000000000000001,90,0.12819337678703982,0.09159019358817487,0.16804794550849961
Stim8hr,all_200,context_only,0.5,100,0.12819337678703982,0.093606793334940222,0.1627799602391394
Stim8hr,all_200,context_only,0.55000000000000004,111,0.12819337678703982,0.095782007076721798,0.15769722869305822
Stim8hr,all_200,context_only,0.60000000000000009,121,0.12819337678703982,0.097710781315759873,0.15348866037765446
Stim8hr,all_200,context_only,0.65000000000000002,130,0.12819337678703982,0.09942066369848597,0.15002407095464207
