seed,model,epoch,train_mse,validation_mse
3407,scGPT,1,0.53226092644035816,0.010965197424714765
3407,scGPT,2,0.011848596940663729,0.01092370591747264
3407,scGPT,3,0.011498086916452105,0.010877279099076986
3407,scGPT,4,0.010921375868334011,0.010772625294824442
3407,scGPT,5,0.010743410495871847,0.010754200009008249
3407,scGPT,6,0.010742945003915916,0.010697709784532586
3407,scGPT,7,0.01080921728333289,0.010665863131483396
3407,scGPT,8,0.010709196837110952,0.010920688975602388
3407,scGPT,9,0.011310714466327971,0.010733740171417594
3407,scGPT,10,0.010885534638708288,0.01077560824342072
3407,GEARS,1,0.016214083880186081,0.014153224105636278
3407,GEARS,2,0.013313218273899773,0.013284374959766865
3407,GEARS,3,0.011695244518870657,0.012544990827639898
3407,GEARS,4,0.010272179899567907,0.011325747395555178
3407,GEARS,5,0.009406683881851759,0.010969819112991294
3407,GEARS,6,0.008949915074150671,0.01093377328167359
3407,GEARS,7,0.0086691999299959698,0.011230075266212225
3407,GEARS,8,0.0085610365918414155,0.011481132979194323
3407,GEARS,9,0.0086078195070678539,0.01163643350203832
3407,GEARS,10,0.0083098623647608547,0.011235587997362018
3407,GEARS,11,0.0082343760877847672,0.011489294469356537
3407,GEARS,12,0.008202675137330185,0.011730690486729145
3408,scGPT,1,0.30629972410811618,0.026690571568906307
3408,scGPT,2,0.024727327833798798,0.013195918096850315
3408,scGPT,3,0.013090494935485449,0.010818151213849584
3408,scGPT,4,0.011082628403197636,0.010751008133714398
3408,scGPT,5,0.01069462646476247,0.011146108930309614
3408,scGPT,6,0.011133954606272957,0.011619638884440064
3408,scGPT,7,0.011593969538807869,0.010788627822572986
3408,GEARS,1,0.016052270054139874,0.013629765715450048
3408,GEARS,2,0.012845869599418207,0.013324682445575794
3408,GEARS,3,0.011012412861666897,0.012733918925126394
3408,GEARS,4,0.009898707016625187,0.011704350511233011
3408,GEARS,5,0.0092367724176834927,0.011114849476143718
3408,GEARS,6,0.0088065827519378873,0.010925941867753863
3408,GEARS,7,0.0086007592352953816,0.011171771834294001
3408,GEARS,8,0.0084232739172875881,0.01117076980881393
3408,GEARS,9,0.0083990684625777339,0.011160483428587517
3408,GEARS,10,0.0084693713790991096,0.011087237236400446
3408,GEARS,11,0.0081123398108915844,0.01137977217634519
3408,GEARS,12,0.0079098453914577312,0.01136185578070581
3409,scGPT,1,0.52356609786775976,0.040586748470862709
3409,scGPT,2,0.023470373316244644,0.015051100868731737
3409,scGPT,3,0.012778364375910976,0.011597396340221167
3409,scGPT,4,0.011649983088401232,0.010698414485280713
3409,scGPT,5,0.01084407926960425,0.010778606636449695
3409,scGPT,6,0.010688605294986204,0.010806588223204017
3409,scGPT,7,0.01094818352298303,0.010675808414816856
3409,scGPT,8,0.010733353228054264,0.01075904886238277
3409,scGPT,9,0.010753023480488495,0.011240098314980665
3409,scGPT,10,0.011028936640782789,0.010663214760522047
3409,GEARS,1,0.016332789154892616,0.014035578506688276
3409,GEARS,2,0.013166596097025004,0.013472430097560087
3409,GEARS,3,0.01128851156681776,0.012642943765968084
3409,GEARS,4,0.0099014689807187424,0.011538365700592598
3409,GEARS,5,0.0092706707390871907,0.011162579447651902
3409,GEARS,6,0.0089215397072786636,0.011055378088106712
3409,GEARS,7,0.0086135255934839897,0.011084021379550299
3409,GEARS,8,0.0083200894719497719,0.011112308284888664
3409,GEARS,9,0.0082355221648785209,0.011162548015515009
3409,GEARS,10,0.0080351991240273819,0.011320330823461214
3409,GEARS,11,0.0080524481070989914,0.01115110469982028
3409,GEARS,12,0.0079933887093581943,0.011202809090415636
