panel_id,support,architecture,seed,best_epoch,best_validation_mse,pretrained_tensors,model_key,n_query_predictions,n_unique_vectors_at_1e-6,max_coordinate_std,all_finite,query_graphs_containing_y,n_go_edges,n_coexpression_edges
H02,5,scGPT,3407,5,0.028261339615868485,129.0,scGPT_seed3407,840,840,0.014376288279891014,True,0,,
H02,5,GEARS,3407,2,0.02726102138505034,,GEARS_seed3407,840,811,0.11734303832054138,True,0,1248.0,4468.0
H02,5,scGPT,3408,1,0.028225520220787628,129.0,scGPT_seed3408,840,840,0.023357974365353584,True,0,,
H02,5,GEARS,3408,5,0.027883882674834003,,GEARS_seed3408,840,820,0.15687213838100433,True,0,1248.0,4468.0
H02,5,scGPT,3409,2,0.02826719067018965,129.0,scGPT_seed3409,840,840,0.012949945405125618,True,0,,
H02,5,GEARS,3409,8,0.02774874205984499,,GEARS_seed3409,840,820,0.1703314483165741,True,0,1248.0,4468.0
