fold_id,model,epoch,train_mse,validation_mse
Nadig_cellline_holdout_1_HepG2,scGPT,1,4.910099387168884,4.856980323791504
Nadig_cellline_holdout_1_HepG2,scGPT,2,1.8382066413760185,0.0802992507815361
Nadig_cellline_holdout_1_HepG2,scGPT,3,0.09709594957530499,0.06760331988334656
Nadig_cellline_holdout_1_HepG2,scGPT,4,0.04135932307690382,0.025580596178770065
Nadig_cellline_holdout_1_HepG2,scGPT,5,0.05088465940207243,0.033879756927490234
Nadig_cellline_holdout_1_HepG2,scGPT,6,0.03139461204409599,0.04159148037433624
Nadig_cellline_holdout_1_HepG2,scGPT,7,0.03556382469832897,0.032741181552410126
Nadig_cellline_holdout_1_HepG2,GEARS,1,0.03306775912642479,0.03125845640897751
Nadig_cellline_holdout_1_HepG2,GEARS,2,0.022731253877282143,0.03172704577445984
Nadig_cellline_holdout_1_HepG2,GEARS,3,0.02174563007429242,0.03239757567644119
Nadig_cellline_holdout_1_HepG2,GEARS,4,0.023602851666510105,0.03304557129740715
Nadig_cellline_holdout_1_HepG2,GEARS,5,0.01694238046184182,0.032554998993873596
Nadig_cellline_holdout_1_HepG2,GEARS,6,0.016234278678894043,0.03172352910041809
Nadig_cellline_holdout_1_HepG2,GEARS,7,0.015586679801344872,0.030956624075770378
Nadig_cellline_holdout_1_HepG2,GEARS,8,0.016452833311632276,0.031572386622428894
Nadig_cellline_holdout_1_HepG2,GEARS,9,0.014166238717734814,0.03159939870238304
Nadig_cellline_holdout_1_HepG2,GEARS,10,0.015391077380627394,0.029392054304480553
Nadig_cellline_holdout_1_HepG2,GEARS,11,0.01234774012118578,0.02882871776819229
Nadig_cellline_holdout_1_HepG2,GEARS,12,0.014098442159593105,0.029456695541739464
Nadig_cellline_holdout_1_HepG2,GEARS,13,0.015122765908017755,0.029859893023967743
Nadig_cellline_holdout_1_HepG2,GEARS,14,0.010536503745242953,0.029322631657123566
Nadig_cellline_holdout_1_HepG2,GEARS,15,0.01066965633071959,0.028446298092603683
Nadig_cellline_holdout_1_HepG2,GEARS,16,0.009381260955706239,0.027643462643027306
Nadig_cellline_holdout_1_HepG2,GEARS,17,0.010522427735850215,0.027445245534181595
Nadig_cellline_holdout_1_HepG2,GEARS,18,0.010533645749092102,0.02734534442424774
Nadig_cellline_holdout_1_HepG2,GEARS,19,0.01050152676180005,0.027091404423117638
Nadig_cellline_holdout_1_HepG2,GEARS,20,0.008209992316551507,0.026929130777716637
Nadig_cellline_holdout_1_HepG2,GEARS,21,0.008580857887864113,0.027628673240542412
Nadig_cellline_holdout_1_HepG2,GEARS,22,0.01091384538449347,0.027994146570563316
Nadig_cellline_holdout_1_HepG2,GEARS,23,0.0084798454772681,0.02995644509792328
Nadig_cellline_holdout_1_HepG2,GEARS,24,0.00783008337020874,0.02965575084090233
Nadig_cellline_holdout_1_HepG2,GEARS,25,0.00838100933469832,0.02801351249217987
Nadig_cellline_holdout_1_HepG2,GEARS,26,0.007120528141967952,0.028887704014778137
Nadig_cellline_holdout_2_Jurkat,scGPT,1,3.2871697545051575,1.2834224700927734
Nadig_cellline_holdout_2_Jurkat,scGPT,2,0.46820035949349403,0.12539108097553253
Nadig_cellline_holdout_2_Jurkat,scGPT,3,0.07076942082494497,0.040855612605810165
Nadig_cellline_holdout_2_Jurkat,scGPT,4,0.026110151782631874,0.05034536123275757
Nadig_cellline_holdout_2_Jurkat,scGPT,5,0.04054459650069475,0.04163026064634323
Nadig_cellline_holdout_2_Jurkat,scGPT,6,0.029878465924412012,0.03899376094341278
Nadig_cellline_holdout_2_Jurkat,scGPT,7,0.023212936706840992,0.03733190894126892
Nadig_cellline_holdout_2_Jurkat,scGPT,8,0.020756487734615803,0.03799405321478844
Nadig_cellline_holdout_2_Jurkat,scGPT,9,0.020447688177227974,0.042349785566329956
Nadig_cellline_holdout_2_Jurkat,scGPT,10,0.02100215945392847,0.038296785205602646
Nadig_cellline_holdout_2_Jurkat,GEARS,1,0.031144156586378813,0.042023204267024994
