fold_id,setting,score,n_tasks,spearman
Nadig_cellline_holdout_1_HepG2,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,20,0.3203007518796992
Nadig_cellline_holdout_1_HepG2,context_and_perturbation_unseen,safeconf_frozen_pair_risk,20,0.3203007518796992
Nadig_cellline_holdout_1_HepG2,context_and_perturbation_unseen,risk_model_disagreement,20,0.3203007518796992
Nadig_cellline_holdout_1_HepG2,context_and_perturbation_unseen,baseline_predicted_magnitude,20,0.156390977443609
Nadig_cellline_holdout_1_HepG2,context_unseen,safeconf_calibrated_pair_risk,76,0.18391225326898417
Nadig_cellline_holdout_1_HepG2,context_unseen,safeconf_frozen_pair_risk,76,0.18834651209166242
Nadig_cellline_holdout_1_HepG2,context_unseen,risk_model_disagreement,76,0.18474367737525632
Nadig_cellline_holdout_1_HepG2,context_unseen,baseline_predicted_magnitude,76,0.5157894736842106
Nadig_cellline_holdout_1_HepG2,perturbation_unseen,safeconf_calibrated_pair_risk,20,-0.04210526315789473
Nadig_cellline_holdout_1_HepG2,perturbation_unseen,safeconf_frozen_pair_risk,20,-0.04210526315789473
Nadig_cellline_holdout_1_HepG2,perturbation_unseen,risk_model_disagreement,20,-0.04210526315789473
Nadig_cellline_holdout_1_HepG2,perturbation_unseen,baseline_predicted_magnitude,20,0.3383458646616541
Nadig_cellline_holdout_1_HepG2,random_seen_pair,safeconf_calibrated_pair_risk,12,-0.21678321678321683
Nadig_cellline_holdout_1_HepG2,random_seen_pair,safeconf_frozen_pair_risk,12,-0.21678321678321683
Nadig_cellline_holdout_1_HepG2,random_seen_pair,risk_model_disagreement,12,-0.21678321678321683
Nadig_cellline_holdout_1_HepG2,random_seen_pair,baseline_predicted_magnitude,12,-0.1258741258741259
Nadig_cellline_holdout_2_Jurkat,context_and_perturbation_unseen,safeconf_calibrated_pair_risk,20,-0.024060150375939848
Nadig_cellline_holdout_2_Jurkat,context_and_perturbation_unseen,safeconf_frozen_pair_risk,20,-0.08120300751879699
Nadig_cellline_holdout_2_Jurkat,context_and_perturbation_unseen,risk_model_disagreement,20,-0.08120300751879699
Nadig_cellline_holdout_2_Jurkat,context_and_perturbation_unseen,baseline_predicted_magnitude,20,-0.024060150375939848
Nadig_cellline_holdout_2_Jurkat,context_unseen,safeconf_calibrated_pair_risk,76,0.5396773361899709
Nadig_cellline_holdout_2_Jurkat,context_unseen,safeconf_frozen_pair_risk,76,0.4624555689929462
Nadig_cellline_holdout_2_Jurkat,context_unseen,risk_model_disagreement,76,0.4453861927546138
Nadig_cellline_holdout_2_Jurkat,context_unseen,baseline_predicted_magnitude,76,0.5400136705399864
Nadig_cellline_holdout_2_Jurkat,perturbation_unseen,safeconf_calibrated_pair_risk,20,0.13984962406015036
Nadig_cellline_holdout_2_Jurkat,perturbation_unseen,safeconf_frozen_pair_risk,20,0.25648741941709446
Nadig_cellline_holdout_2_Jurkat,perturbation_unseen,risk_model_disagreement,20,0.2601503759398496
Nadig_cellline_holdout_2_Jurkat,perturbation_unseen,baseline_predicted_magnitude,20,0.13984962406015036
Nadig_cellline_holdout_2_Jurkat,random_seen_pair,safeconf_calibrated_pair_risk,12,0.4755244755244756
Nadig_cellline_holdout_2_Jurkat,random_seen_pair,safeconf_frozen_pair_risk,12,0.6923076923076924
Nadig_cellline_holdout_2_Jurkat,random_seen_pair,risk_model_disagreement,12,0.6923076923076924
Nadig_cellline_holdout_2_Jurkat,random_seen_pair,baseline_predicted_magnitude,12,0.4755244755244756
