dataset_name,third_predictor,n,aligned_rho,partial_rho_control_magnitude,excess_aurc,aurc_reduction_vs_random_pct,third_pred_mean_rmse
CuiHacohen2023,ControlKNNPredictor,1253,0.693012876118623,0.5076654716060637,0.025368174448031383,35.74459467088274,0.22210227209905198
Frangieh,ControlKNNPredictor,633,0.8885787560562444,0.8080551140698203,0.0010183404073475719,17.319371363511298,0.05836959932982262
LaraAstiasoHuntly2023_exvivo,ControlKNNPredictor,323,0.797080046856292,0.8177443068223254,0.3144711969236217,44.84313864050497,1.6052505655139224
LaraAstiasoHuntly2023_invivo,ControlKNNPredictor,375,0.74579050469798,0.6961251797748993,1.1755865192033617,47.15512284068321,6.119561409473419
McFarlandTsherniak2020,ControlKNNPredictor,1163,0.4942362433955954,0.3030690593260871,0.309485980485379,26.83090515024694,1.4199776844612402
SantinhaPlatt2023,ControlKNNPredictor,273,0.44280488725529515,0.38377502231171284,0.08553694796647662,20.710188377085125,0.3741945470700334
SrivatsanTrapnell2020_sciplex3,ControlKNNPredictor,564,0.6176666274151736,0.722362949383232,0.007266728863424644,23.62133878977084,0.060511725561706524
