dataset_name,third_predictor,n,aligned_rho,partial_rho_control_magnitude,excess_aurc,aurc_reduction_vs_random_pct,third_pred_mean_rmse
CuiHacohen2023,PertMeanPredictor,1253,0.7328412270084542,0.5730533348703635,0.023815552053964545,35.6309087100788,0.2289217251716427
Frangieh,PertMeanPredictor,633,0.8885787560562444,0.8080551140698203,0.0010183404073475719,17.319371363511298,0.05836959932982262
LaraAstiasoHuntly2023_exvivo,PertMeanPredictor,323,0.7977278016239576,0.8184462568335567,0.3146237015399028,44.83363823625018,1.605250567636069
LaraAstiasoHuntly2023_invivo,PertMeanPredictor,375,0.772802568301583,0.7384700481931457,1.087086879097399,46.3897074544681,6.340931337515513
McFarlandTsherniak2020,PertMeanPredictor,1163,0.5352654295587383,0.36023012597403603,0.28840872565951303,28.547860236470747,1.6170524607315622
SantinhaPlatt2023,PertMeanPredictor,273,0.44604048806496205,0.386480120434198,0.08469456025688898,20.910888167675193,0.3740794849701417
SrivatsanTrapnell2020_sciplex3,PertMeanPredictor,564,0.6176666274151736,0.722362949383232,0.007266728863424644,23.62133878977084,0.060511725561706524
