manifest_id,quadrant,score_name,n_tasks,top20_error_enrichment,reject20_remaining_error_reduction,normalized_aurc_50_100,random_expected_top20_enrichment,random_expected_reject20_reduction,random_expected_normalized_aurc
E81_r1_p25,new_context_new_perturbation,model_disagreement,28,1.0748444859041355,0.020412132519309623,0.9782482339226053,1.0,0.0,1.0
E81_r1_p25,new_context_new_perturbation,predicted_magnitude,28,1.0748444859041355,0.020412132519309623,0.979358106639593,1.0,0.0,1.0
E81_r1_p25,new_context_seen_perturbation,model_disagreement,8,1.167717371086308,0.05590579036210275,0.9604745858441434,1.0,0.0,1.0
E81_r1_p25,new_context_seen_perturbation,predicted_magnitude,8,1.167717371086308,0.05590579036210275,0.9601551819835727,1.0,0.0,1.0
E81_r1_p25,seen_context_new_perturbation,model_disagreement,51,1.0370082115759702,0.010177258183391769,0.9758950559198755,1.0,0.0,1.0
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,51,1.1761799224407832,0.04844947867121541,0.9538411284480235,1.0,0.0,1.0
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,4,1.1002322531716915,0.03341075105723046,0.9791311809398556,1.0,0.0,1.0
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,4,1.0663054880894722,0.02210182936315741,0.9847856417868921,1.0,0.0,1.0
E81_r1_p50,new_context_new_perturbation,model_disagreement,20,1.066894131633155,0.016723532908288652,0.9853377511380313,1.0,0.0,1.0
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,20,1.109045197467151,0.02726129936678756,0.9794941606677513,1.0,0.0,1.0
E81_r1_p50,new_context_seen_perturbation,model_disagreement,16,1.322627100330306,0.10754236677676865,0.9148759611298111,1.0,0.0,1.0
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,16,1.322627100330306,0.10754236677676865,0.914893761134303,1.0,0.0,1.0
E81_r1_p50,seen_context_new_perturbation,model_disagreement,35,1.222659203574654,0.055664800893663324,0.9631228064398983,1.0,0.0,1.0
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,35,1.130359570400013,0.032589892600003,0.9528744178602513,1.0,0.0,1.0
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,6,1.2300183364002242,0.11500916820011231,0.9369862087709215,1.0,0.0,1.0
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,6,1.2300183364002242,0.11500916820011231,0.9477565032696911,1.0,0.0,1.0
E81_r2_p25,new_context_new_perturbation,model_disagreement,26,1.1135024838720005,0.03405074516160023,0.9646309649834193,1.0,0.0,1.0
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,26,1.1135024838720005,0.03405074516160023,0.9658718878662035,1.0,0.0,1.0
E81_r2_p25,new_context_seen_perturbation,model_disagreement,8,1.0568662639483888,0.018955421316129706,0.9860194590242572,1.0,0.0,1.0
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,8,1.0568662639483888,0.018955421316129706,0.9846096438206847,1.0,0.0,1.0
E81_r2_p25,seen_context_new_perturbation,model_disagreement,54,1.3571798623884581,0.09137159270402428,0.9265337819216852,1.0,0.0,1.0
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,54,1.3005754638501263,0.07689139772910214,0.9232635669392917,1.0,0.0,1.0
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,4,1.1934017143632167,0.06446723812107213,0.9643499205557089,1.0,0.0,1.0
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,4,1.1934017143632167,0.06446723812107213,0.9644230392487223,1.0,0.0,1.0
E81_r2_p50,new_context_new_perturbation,model_disagreement,18,1.1367037887393716,0.03905822535410608,0.9647293326921375,1.0,0.0,1.0
E81_r2_p50,new_context_new_perturbation,predicted_magnitude,18,1.1367037887393716,0.03905822535410608,0.965881929442604,1.0,0.0,1.0
E81_r2_p50,new_context_seen_perturbation,model_disagreement,16,1.0991204014684637,0.03304013382282123,0.9662146373131414,1.0,0.0,1.0
E81_r2_p50,new_context_seen_perturbation,predicted_magnitude,16,1.1420335865745448,0.04734452885818152,0.9632605394716054,1.0,0.0,1.0
E81_r2_p50,seen_context_new_perturbation,model_disagreement,38,0.8990594106172205,-0.02691749050207437,1.0178048831812814,1.0,0.0,1.0
E81_r2_p50,seen_context_new_perturbation,predicted_magnitude,38,1.0705961289509707,0.018825634386925638,0.9578155518743032,1.0,0.0,1.0
E81_r2_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,6,1.2249195303184466,0.11245976515922351,0.9448179378640706,1.0,0.0,1.0
E81_r2_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,6,1.2249195303184466,0.11245976515922351,0.9448179378640706,1.0,0.0,1.0
E81_r2_p75,new_context_new_perturbation,model_disagreement,8,1.1674002995441004,0.05580009984803358,0.9512617162853628,1.0,0.0,1.0
