manifest_id,quadrant,score_name,coverage,retained_mean_error,normalized_retained_error,n_retained
E81_r1_p25,seen_context_new_perturbation,model_disagreement,0.65,0.26794005470240817,0.9605291370900992,34
E81_r1_p25,seen_context_new_perturbation,model_disagreement,0.7,0.27029337878856396,0.9689654881100286,36
E81_r1_p25,seen_context_new_perturbation,model_disagreement,0.75,0.27519692996373546,0.9865440609896821,39
E81_r1_p25,seen_context_new_perturbation,model_disagreement,0.8,0.2756074076382125,0.9880155683643376,41
E81_r1_p25,seen_context_new_perturbation,model_disagreement,0.85,0.27537565830756316,0.9871847781159849,44
E81_r1_p25,seen_context_new_perturbation,model_disagreement,0.9,0.275119886936053,0.9862678720750353,46
E81_r1_p25,seen_context_new_perturbation,model_disagreement,0.95,0.2778088549266056,0.995907461446983,49
E81_r1_p25,seen_context_new_perturbation,model_disagreement,1.0,0.2789504704814331,1.0,51
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.5,0.25771508537806,0.9238739943090127,26
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.55,0.2588891679870671,0.928082922894008,29
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.6,0.2598895175803092,0.9316690419334044,31
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.65,0.2619948917452027,0.9392165257618413,34
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.7,0.26421773061156273,0.9471851047806317,36
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.75,0.26504427672196657,0.9501481616594293,39
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.8,0.2659044416575897,0.9532317375148082,41
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.85,0.26852368614213035,0.962621377474978,44
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.9,0.271772436959588,0.9742677131554691,46
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,0.95,0.2761753881160094,0.9900517021511587,49
E81_r1_p25,seen_context_new_perturbation,predicted_magnitude,1.0,0.2789504704814331,1.0,51
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.5,0.2067909594625234,0.916731129369418,2
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.55,0.21803766861557958,0.9665892489427695,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.6,0.21803766861557958,0.9665892489427695,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.65,0.21803766861557958,0.9665892489427695,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.7,0.21803766861557958,0.9665892489427695,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.75,0.21803766861557958,0.9665892489427695,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.8,0.22557427454739803,0.9999999999999999,4
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.85,0.22557427454739803,0.9999999999999999,4
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.9,0.22557427454739803,0.9999999999999999,4
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.95,0.22557427454739803,0.9999999999999999,4
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,1.0,0.22557427454739803,0.9999999999999999,4
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.5,0.2067909594625234,0.916731129369418,2
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.55,0.22058867042263341,0.9778981706368425,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.6,0.22058867042263341,0.9778981706368425,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.65,0.22058867042263341,0.9778981706368425,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.7,0.22058867042263341,0.9778981706368425,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.75,0.22058867042263341,0.9778981706368425,3
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.8,0.22557427454739803,0.9999999999999999,4
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.85,0.22557427454739803,0.9999999999999999,4
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.9,0.22557427454739803,0.9999999999999999,4
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.95,0.22557427454739803,0.9999999999999999,4
E81_r1_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,1.0,0.22557427454739803,0.9999999999999999,4
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.5,0.27685696072876453,0.9620304381340341,10
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.55,0.28315871581435204,0.9839279558632,11
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.6,0.2835910124704242,0.985430112573836,12
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.65,0.28406548586029273,0.9870788261981445,13
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.7,0.282570145758135,0.9818827758989159,14
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.75,0.2829667739570141,0.9832609908404496,15
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.8,0.28297122777439654,0.9832764670917113,16
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.85,0.28394239373943386,0.9866511021970972,17
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.9,0.281501036344303,0.9781678041131437,18
E81_r1_p50,new_context_new_perturbation,model_disagreement,0.95,0.2885570547690517,1.0026862575367983,19
E81_r1_p50,new_context_new_perturbation,model_disagreement,1.0,0.28778399284929035,1.0,20
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.5,0.2641262147575617,0.9177932801004746,10
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.55,0.27649378133091057,0.960768452037246,11
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.6,0.28230065510918695,0.9809463421303805,12
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.65,0.2820171441596288,0.9799611902226905,13
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.7,0.282570145758135,0.9818827758989159,14
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.75,0.28260133837660156,0.9819911648963642,15
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.8,0.2799386272672564,0.9727387006332124,16
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.85,0.2804433885304367,0.9744926594207836,17
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.9,0.287950166190664,1.0005774238508833,18
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,0.95,0.2885570547690517,1.0026862575367983,19
E81_r1_p50,new_context_new_perturbation,predicted_magnitude,1.0,0.28778399284929035,1.0,20
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.5,0.24599685007706282,0.8363926142420461,8
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.55,0.2503606788814068,0.8512296911421228,9
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.6,0.2559837561100721,0.8703482297002181,10
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.65,0.2595868974246762,0.8825989588565515,11
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.7,0.2624864960089326,0.8924576332232314,12
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.75,0.2624864960089326,0.8924576332232314,12
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.8,0.271355143819864,0.9226111556161123,13
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.85,0.27823204094810144,0.9459926987747271,14
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.9,0.28613630508383114,0.9728673036408935,15
E81_r1_p50,new_context_seen_perturbation,model_disagreement,0.95,0.2941164781805128,1.0,16
E81_r1_p50,new_context_seen_perturbation,model_disagreement,1.0,0.2941164781805128,1.0,16
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.5,0.24599685007706285,0.8363926142420463,8
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.55,0.25151034568746883,0.8551385738173615,9
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.6,0.2548864420503378,0.8666173470698989,10
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.65,0.2595868974246762,0.8825989588565515,11
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.7,0.2624864960089326,0.8924576332232314,12
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.75,0.2624864960089326,0.8924576332232314,12
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.8,0.271355143819864,0.9226111556161123,13
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.85,0.27823204094810144,0.9459926987747271,14
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.9,0.28613630508383114,0.9728673036408935,15
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,0.95,0.2941164781805128,1.0,16
E81_r1_p50,new_context_seen_perturbation,predicted_magnitude,1.0,0.2941164781805128,1.0,16
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.5,0.1899116838143931,0.9548534349325054,18
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.55,0.19010383412241932,0.9558195439046184,20
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.6,0.18871331037510006,0.9488281553295971,21
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.65,0.1873185900242432,0.9418156667294354,23
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.7,0.19241310626268382,0.9674302904950206,25
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.75,0.18949166409395357,0.9527416255654049,27
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.8,0.18781970215163057,0.9443351991063365,28
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.85,0.1915277233968178,0.962978690394793,30
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.9,0.19734144082758573,0.9922093725044895,32
E81_r1_p50,seen_context_new_perturbation,model_disagreement,0.95,0.1964331915711655,0.9876428029030356,34
E81_r1_p50,seen_context_new_perturbation,model_disagreement,1.0,0.19889092594385144,1.0,35
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.5,0.18132987804710862,0.9117051327836824,18
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.55,0.180709296092391,0.9085849202763868,20
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.6,0.18102703527325673,0.9101824752143904,21
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.65,0.18585537633170252,0.9344588017261835,23
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.7,0.18762962371110917,0.9433795072384478,25
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.75,0.19002326522712354,0.9554144530493497,27
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.8,0.19240909202822618,0.967410107399997,28
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.85,0.1937472070256869,0.9741379909930298,30
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.9,0.19525026413612068,0.9816951839785866,32
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,0.95,0.19841919094324112,0.9976281723343,34
E81_r1_p50,seen_context_new_perturbation,predicted_magnitude,1.0,0.19889092594385147,1.0000000000000002,35
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.5,0.16549842928846673,0.8135041332870704,3
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.55,0.18004160840064282,0.8849908317998877,4
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.6,0.18004160840064282,0.8849908317998877,4
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.65,0.18004160840064282,0.8849908317998877,4
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.7,0.19042818620800966,0.9360458418886723,5
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.75,0.19042818620800966,0.9360458418886723,5
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.8,0.19042818620800966,0.9360458418886723,5
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.85,0.20343895318607486,0.9999999999999999,6
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.9,0.20343895318607486,0.9999999999999999,6
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.95,0.20343895318607486,0.9999999999999999,6
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,model_disagreement,1.0,0.20343895318607486,0.9999999999999999,6
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.5,0.16549842928846673,0.8135041332870704,3
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.55,0.18004160840064282,0.8849908317998877,4
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.6,0.18004160840064282,0.8849908317998877,4
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.65,0.18004160840064282,0.8849908317998877,4
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.7,0.1977318443357944,0.9719468235512376,5
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.75,0.1977318443357944,0.9719468235512376,5
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.8,0.1977318443357944,0.9719468235512376,5
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.85,0.20343895318607486,0.9999999999999999,6
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.9,0.20343895318607486,0.9999999999999999,6
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.95,0.20343895318607486,0.9999999999999999,6
E81_r1_p50,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,1.0,0.20343895318607486,0.9999999999999999,6
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.5,0.30830316704053146,0.9174795915886463,13
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.55,0.3136151512463888,0.9332875287775452,15
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.6,0.3168727122247219,0.9429817065722977,16
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.65,0.31746303158647876,0.9447384383377562,17
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.7,0.32204645636834595,0.9583782550717567,19
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.75,0.3245905600488186,0.9659492548383998,20
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.8,0.3257533134449096,0.9694094934120232,21
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.85,0.330558515113333,0.9837092961242885,23
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.9,0.3329936458418767,0.9909560032137279,24
E81_r2_p25,new_context_new_perturbation,model_disagreement,0.95,0.33541438341140745,0.9981598776920734,25
E81_r2_p25,new_context_new_perturbation,model_disagreement,1.0,0.3360327247243661,1.0,26
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.5,0.30830316704053146,0.9174795915886463,13
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.55,0.3153975933790207,0.9385918994577935,15
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.6,0.3168727122247219,0.9429817065722977,16
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.65,0.31746303158647876,0.9447384383377562,17
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.7,0.3231739001838784,0.9617334158420574,19
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.75,0.3245905600488186,0.9659492548383998,20
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.8,0.3269577842383158,0.9729938788149454,21
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.85,0.3306140653465105,0.9838746080986597,23
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.9,0.3329936458418767,0.9909560032137279,24
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,0.95,0.33541438341140745,0.9981598776920734,25
E81_r2_p25,new_context_new_perturbation,predicted_magnitude,1.0,0.3360327247243661,1.0,26
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.5,0.3275238312780857,0.9607736828751607,4
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.55,0.33286309242248535,0.9764361205473117,5
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.6,0.33286309242248535,0.9764361205473117,5
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.65,0.33443409701188404,0.9810445786838703,6
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.7,0.33443409701188404,0.9810445786838703,6
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.75,0.33443409701188404,0.9810445786838703,6
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.8,0.33813496785504477,0.9919008858293795,7
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.85,0.33813496785504477,0.9919008858293795,7
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.9,0.34089592285454273,1.0,8
E81_r2_p25,new_context_seen_perturbation,model_disagreement,0.95,0.34089592285454273,1.0,8
E81_r2_p25,new_context_seen_perturbation,model_disagreement,1.0,0.34089592285454273,1.0,8
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.5,0.3275238312780857,0.9607736828751607,4
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.55,0.3304768890142441,0.9694363201734615,5
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.6,0.3304768890142441,0.9694363201734615,5
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.65,0.33443409701188404,0.9810445786838703,6
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.7,0.33443409701188404,0.9810445786838703,6
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.75,0.33443409701188404,0.9810445786838703,6
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.8,0.3381181699889047,0.9918516101853665,7
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.85,0.3381181699889047,0.9918516101853665,7
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.9,0.34089592285454273,1.0,8
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,0.95,0.34089592285454273,1.0,8
E81_r2_p25,new_context_seen_perturbation,predicted_magnitude,1.0,0.34089592285454273,1.0,8
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.5,0.24000496520764297,0.9026163972980328,27
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.55,0.23707720718036096,0.8916056150816758,30
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.6,0.23835924070215586,0.8964271173270842,33
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.65,0.24350436719962293,0.9157770317705979,36
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.7,0.24349921123173676,0.9157576410836012,38
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.75,0.24244747996875426,0.9118022650658689,41
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.8,0.24451413356953047,0.9195745852175865,44
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.85,0.2487058388069272,0.9353388502470245,46
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.9,0.2524148591851093,0.9492878225458405,49
E81_r2_p25,seen_context_new_perturbation,model_disagreement,0.95,0.26017136968529,0.9784586922285586,52
E81_r2_p25,seen_context_new_perturbation,model_disagreement,1.0,0.265899185884606,1.0,54
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.5,0.22960121908949477,0.8634897407663983,27
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.55,0.23546384529521064,0.8855380452251419,30
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.6,0.23916748532968937,0.8994667829990366,33
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.65,0.23846635144824782,0.8968299419755901,36
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.7,0.241157477574521,0.9069507932949358,38
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.75,0.24370194857985508,0.9165201005377129,41
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.8,0.24532700833779844,0.9226316640332424,44
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.85,0.25093065262974606,0.9437059831339389,46
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.9,0.2537735315533925,0.9543975499929671,49
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,0.95,0.2592118048252395,0.974849937817152,52
E81_r2_p25,seen_context_new_perturbation,predicted_magnitude,1.0,0.265899185884606,1.0,54
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.5,0.1822196990251541,0.9316707923248982,2
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.55,0.1829750376443068,0.9355327618789279,3
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.6,0.1829750376443068,0.9355327618789279,3
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.65,0.1829750376443068,0.9355327618789279,3
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.7,0.1829750376443068,0.9355327618789279,3
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.75,0.1829750376443068,0.9355327618789279,3
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.8,0.19558378402143717,1.0000000000000002,4
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.85,0.19558378402143717,1.0000000000000002,4
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.9,0.19558378402143717,1.0000000000000002,4
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,0.95,0.19558378402143717,1.0000000000000002,4
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,model_disagreement,1.0,0.19558378402143717,1.0000000000000002,4
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.5,0.1825057156383991,0.9331331661851648,2
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.55,0.1829750376443068,0.9355327618789279,3
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.6,0.1829750376443068,0.9355327618789279,3
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.65,0.1829750376443068,0.9355327618789279,3
E81_r2_p25,seen_context_seen_perturbation_pair_holdout,predicted_magnitude,0.7,0.1829750376443068,0.9355327618789279,3
