test_index,condition,gene_a,gene_b,score_name,raw_value,analysis_score,raw_orientation,analysis_orientation,estimability_before_truth,direction_frozen_before_E163
22,GFI1+RCOR1,GFI1,RCOR1,min_train_pair_degree_confidence,4,1.6094379124341003,higher_train_pair_degree,higher_expected_accuracy,estimable,True
22,GFI1+RCOR1,GFI1,RCOR1,matching_se_pca10_confidence,0.24933285677881517,-0.24933285677881517,higher_uncertainty,higher_expected_accuracy,estimable,True
22,GFI1+RCOR1,GFI1,RCOR1,matching_se_gene_confidence,0.036928348501238967,-0.036928348501238967,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
22,GFI1+RCOR1,GFI1,RCOR1,matching_magnitude_confidence,0.088609755962971243,-0.088609755962971243,higher_effect_size,higher_expected_accuracy,estimable,True
22,GFI1+RCOR1,GFI1,RCOR1,hash_random_confidence,0.9386759909909882,0.9386759909909882,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
22,GFI1+RCOR1,GFI1,RCOR1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
22,GFI1+RCOR1,GFI1,RCOR1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
23,GSE1+INTS1,GSE1,INTS1,min_single_cell_count_confidence,92,4.5325994931532554,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
23,GSE1+INTS1,GSE1,INTS1,min_train_pair_degree_confidence,5,1.791759469228055,higher_train_pair_degree,higher_expected_accuracy,estimable,True
23,GSE1+INTS1,GSE1,INTS1,matching_se_pca10_confidence,0.19095665267534526,-0.19095665267534526,higher_uncertainty,higher_expected_accuracy,estimable,True
23,GSE1+INTS1,GSE1,INTS1,matching_se_gene_confidence,0.028227788907684577,-0.028227788907684577,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
23,GSE1+INTS1,GSE1,INTS1,matching_magnitude_confidence,0.060292358727628469,-0.060292358727628469,higher_effect_size,higher_expected_accuracy,estimable,True
23,GSE1+INTS1,GSE1,INTS1,hash_random_confidence,0.87336584327263944,0.87336584327263944,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
23,GSE1+INTS1,GSE1,INTS1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
23,GSE1+INTS1,GSE1,INTS1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
24,GSE1+KDM1A,GSE1,KDM1A,min_single_cell_count_confidence,39,3.6888794541139363,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
24,GSE1+KDM1A,GSE1,KDM1A,min_train_pair_degree_confidence,3,1.3862943611198906,higher_train_pair_degree,higher_expected_accuracy,estimable,True
24,GSE1+KDM1A,GSE1,KDM1A,matching_se_pca10_confidence,0.27439946744365545,-0.27439946744365545,higher_uncertainty,higher_expected_accuracy,estimable,True
24,GSE1+KDM1A,GSE1,KDM1A,matching_se_gene_confidence,0.039673650280545564,-0.039673650280545564,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
24,GSE1+KDM1A,GSE1,KDM1A,matching_magnitude_confidence,0.12294196444486021,-0.12294196444486021,higher_effect_size,higher_expected_accuracy,estimable,True
24,GSE1+KDM1A,GSE1,KDM1A,hash_random_confidence,0.99192171373879767,0.99192171373879767,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
24,GSE1+KDM1A,GSE1,KDM1A,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
24,GSE1+KDM1A,GSE1,KDM1A,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
25,GSE1+MED24,GSE1,MED24,min_single_cell_count_confidence,92,4.5325994931532554,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
25,GSE1+MED24,GSE1,MED24,min_train_pair_degree_confidence,6,1.9459101490553132,higher_train_pair_degree,higher_expected_accuracy,estimable,True
25,GSE1+MED24,GSE1,MED24,matching_se_pca10_confidence,0.21304080548893964,-0.21304080548893964,higher_uncertainty,higher_expected_accuracy,estimable,True
25,GSE1+MED24,GSE1,MED24,matching_se_gene_confidence,0.031887127785173663,-0.031887127785173663,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
25,GSE1+MED24,GSE1,MED24,matching_magnitude_confidence,0.1030088979314543,-0.1030088979314543,higher_effect_size,higher_expected_accuracy,estimable,True
25,GSE1+MED24,GSE1,MED24,hash_random_confidence,0.019668050743666735,0.019668050743666735,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
25,GSE1+MED24,GSE1,MED24,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
25,GSE1+MED24,GSE1,MED24,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
26,GSE1+SSRP1,GSE1,SSRP1,min_single_cell_count_confidence,32,3.4965075614664802,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
26,GSE1+SSRP1,GSE1,SSRP1,min_train_pair_degree_confidence,6,1.9459101490553132,higher_train_pair_degree,higher_expected_accuracy,estimable,True
26,GSE1+SSRP1,GSE1,SSRP1,matching_se_pca10_confidence,0.28887690005730027,-0.28887690005730027,higher_uncertainty,higher_expected_accuracy,estimable,True
26,GSE1+SSRP1,GSE1,SSRP1,matching_se_gene_confidence,0.043252025321510082,-0.043252025321510082,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
26,GSE1+SSRP1,GSE1,SSRP1,matching_magnitude_confidence,0.083645712439663789,-0.083645712439663789,higher_effect_size,higher_expected_accuracy,estimable,True
26,GSE1+SSRP1,GSE1,SSRP1,hash_random_confidence,0.24119079991563494,0.24119079991563494,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
26,GSE1+SSRP1,GSE1,SSRP1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
26,GSE1+SSRP1,GSE1,SSRP1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
27,HDAC3+SMARCD1,HDAC3,SMARCD1,min_single_cell_count_confidence,76,4.3438054218536841,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
27,HDAC3+SMARCD1,HDAC3,SMARCD1,min_train_pair_degree_confidence,4,1.6094379124341003,higher_train_pair_degree,higher_expected_accuracy,estimable,True
27,HDAC3+SMARCD1,HDAC3,SMARCD1,matching_se_pca10_confidence,0.23119203093523819,-0.23119203093523819,higher_uncertainty,higher_expected_accuracy,estimable,True
27,HDAC3+SMARCD1,HDAC3,SMARCD1,matching_se_gene_confidence,0.034263144226398722,-0.034263144226398722,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
27,HDAC3+SMARCD1,HDAC3,SMARCD1,matching_magnitude_confidence,0.060962799727448211,-0.060962799727448211,higher_effect_size,higher_expected_accuracy,estimable,True
27,HDAC3+SMARCD1,HDAC3,SMARCD1,hash_random_confidence,0.12698729192773298,0.12698729192773298,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
27,HDAC3+SMARCD1,HDAC3,SMARCD1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
27,HDAC3+SMARCD1,HDAC3,SMARCD1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
28,HDAC3+SSRP1,HDAC3,SSRP1,min_single_cell_count_confidence,32,3.4965075614664802,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
28,HDAC3+SSRP1,HDAC3,SSRP1,min_train_pair_degree_confidence,5,1.791759469228055,higher_train_pair_degree,higher_expected_accuracy,estimable,True
28,HDAC3+SSRP1,HDAC3,SSRP1,matching_se_pca10_confidence,0.28933885380678637,-0.28933885380678637,higher_uncertainty,higher_expected_accuracy,estimable,True
28,HDAC3+SSRP1,HDAC3,SSRP1,matching_se_gene_confidence,0.043462395723654242,-0.043462395723654242,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
28,HDAC3+SSRP1,HDAC3,SSRP1,matching_magnitude_confidence,0.071325983618812164,-0.071325983618812164,higher_effect_size,higher_expected_accuracy,estimable,True
28,HDAC3+SSRP1,HDAC3,SSRP1,hash_random_confidence,0.85904756132406856,0.85904756132406856,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
28,HDAC3+SSRP1,HDAC3,SSRP1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
28,HDAC3+SSRP1,HDAC3,SSRP1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
29,IKZF1+INTS1,IKZF1,INTS1,min_single_cell_count_confidence,45,3.8286413964890951,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
29,IKZF1+INTS1,IKZF1,INTS1,min_train_pair_degree_confidence,2,1.0986122886681096,higher_train_pair_degree,higher_expected_accuracy,estimable,True
29,IKZF1+INTS1,IKZF1,INTS1,matching_se_pca10_confidence,0.24020542534798917,-0.24020542534798917,higher_uncertainty,higher_expected_accuracy,estimable,True
29,IKZF1+INTS1,IKZF1,INTS1,matching_se_gene_confidence,0.034651314628394402,-0.034651314628394402,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
29,IKZF1+INTS1,IKZF1,INTS1,matching_magnitude_confidence,0.044232507241578733,-0.044232507241578733,higher_effect_size,higher_expected_accuracy,estimable,True
29,IKZF1+INTS1,IKZF1,INTS1,hash_random_confidence,0.092776540334509328,0.092776540334509328,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
29,IKZF1+INTS1,IKZF1,INTS1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
29,IKZF1+INTS1,IKZF1,INTS1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
30,IKZF1+KDM1A,IKZF1,KDM1A,min_single_cell_count_confidence,39,3.6888794541139363,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
30,IKZF1+KDM1A,IKZF1,KDM1A,min_train_pair_degree_confidence,2,1.0986122886681096,higher_train_pair_degree,higher_expected_accuracy,estimable,True
30,IKZF1+KDM1A,IKZF1,KDM1A,matching_se_pca10_confidence,0.31069160094698028,-0.31069160094698028,higher_uncertainty,higher_expected_accuracy,estimable,True
30,IKZF1+KDM1A,IKZF1,KDM1A,matching_se_gene_confidence,0.044473633373519332,-0.044473633373519332,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
30,IKZF1+KDM1A,IKZF1,KDM1A,matching_magnitude_confidence,0.096783431629854977,-0.096783431629854977,higher_effect_size,higher_expected_accuracy,estimable,True
30,IKZF1+KDM1A,IKZF1,KDM1A,hash_random_confidence,0.93744486717650444,0.93744486717650444,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
30,IKZF1+KDM1A,IKZF1,KDM1A,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
30,IKZF1+KDM1A,IKZF1,KDM1A,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
31,IKZF1+MED24,IKZF1,MED24,min_single_cell_count_confidence,45,3.8286413964890951,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
31,IKZF1+MED24,IKZF1,MED24,min_train_pair_degree_confidence,2,1.0986122886681096,higher_train_pair_degree,higher_expected_accuracy,estimable,True
31,IKZF1+MED24,IKZF1,MED24,matching_se_pca10_confidence,0.25810964330883135,-0.25810964330883135,higher_uncertainty,higher_expected_accuracy,estimable,True
31,IKZF1+MED24,IKZF1,MED24,matching_se_gene_confidence,0.037692100727435889,-0.037692100727435889,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
31,IKZF1+MED24,IKZF1,MED24,matching_magnitude_confidence,0.095024487079628031,-0.095024487079628031,higher_effect_size,higher_expected_accuracy,estimable,True
31,IKZF1+MED24,IKZF1,MED24,hash_random_confidence,0.027157375413957293,0.027157375413957293,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
31,IKZF1+MED24,IKZF1,MED24,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
31,IKZF1+MED24,IKZF1,MED24,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
32,IKZF1+SMARCD1,IKZF1,SMARCD1,min_single_cell_count_confidence,45,3.8286413964890951,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
32,IKZF1+SMARCD1,IKZF1,SMARCD1,min_train_pair_degree_confidence,2,1.0986122886681096,higher_train_pair_degree,higher_expected_accuracy,estimable,True
32,IKZF1+SMARCD1,IKZF1,SMARCD1,matching_se_pca10_confidence,0.27279451863643933,-0.27279451863643933,higher_uncertainty,higher_expected_accuracy,estimable,True
32,IKZF1+SMARCD1,IKZF1,SMARCD1,matching_se_gene_confidence,0.039492106091106489,-0.039492106091106489,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
32,IKZF1+SMARCD1,IKZF1,SMARCD1,matching_magnitude_confidence,0.06488887278221131,-0.06488887278221131,higher_effect_size,higher_expected_accuracy,estimable,True
32,IKZF1+SMARCD1,IKZF1,SMARCD1,hash_random_confidence,0.027176899929776763,0.027176899929776763,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
32,IKZF1+SMARCD1,IKZF1,SMARCD1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
32,IKZF1+SMARCD1,IKZF1,SMARCD1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
33,INTS1+KDM1A,INTS1,KDM1A,min_single_cell_count_confidence,39,3.6888794541139363,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
33,INTS1+KDM1A,INTS1,KDM1A,min_train_pair_degree_confidence,3,1.3862943611198906,higher_train_pair_degree,higher_expected_accuracy,estimable,True
33,INTS1+KDM1A,INTS1,KDM1A,matching_se_pca10_confidence,0.25082999016138324,-0.25082999016138324,higher_uncertainty,higher_expected_accuracy,estimable,True
33,INTS1+KDM1A,INTS1,KDM1A,matching_se_gene_confidence,0.036489562200755873,-0.036489562200755873,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
33,INTS1+KDM1A,INTS1,KDM1A,matching_magnitude_confidence,0.087219763506935152,-0.087219763506935152,higher_effect_size,higher_expected_accuracy,estimable,True
33,INTS1+KDM1A,INTS1,KDM1A,hash_random_confidence,0.50830187591109588,0.50830187591109588,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
33,INTS1+KDM1A,INTS1,KDM1A,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
33,INTS1+KDM1A,INTS1,KDM1A,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
34,INTS1+RING1,INTS1,RING1,min_single_cell_count_confidence,83,4.4308167988433134,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
34,INTS1+RING1,INTS1,RING1,min_train_pair_degree_confidence,3,1.3862943611198906,higher_train_pair_degree,higher_expected_accuracy,estimable,True
34,INTS1+RING1,INTS1,RING1,matching_se_pca10_confidence,0.20279356859036515,-0.20279356859036515,higher_uncertainty,higher_expected_accuracy,estimable,True
34,INTS1+RING1,INTS1,RING1,matching_se_gene_confidence,0.0293321176102481,-0.0293321176102481,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
34,INTS1+RING1,INTS1,RING1,matching_magnitude_confidence,0.047279829547026052,-0.047279829547026052,higher_effect_size,higher_expected_accuracy,estimable,True
34,INTS1+RING1,INTS1,RING1,hash_random_confidence,0.75083735417414321,0.75083735417414321,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
34,INTS1+RING1,INTS1,RING1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
34,INTS1+RING1,INTS1,RING1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
35,INTS1+SSRP1,INTS1,SSRP1,min_single_cell_count_confidence,32,3.4965075614664802,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
35,INTS1+SSRP1,INTS1,SSRP1,min_train_pair_degree_confidence,5,1.791759469228055,higher_train_pair_degree,higher_expected_accuracy,estimable,True
35,INTS1+SSRP1,INTS1,SSRP1,matching_se_pca10_confidence,0.26659047173091788,-0.26659047173091788,higher_uncertainty,higher_expected_accuracy,estimable,True
35,INTS1+SSRP1,INTS1,SSRP1,matching_se_gene_confidence,0.040351298832036968,-0.040351298832036968,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
35,INTS1+SSRP1,INTS1,SSRP1,matching_magnitude_confidence,0.058520902976648352,-0.058520902976648352,higher_effect_size,higher_expected_accuracy,estimable,True
35,INTS1+SSRP1,INTS1,SSRP1,hash_random_confidence,0.60652192036770736,0.60652192036770736,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
35,INTS1+SSRP1,INTS1,SSRP1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
35,INTS1+SSRP1,INTS1,SSRP1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
36,KDM1A+MED24,KDM1A,MED24,min_single_cell_count_confidence,39,3.6888794541139363,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
36,KDM1A+MED24,KDM1A,MED24,min_train_pair_degree_confidence,3,1.3862943611198906,higher_train_pair_degree,higher_expected_accuracy,estimable,True
36,KDM1A+MED24,KDM1A,MED24,matching_se_pca10_confidence,0.26802541962799603,-0.26802541962799603,higher_uncertainty,higher_expected_accuracy,estimable,True
36,KDM1A+MED24,KDM1A,MED24,matching_se_gene_confidence,0.039388691287906806,-0.039388691287906806,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
36,KDM1A+MED24,KDM1A,MED24,matching_magnitude_confidence,0.13303891349247446,-0.13303891349247446,higher_effect_size,higher_expected_accuracy,estimable,True
36,KDM1A+MED24,KDM1A,MED24,hash_random_confidence,0.53749045288498842,0.53749045288498842,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
36,KDM1A+MED24,KDM1A,MED24,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
36,KDM1A+MED24,KDM1A,MED24,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
37,KDM1A+SMARCD1,KDM1A,SMARCD1,min_single_cell_count_confidence,39,3.6888794541139363,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
37,KDM1A+SMARCD1,KDM1A,SMARCD1,min_train_pair_degree_confidence,3,1.3862943611198906,higher_train_pair_degree,higher_expected_accuracy,estimable,True
37,KDM1A+SMARCD1,KDM1A,SMARCD1,matching_se_pca10_confidence,0.28219476783923164,-0.28219476783923164,higher_uncertainty,higher_expected_accuracy,estimable,True
37,KDM1A+SMARCD1,KDM1A,SMARCD1,matching_se_gene_confidence,0.041114486347734694,-0.041114486347734694,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
37,KDM1A+SMARCD1,KDM1A,SMARCD1,matching_magnitude_confidence,0.10301837055539244,-0.10301837055539244,higher_effect_size,higher_expected_accuracy,estimable,True
37,KDM1A+SMARCD1,KDM1A,SMARCD1,hash_random_confidence,0.033161136167865618,0.033161136167865618,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
37,KDM1A+SMARCD1,KDM1A,SMARCD1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
37,KDM1A+SMARCD1,KDM1A,SMARCD1,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
38,MED13L+MED14,MED13L,MED14,min_single_cell_count_confidence,27,3.3322045101752038,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
38,MED13L+MED14,MED13L,MED14,min_train_pair_degree_confidence,0,0,higher_train_pair_degree,higher_expected_accuracy,estimable,True
38,MED13L+MED14,MED13L,MED14,matching_se_pca10_confidence,0.35508439138269737,-0.35508439138269737,higher_uncertainty,higher_expected_accuracy,estimable,True
38,MED13L+MED14,MED13L,MED14,matching_se_gene_confidence,0.051064724804446487,-0.051064724804446487,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
38,MED13L+MED14,MED13L,MED14,matching_magnitude_confidence,0.12088770966514796,-0.12088770966514796,higher_effect_size,higher_expected_accuracy,estimable,True
38,MED13L+MED14,MED13L,MED14,hash_random_confidence,0.60524234790474174,0.60524234790474174,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
38,MED13L+MED14,MED13L,MED14,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
38,MED13L+MED14,MED13L,MED14,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
39,MED13L+MED22,MED13L,MED22,min_single_cell_count_confidence,27,3.3322045101752038,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
39,MED13L+MED22,MED13L,MED22,min_train_pair_degree_confidence,0,0,higher_train_pair_degree,higher_expected_accuracy,estimable,True
39,MED13L+MED22,MED13L,MED22,matching_se_pca10_confidence,0.33403957401932372,-0.33403957401932372,higher_uncertainty,higher_expected_accuracy,estimable,True
39,MED13L+MED22,MED13L,MED22,matching_se_gene_confidence,0.050689499292035242,-0.050689499292035242,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
39,MED13L+MED22,MED13L,MED22,matching_magnitude_confidence,0.13531868058479518,-0.13531868058479518,higher_effect_size,higher_expected_accuracy,estimable,True
39,MED13L+MED22,MED13L,MED22,hash_random_confidence,0.75524886692245763,0.75524886692245763,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
39,MED13L+MED22,MED13L,MED22,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
39,MED13L+MED22,MED13L,MED22,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
40,MED13L+MED24,MED13L,MED24,min_single_cell_count_confidence,27,3.3322045101752038,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
40,MED13L+MED24,MED13L,MED24,min_train_pair_degree_confidence,0,0,higher_train_pair_degree,higher_expected_accuracy,estimable,True
40,MED13L+MED24,MED13L,MED24,matching_se_pca10_confidence,0.32537231045695436,-0.32537231045695436,higher_uncertainty,higher_expected_accuracy,estimable,True
40,MED13L+MED24,MED13L,MED24,matching_se_gene_confidence,0.046371730857390131,-0.046371730857390131,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
40,MED13L+MED24,MED13L,MED24,matching_magnitude_confidence,0.11608633825165519,-0.11608633825165519,higher_effect_size,higher_expected_accuracy,estimable,True
40,MED13L+MED24,MED13L,MED24,hash_random_confidence,0.89598487925366432,0.89598487925366432,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
40,MED13L+MED24,MED13L,MED24,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
40,MED13L+MED24,MED13L,MED24,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
41,MED14+MED19,MED14,MED19,min_single_cell_count_confidence,48,3.8918202981106265,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
41,MED14+MED19,MED14,MED19,min_train_pair_degree_confidence,1,0.69314718055994529,higher_train_pair_degree,higher_expected_accuracy,estimable,True
41,MED14+MED19,MED14,MED19,matching_se_pca10_confidence,0.29290250286294606,-0.29290250286294606,higher_uncertainty,higher_expected_accuracy,estimable,True
41,MED14+MED19,MED14,MED19,matching_se_gene_confidence,0.043323285794411824,-0.043323285794411824,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
41,MED14+MED19,MED14,MED19,matching_magnitude_confidence,0.12924140886670746,-0.12924140886670746,higher_effect_size,higher_expected_accuracy,estimable,True
41,MED14+MED19,MED14,MED19,hash_random_confidence,0.51794753874971322,0.51794753874971322,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
41,MED14+MED19,MED14,MED19,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
41,MED14+MED19,MED14,MED19,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
42,MED16+MED19,MED16,MED19,min_single_cell_count_confidence,48,3.8918202981106265,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
42,MED16+MED19,MED16,MED19,min_train_pair_degree_confidence,0,0,higher_train_pair_degree,higher_expected_accuracy,estimable,True
42,MED16+MED19,MED16,MED19,matching_se_pca10_confidence,0.28723768685460555,-0.28723768685460555,higher_uncertainty,higher_expected_accuracy,estimable,True
42,MED16+MED19,MED16,MED19,matching_se_gene_confidence,0.042008873450739247,-0.042008873450739247,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
42,MED16+MED19,MED16,MED19,matching_magnitude_confidence,0.09183584340892971,-0.09183584340892971,higher_effect_size,higher_expected_accuracy,estimable,True
42,MED16+MED19,MED16,MED19,hash_random_confidence,0.25083539136389232,0.25083539136389232,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
42,MED16+MED19,MED16,MED19,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
42,MED16+MED19,MED16,MED19,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
43,MED16+MED22,MED16,MED22,min_single_cell_count_confidence,49,3.912023005428146,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
43,MED16+MED22,MED16,MED22,min_train_pair_degree_confidence,0,0,higher_train_pair_degree,higher_expected_accuracy,estimable,True
43,MED16+MED22,MED16,MED22,matching_se_pca10_confidence,0.25411736735890877,-0.25411736735890877,higher_uncertainty,higher_expected_accuracy,estimable,True
43,MED16+MED22,MED16,MED22,matching_se_gene_confidence,0.041933928532461189,-0.041933928532461189,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
43,MED16+MED22,MED16,MED22,matching_magnitude_confidence,0.12928237707594756,-0.12928237707594756,higher_effect_size,higher_expected_accuracy,estimable,True
43,MED16+MED22,MED16,MED22,hash_random_confidence,0.22869613915153819,0.22869613915153819,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
43,MED16+MED22,MED16,MED22,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
43,MED16+MED22,MED16,MED22,exact_pair_support_confidence,0,0,higher_exact_pair_support,higher_expected_accuracy,constant_non_estimable_by_design,True
44,MED24+RCOR1,MED24,RCOR1,min_single_cell_count_confidence,61,4.1271343850450917,higher_singleton_cell_support,higher_expected_accuracy,estimable,True
44,MED24+RCOR1,MED24,RCOR1,min_train_pair_degree_confidence,5,1.791759469228055,higher_train_pair_degree,higher_expected_accuracy,estimable,True
44,MED24+RCOR1,MED24,RCOR1,matching_se_pca10_confidence,0.23227786944098794,-0.23227786944098794,higher_uncertainty,higher_expected_accuracy,estimable,True
44,MED24+RCOR1,MED24,RCOR1,matching_se_gene_confidence,0.035324190662699262,-0.035324190662699262,higher_uncertainty,higher_expected_accuracy,estimable_sensitivity,True
44,MED24+RCOR1,MED24,RCOR1,matching_magnitude_confidence,0.090523072315955952,-0.090523072315955952,higher_effect_size,higher_expected_accuracy,estimable,True
44,MED24+RCOR1,MED24,RCOR1,hash_random_confidence,0.76128427738070481,0.76128427738070481,random_no_semantic_direction,higher_expected_accuracy,estimable_negative_control,True
44,MED24+RCOR1,MED24,RCOR1,constant_confidence,0,0,constant,higher_expected_accuracy,constant_non_estimable,True
