dataset_name,simple_combined_confidence_aligned_rho,simple_combined_confidence_risk_cov_80_improve_pct,learned_risk_score_aligned_rho,learned_risk_score_risk_cov_80_improve_pct,historical_residual_risk_aligned_rho,historical_residual_risk_risk_cov_80_improve_pct,model_disagreement_risk_aligned_rho,model_disagreement_risk_risk_cov_80_improve_pct
sciplex3_official_3cell,0.7097720175132364,16.79716692528193,0.8985925397661358,17.556783560260026,0.1005944860150642,3.709413998272306,0.7391838277832185,17.064821682869315
