dataset_name,predictor_name,score_name,score_type,coverage,n_kept,mean_rmse,median_rmse,full_mean_rmse,rmse_delta_vs_full
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,1.0,2229,0.07035468946166748,0.05963161426655587,0.07035468946166748,0.0
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.9,2007,0.07064683256903143,0.05993149260904638,0.07035468946166748,-0.0002921431073639458
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.8,1784,0.0703502001234134,0.05986449987539949,0.07035468946166748,4.489338254073938e-06
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.7,1561,0.07064207059740236,0.05995208031750409,0.07035468946166748,-0.0002873811357348849
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.6,1338,0.07008036403136352,0.05986449987539949,0.07035468946166748,0.00027432543030396495
sciplex3_official_3cell,ContextSimBaseline,context_similarity_score,confidence,0.5,1115,0.07026755100869259,0.06003492904549678,0.07035468946166748,8.71384529748942e-05
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,1.0,2229,0.07035468946166748,0.05963161426655587,0.07035468946166748,0.0
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.9,2007,0.06650147552094914,0.05796209411776804,0.07035468946166748,0.0038532139407183447
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.8,1784,0.06785876381619839,0.05879104589741889,0.07035468946166748,0.002495925645469091
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.7,1561,0.07020868352466332,0.060131353949056596,0.07035468946166748,0.00014600593700415943
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.6,1338,0.06956687782900808,0.05980212035023718,0.07035468946166748,0.0007878116326593965
sciplex3_official_3cell,ContextSimBaseline,historical_residual_risk,risk,0.5,1115,0.06799550206161331,0.059180678580209735,0.07035468946166748,0.002359187400054169
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,1.0,2229,0.07035468946166748,0.05963161426655587,0.07035468946166748,0.0
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.9,2007,0.0619610669693575,0.057665944266112476,0.07035468946166748,0.00839362249230998
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.8,1784,0.05775663905886944,0.05544451053115345,0.07035468946166748,0.012598050402798038
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.7,1561,0.05506708693407421,0.053457710506670544,0.07035468946166748,0.015287602527593272
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.6,1338,0.05307802196706294,0.05148771503202393,0.07035468946166748,0.01727666749460454
sciplex3_official_3cell,ContextSimBaseline,learned_risk_score,risk,0.5,1115,0.05129360164740764,0.05005465702660798,0.07035468946166748,0.019061087814259838
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,1.0,2229,0.07035468946166748,0.05963161426655587,0.07035468946166748,0.0
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.9,2007,0.061834540517928104,0.057665944266112476,0.07035468946166748,0.008520148943739377
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.8,1784,0.05824590834460672,0.05543053608572481,0.07035468946166748,0.012108781117060763
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.7,1561,0.056023223229983335,0.05339795335783003,0.07035468946166748,0.014331466231684145
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.6,1338,0.05428480213101937,0.05135704448728707,0.07035468946166748,0.01606988733064811
sciplex3_official_3cell,ContextSimBaseline,model_disagreement_risk,risk,0.5,1115,0.05264268738201188,0.05056152621420963,0.07035468946166748,0.0177120020796556
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,1.0,2229,0.07035468946166748,0.05963161426655587,0.07035468946166748,0.0
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.9,2007,0.07122688306425964,0.05993149260904638,0.07035468946166748,-0.0008721936025921639
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.8,1784,0.07271437286644017,0.060988326749124584,0.07035468946166748,-0.002359683404772689
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.7,1561,0.07443453235889161,0.06252658389164953,0.07035468946166748,-0.0040798428972241285
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.6,1338,0.07613892355483738,0.06380165827159391,0.07035468946166748,-0.0057842340931699016
sciplex3_official_3cell,ContextSimBaseline,ood_distance_risk,risk,0.5,1115,0.07410306361679653,0.06287689730333373,0.07035468946166748,-0.0037483741551290473
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,1.0,1036,0.06431487580024552,0.05336959065352988,0.06431487580024552,0.0
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.9,933,0.06561375761362889,0.054156160917063906,0.06431487580024552,-0.0012988818133833763
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.8,829,0.06753795994901741,0.0553061575015094,0.06431487580024552,-0.0032230841487718986
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.7,726,0.06971036143719474,0.05704595309431948,0.06431487580024552,-0.005395485636949221
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.6,622,0.07211664905554371,0.05847817547930209,0.06431487580024552,-0.007801773255298197
sciplex3_official_3cell,ContextSimBaseline,perturbation_stability_score,confidence,0.5,518,0.07563692486607443,0.060839057927735835,0.06431487580024552,-0.011322049065828912
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,1.0,2229,0.07035468946166748,0.05963161426655587,0.07035468946166748,0.0
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.9,2007,0.06304865662893108,0.05834443316041555,0.07035468946166748,0.007306032832736398
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.8,1784,0.06273724304926606,0.05859346490364684,0.07035468946166748,0.0076174464124014185
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.7,1561,0.06274547979676477,0.059180678580209735,0.07035468946166748,0.007609209664902708
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.6,1338,0.06320820226207201,0.060194311282845595,0.07035468946166748,0.007146487199595472
sciplex3_official_3cell,ContextSimBaseline,prediction_magnitude_risk,risk,0.5,1115,0.06378475506093172,0.06134932505347651,0.07035468946166748,0.0065699344007357635
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,1.0,2229,0.07035468946166748,0.05963161426655587,0.07035468946166748,0.0
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,0.9,2007,0.06997497151313319,0.05945807640064189,0.07035468946166748,0.0003797179485342944
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,0.8,1784,0.07024655608651646,0.059279484157922155,0.07035468946166748,0.00010813337515101773
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,0.7,1561,0.07032110166923751,0.05945807640064189,0.07035468946166748,3.358779242997045e-05
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,0.6,1338,0.06976766486232613,0.05945807640064189,0.07035468946166748,0.0005870245993413459
sciplex3_official_3cell,ContextSimBaseline,random_score,confidence,0.5,1115,0.0700531681324214,0.05964899943436549,0.07035468946166748,0.0003015213292460739
sciplex3_official_3cell,ContextSimBaseline,simple_combined_confidence,confidence,1.0,2229,0.07035468946166748,0.05963161426655587,0.07035468946166748,0.0
