scope,target,method,budget,n_tasks,spearman,utility,capture,remaining_relative_error
all,jurkat,M+D,0.3,481,0.7063367324746065,0.7675203362076543,0.3902675757931288,0.8728610001294792
all,jurkat,M+G,0.1,481,0.708397209313954,0.7512072407450847,0.1503645669845754,0.9460061187046741
all,jurkat,M+G,0.2,481,0.708397209313954,0.7581510243059717,0.2745266801127507,0.9087309032962678
all,jurkat,M+G,0.3,481,0.708397209313954,0.7296411156890035,0.385884447990903,0.879135656298737
all,jurkat,M+H,0.1,481,0.7081945172921699,0.8120554518048881,0.1542925650657962,0.9416325838040556
all,jurkat,M+H,0.2,481,0.7081945172921699,0.7757398820334774,0.27621708916700677,0.9066134898715358
all,jurkat,M+H,0.3,481,0.7081945172921699,0.7482929490073083,0.38804271228622267,0.8760459981854968
all,jurkat,M+N,0.1,481,0.6964758428333199,0.7188641347159308,0.14827668870170568,0.948330816514999
all,jurkat,M+N,0.2,481,0.6964758428333199,0.7369449468683735,0.2724886316015212,0.9112837713533027
all,jurkat,M+N,0.3,481,0.6964758428333199,0.7019146860301653,0.3826761326393694,0.883728512501379
all,jurkat,M+C,0.1,481,0.6794340542265852,0.7278074734295424,0.14885401738064166,0.947688003796091
all,jurkat,M+C,0.2,481,0.6794340542265852,0.7152250477594077,0.2704012013271887,0.913898495212558
all,jurkat,M+C,0.3,481,0.6794340542265852,0.7221669371546512,0.3850195864841413,0.8803737467295476
all,jurkat,E230,0.1,481,0.7192835563135597,0.7816338423821463,0.1523287271589967,0.9438191718438022
all,jurkat,E230,0.2,481,0.7192835563135597,0.7696638792453533,0.2756331439054183,0.9073449421393066
all,jurkat,E230,0.3,481,0.7192835563135597,0.729484330216531,0.3858663058339639,0.8791616276603076
all,jurkat,E232,0.1,481,0.712731191932437,0.7586396003772992,0.150844355853727,0.9454719093387901
all,jurkat,E232,0.2,481,0.712731191932437,0.7654274642369684,0.2752259955619213,0.9078549378508227
all,jurkat,E232,0.3,481,0.712731191932437,0.732690850684667,0.386237342746019,0.8786304706522763
