dataset,method,budget,utility,capture,spearman,remaining_relative_error
Cui_direct41,M,0.1,0.35288791111385526,0.12994756681869776,0.4093202223486827,0.9863982491749913
Cui_direct41,M,0.2,0.3517004461603553,0.2405089931429867,0.4093202223486827,0.9767288394350963
Cui_direct41,M,0.3,0.3689969010485497,0.3364787210978187,0.4093202223486827,0.972257132049991
Cui_direct41,MD,0.1,0.3712827223453739,0.13069607454680368,0.41365423048549177,0.9855451736400482
Cui_direct41,MD,0.2,0.35209976597522746,0.2407753828098951,0.41365423048549177,0.9763756671392542
Cui_direct41,MD,0.3,0.37300418175728617,0.33673227213742024,0.41365423048549177,0.9718887760629732
Cui_direct41,MDH,0.1,0.3793533566510227,0.1310352752657772,0.41466021423604077,0.9851579069723652
Cui_direct41,MDH,0.2,0.3602677933166923,0.2411619027490327,0.41466021423604077,0.9758808140713441
Cui_direct41,MDH,0.3,0.3732744845351183,0.33673813787997925,0.41466021423604077,0.9718802348403508
Cui_direct41,MDH_condition,0.1,0.3900031048079588,0.13182460619595357,0.4184898710987859,0.984254289455253
Cui_direct41,MDH_condition,0.2,0.3649384139338641,0.24118334262674937,0.4184898710987859,0.9758484810676205
Cui_direct41,MDH_condition,0.3,0.3738134402714277,0.3367526312488249,0.4184898710987859,0.9718590110678419
Cui_direct41,disagreement,0.1,0.34784378153553736,0.13193180915436933,0.31733396675587655,0.9841656689564809
Cui_direct41,disagreement,0.2,0.33952751445791846,0.24168793736005165,0.31733396675587655,0.9753318500055413
Cui_direct41,disagreement,0.3,0.3413492412233261,0.3381823393067149,0.31733396675587655,0.9696107908268471
Cui_direct41,magnitude,0.1,0.35288791111385526,0.12994756681869776,0.4093202223486827,0.9863982491749913
Cui_direct41,magnitude,0.2,0.3517004461603553,0.2405089931429867,0.4093202223486827,0.9767288394350963
Cui_direct41,magnitude,0.3,0.3689969010485497,0.3364787210978187,0.4093202223486827,0.972257132049991
Frangieh,M,0.1,0.4877517474381512,0.12112724374056921,0.5427104792733985,0.9766941809963859
Frangieh,M,0.2,0.48243323162331636,0.22771906301833145,0.5427104792733985,0.9657235213562064
Frangieh,M,0.3,0.5414200423950101,0.3337318393923823,0.5427104792733985,0.9524437503706885
Frangieh,MD,0.1,0.4987640517787469,0.12163519748808466,0.5496272401882696,0.9761298428484597
Frangieh,MD,0.2,0.507409808889992,0.22922715537193786,0.5496272401882696,0.9638385170418714
Frangieh,MD,0.3,0.5370807812534536,0.3333710079132657,0.5496272401882696,0.9529595446577326
Frangieh,MDH,0.1,0.49653206090207186,0.1215188133019993,0.547406480110099,0.9762590900235238
Frangieh,MDH,0.2,0.5042813385378362,0.2289992820646487,0.547406480110099,0.9641232258314173
Frangieh,MDH,0.3,0.5421045592205588,0.33377134207352327,0.547406480110099,0.952387480242611
Frangieh,MDH_condition,0.1,0.49904330590165297,0.12162787583817004,0.5475827193931121,0.976137907996507
Frangieh,MDH_condition,0.2,0.5034954277627707,0.22901293573509784,0.5475827193931121,0.9641061900316893
Frangieh,MDH_condition,0.3,0.5407525651200944,0.3336692955937172,0.5475827193931121,0.9525332293176801
Frangieh,disagreement,0.1,0.4543538964588298,0.11940852091928329,0.47721378174890244,0.9786039983367277
Frangieh,disagreement,0.2,0.43572708266763316,0.2248928701342986,0.47721378174890244,0.9692582049589252
Frangieh,disagreement,0.3,0.43729756483958004,0.32765218567066917,0.47721378174890244,0.9611302544221484
Frangieh,magnitude,0.1,0.4877517474381512,0.12112724374056921,0.5427104792733985,0.9766941809963859
Frangieh,magnitude,0.2,0.48243323162331636,0.22771906301833145,0.5427104792733985,0.9657235213562064
Frangieh,magnitude,0.3,0.5414200423950101,0.3337318393923823,0.5427104792733985,0.9524437503706885
Lara_exvivo,M,0.1,0.24232349061891298,0.13242219225680718,0.23920452787675422,0.9844809585122404
Lara_exvivo,M,0.2,0.25374622306295996,0.2501151906160081,0.23920452787675422,0.970778234219239
Lara_exvivo,M,0.3,0.24524141600518828,0.37252297989010763,0.23920452787675422,0.9607158259689118
Lara_exvivo,MD,0.1,0.26810373623837364,0.13352126145328713,0.25186325073394034,0.9833133754175485
Lara_exvivo,MD,0.2,0.24619313420622496,0.24970383660210832,0.25186325073394034,0.9714408079847973
Lara_exvivo,MD,0.3,0.24944601749891882,0.37313639726065495,0.25186325073394034,0.959523736651844
Lara_exvivo,MDH,0.1,0.20607115090268838,0.1303839161717854,0.2548980566534914,0.986856832916375
Lara_exvivo,MDH,0.2,0.23849046624108197,0.2490080286431083,0.2548980566534914,0.9723131872001662
Lara_exvivo,MDH,0.3,0.2524063405518321,0.37404376021070407,0.2548980566534914,0.9580489439895981
Lara_exvivo,MDH_condition,0.1,0.2455544820414993,0.13254453463831367,0.24871459589469333,0.9843327464598468
Lara_exvivo,MDH_condition,0.2,0.26512479479262874,0.25095345996291973,0.24871459589469333,0.9697276824501403
Lara_exvivo,MDH_condition,0.3,0.24656542040128798,0.3727635597060172,0.24871459589469333,0.9603577618453875
Lara_exvivo,disagreement,0.1,0.27943169763953757,0.13474969710519996,0.21281085187925516,0.9819411841776884
Lara_exvivo,disagreement,0.2,0.23937306445396217,0.24766415132561245,0.21281085187925516,0.9739213420018797
Lara_exvivo,disagreement,0.3,0.21116757409379852,0.3684769626185625,0.21281085187925516,0.9667142052778452
Lara_exvivo,magnitude,0.1,0.24232349061891298,0.13242219225680718,0.23920452787675422,0.9844809585122404
Lara_exvivo,magnitude,0.2,0.25374622306295996,0.2501151906160081,0.23920452787675422,0.970778234219239
Lara_exvivo,magnitude,0.3,0.24524141600518828,0.37252297989010763,0.23920452787675422,0.9607158259689118
Santinha,M,0.1,0.4004032096408471,0.1515071802864171,0.3599955771782397,0.9803694855591554
Santinha,M,0.2,0.4081830334018205,0.24421550504282558,0.3599955771782397,0.966700789543314
Santinha,M,0.3,0.40421067007336403,0.38336045759357124,0.3599955771782397,0.9537581426221682
Santinha,MD,0.1,0.3468059414215032,0.1486761633039722,0.3582069143446852,0.9834150659947701
Santinha,MD,0.2,0.3636182769719444,0.23973442604200418,0.3582069143446852,0.9723522411178763
Santinha,MD,0.3,0.37330675476151554,0.3816172415630169,0.3582069143446852,0.9559325843562994
Santinha,MDH,0.1,0.3812335987260724,0.14983355260804634,0.3579549977885891,0.9821017627679238
Santinha,MDH,0.2,0.3828593673193547,0.24082898662815894,0.3579549977885891,0.9709293495251616
Santinha,MDH,0.3,0.3781628921005996,0.38178191666603317,0.3579549977885891,0.9557641377823703
Santinha,MDH_condition,0.1,0.3384576188961139,0.1481812771748033,0.3531068480023588,0.9839629621769592
Santinha,MDH_condition,0.2,0.3597661236251435,0.23969811943385716,0.3531068480023588,0.9724263884900312
Santinha,MDH_condition,0.3,0.38122879769871343,0.3824478646494572,0.3531068480023588,0.9547457744287746
