metric,bootstrap_draws,ci_low_2.5pct,median,ci_high_97.5pct,fraction_above_zero
safeconf__error_centered_pearson_mean,3000,-0.09239285649732637,-0.0410348897266637,0.010069730839248208,0.05566666666666667
delta_safeconf_minus_magnitude__error_centered_pearson_mean,3000,-0.14589822122611082,-0.08826380060483859,-0.033413844017059845,0.0013333333333333333
safeconf__error_centered_cosine_mean,3000,-0.08612099163194525,-0.03455835568654944,0.015354888749131686,0.094
delta_safeconf_minus_magnitude__error_centered_cosine_mean,3000,-0.12991646107373278,-0.07251643150512799,-0.017084648380685418,0.0036666666666666666
safeconf__excess_rmse_mean_vs_training_perturbed_mean,3000,-0.10702220239278855,-0.05899899105561136,-0.016497630314653153,0.005666666666666667
delta_safeconf_minus_magnitude__excess_rmse_mean_vs_training_perturbed_mean,3000,-0.15229715944824457,-0.10171938637978134,-0.0566905467242087,0.0
ensemble_advantage_over_training_perturbed_mean,3000,0.1621444820018277,0.16509311015473288,0.16789812209461338,1.0
