dataset,n_tasks,rmse_scgpt_mean,rmse_gears_mean,rmse_individual_mean,rmse_ensemble_mean,rmse_training_perturbed_mean,ensemble_minus_simple_baseline,fraction_tasks_ensemble_beats_simple_baseline,truth_alignment_with_training_mean
Frangieh,837,0.05258872394020395,0.056595610891927835,0.054592167416065894,0.05318104761248584,0.1469848820853207,-0.09380383447283487,0.98805256869773,0.9909035822681487
Lara_exvivo,345,0.10729558962604352,0.10053320787903663,0.10391439875254005,0.09826635653281,0.2294894655737549,-0.13122310904094492,0.9855072463768116,0.9934725892716559
Liang,612,0.08245692360987196,0.08271602981049941,0.0825864767101857,0.07938928075441626,0.2723841657669622,-0.19299488501254594,1.0,0.9911301239253649
Santinha,255,0.05340282005796841,0.052026198302371734,0.05271450918017007,0.0501613042066588,0.4196702780529861,-0.36950897384632725,1.0,0.9762651074166392
Shifrut,172,0.08768047521690597,0.06044839393996612,0.07406443457843605,0.06621581887963136,0.2780443359929338,-0.21182851711330244,1.0,0.9897825825353002
Tian_CRISPRi,732,0.09746255268217252,0.09905632015569091,0.09825943641893171,0.09611092563124872,0.08637966325366066,0.009731262377588052,0.14344262295081966,0.9990052601190212
