perturbation,n_cells,gears_ensemble_rmse,scgpt_finetuned_rmse,task_mean_rmse,task_max_rmse,risk_gears_scgpt_disagreement,risk_gears_predicted_magnitude,risk_scgpt_predicted_magnitude,true_l2_diagnostic,uses_target_truth_in_deployable_risk
ATF4+ctrl,382,0.06041790884145862,0.11583371748497132,0.08812581316321497,0.11583371748497132,0.10307713858550464,0.8263827562332153,2.3688833713531494,1.2008140087127686,False
COPZ1+ctrl,291,0.11901599316196891,0.14861632464973337,0.13381615890585113,0.14861632464973337,0.07754724003362537,1.3232797384262085,1.6609514951705933,3.49477481842041,False
DAD1+ctrl,774,0.07195821366003856,0.06579344781326811,0.06887583073665333,0.07195821366003856,0.07077745713539835,1.0940232276916504,1.799185037612915,1.7507883310317993,False
DERL2+ctrl,676,0.062038854259937985,0.0819017909316196,0.07197032259577879,0.0819017909316196,0.06127173160289892,0.7810169458389282,1.4898667335510254,1.616265058517456,False
DNAJC19+ctrl,1588,0.13055408884982492,0.12171517332825942,0.12613463108904216,0.13055408884982492,0.0786703925065196,1.577025294303894,2.368257999420166,4.196215629577637,False
EIF2S1+ctrl,534,0.2938470385866767,0.25024383499094954,0.2720454367888131,0.2938470385866767,0.086255750273959,0.7951510548591614,2.087805986404419,6.990969181060791,False
GBF1+ctrl,1012,0.036481836513266,0.07803533402861673,0.05725858527094137,0.07803533402861673,0.07438865407887552,0.8485541343688965,1.8500927686691284,1.1025729179382324,False
IARS2+ctrl,1142,0.2182410571247132,0.2110704404722116,0.2146557487984624,0.2182410571247132,0.07846047369213095,0.9294290542602539,1.8475733995437622,5.500772953033447,False
IDH3A+ctrl,690,0.06386056378037754,0.10438393281855392,0.08412224829946573,0.10438393281855392,0.09575122472268703,0.7738056778907776,2.51047420501709,1.6294416189193726,False
MRPL39+ctrl,712,0.07831731800343295,0.0688454106415726,0.07358136432250277,0.07831731800343295,0.0856649262208165,0.8663210868835449,1.928886890411377,1.7516108751296997,False
NEDD8+ctrl,518,0.16264199692917283,0.15617437564749903,0.15940818628833592,0.16264199692917283,0.08526939369362622,0.8402403593063354,2.0317299365997314,3.8182177543640137,False
OST4+ctrl,669,0.06494987554796398,0.06640130434915502,0.0656755899485595,0.06640130434915502,0.07514008083031487,0.9022316932678223,1.619074821472168,1.4773386716842651,False
PDIA6+ctrl,618,0.0785371355897325,0.07091908546580433,0.07472811052776843,0.0785371355897325,0.07952518512816863,0.726362943649292,1.8830287456512451,1.7065892219543457,False
PSMD4+ctrl,639,0.2162949100840667,0.249336051968762,0.23281548102641436,0.249336051968762,0.10218093675578416,0.9731245040893555,2.625807523727417,5.129138946533203,False
PTDSS1+ctrl,557,0.0446355671451616,0.08280474910256552,0.06372015812386356,0.08280474910256552,0.07778697618368734,0.8364854454994202,1.896484136581421,0.688227117061615,False
SEC61G+ctrl,674,0.088403026565964,0.10550345182131465,0.09695323919363932,0.10550345182131465,0.07736028042543695,1.1115201711654663,1.5527781248092651,2.6082980632781982,False
SEL1L+ctrl,464,0.07721429679139799,0.09969627139125703,0.08845528409132751,0.09969627139125703,0.06647017295826617,1.0249415636062622,1.342822551727295,1.8394404649734497,False
SLC35B1+ctrl,644,0.043769599455385756,0.06520908535271543,0.054489342404050595,0.06520908535271543,0.06740280654832258,0.9521418213844299,1.6915568113327026,0.8357251882553101,False
SPCS3+ctrl,672,0.09711840552710271,0.11332623925037467,0.10522232238873869,0.11332623925037467,0.06540046648918615,0.7946795225143433,1.2694790363311768,2.5490896701812744,False
SRP68+ctrl,729,0.09239025295507183,0.11160744378692387,0.10199884837099785,0.11160744378692387,0.08442208280623197,0.7128457427024841,1.9768699407577515,2.364255428314209,False
SYVN1+ctrl,676,0.052271337095954024,0.06977297686206141,0.061022156979007716,0.06977297686206141,0.058879294343229936,0.8130201697349548,1.2273517847061157,1.159669041633606,False
TELO2+ctrl,711,0.055076058654256105,0.11598947478381039,0.08553276671903325,0.11598947478381039,0.10681338876866872,0.6826043725013733,2.560161828994751,1.2575089931488037,False
TIMM23+ctrl,789,0.05915003326414382,0.06538937851271634,0.06226970588843008,0.06538937851271634,0.058361825329032606,1.940657377243042,2.276085376739502,2.01703143119812,False
TTI1+ctrl,542,0.1359782700885392,0.1427629062817987,0.13937058818516895,0.1427629062817987,0.07607091768507274,0.7562410831451416,1.8839980363845825,3.2031939029693604,False
