epoch,train_mse,val_mse,learning_rate,improved,seconds
1,0.3244093575573275,0.27949803868929546,9e-05,True,69.16752600669861
2,0.2674152861826974,0.2781033379336198,8.1e-05,True,68.5498275756836
3,0.26157875886922394,0.2825743498901526,7.290000000000001e-05,False,68.34872508049011
4,0.2585471250611698,0.2777778418113788,6.561000000000002e-05,True,68.4972276687622
5,0.25765443261973975,0.2839414863536755,5.904900000000002e-05,False,68.3792142868042
6,0.25727646916114977,0.2783129992584387,5.314410000000002e-05,False,68.33159136772156
7,0.25650864666348455,0.27997396054367224,4.782969000000002e-05,False,68.32119417190552
