perturbation,gears_rmse,scgpt_rmse,task_mean_rmse,task_max_rmse,disagreement_rmse,disagreement_cosine,gears_pred_l2,scgpt_pred_l2,consensus_pred_l2_mean,true_l2,risk_disagreement_z,risk_disagreement_plus_pred_magnitude_z,diagnostic_true_magnitude_z
TIMM23,0.29637768864631653,0.3118305504322052,0.30410411953926086,0.3118305504322052,0.1455189287662506,0.9534306496355631,3.2933313846588135,0.013808312825858593,1.653569848742336,7.056556701660156,2.4021573085338193,4.804351775494489,0.8157565134073691
YIPF5,0.25648850202560425,0.26698243618011475,0.2617354691028595,0.26698243618011475,0.0743909627199173,1.053479033083319,1.6825594902038574,0.012518052011728287,0.8475387711077929,6.0412068367004395,-0.11906981659111843,-0.24079014833036705,-0.5060304710783808
CCND3,0.28095316886901855,0.27956342697143555,0.28025829792022705,0.28095316886901855,0.07037686556577682,1.0770623092271387,1.591339349746704,0.013617614284157753,0.8024784820154309,6.326241970062256,-0.26135492876926275,-0.5241719671115209,-0.13497046270012947
NEDD8,0.2872130572795868,0.3110988438129425,0.29915595054626465,0.3110988438129425,0.07008369266986847,0.9896674261431311,1.5858964920043945,0.01830846443772316,0.8021024782210588,7.04486608505249,-0.271746839273692,-0.5357412534855854,0.800537616546395
DERL2,0.304555207490921,0.3231973648071289,0.31387628614902496,0.3231973648071289,0.06548244506120682,1.0143319208107755,1.4815491437911987,0.008667082525789738,0.7451081131584942,7.313259124755859,-0.43484429482046194,-0.877304435001713,1.1499328731464982
DAD1,0.2790733575820923,0.28048276901245117,0.27977806329727173,0.28048276901245117,0.061979055404663086,1.0173850512421934,1.4020367860794067,0.01668119803071022,0.7093589920550585,6.350208759307861,-0.5590266878078618,-1.1134275934224607,-0.1037703895253414
UFM1,0.21706321835517883,0.21549132466316223,0.21627727150917053,0.21706321835517883,0.056418877094984055,1.061496878399128,1.2756943702697754,0.013747237622737885,0.6447208039462566,4.877110958099365,-0.756114741271423,-1.5129163781428416,-2.0214556797964116
