culture_condition,stratum,n_tasks,n_leave_one_seed_out_estimators,n_pairwise_correlations,minimum_pairwise_spearman,median_pairwise_spearman,maximum_pairwise_spearman,kendall_w,bootstrap_valid,bootstrap_ci95_lower,bootstrap_ci95_upper,passed
Rest,all_200,200,5,10,0.85449336233405848,0.92523363084077115,0.97853446336158412,0.93186109652741322,2000,0.89428312163243107,0.93929568155062937,True
Rest,seen_160,160,5,10,0.7396079924997071,0.8685529708191726,0.96137349115199811,0.88032321575061523,2000,0.81704770289243522,0.89497744993686601,True
Stim8hr,all_200,200,5,10,0.85771394284857139,0.92773719342983585,0.98072451811295291,0.93330497262431555,2000,0.89768980769464357,0.94052126998133823,True
Stim8hr,seen_160,160,5,10,0.74519512480956296,0.8719105238485878,0.96552502050861355,0.88314871674674789,2000,0.82196495727343766,0.8972888615001372,True
Stim48hr,all_200,200,5,10,0.85474986874671888,0.92467111677791958,0.97814145353633852,0.93139704492612319,2000,0.89353228418505826,0.93816666995030484,True
Stim48hr,seen_160,160,5,10,0.73946150240243758,0.86659146841673507,0.96077581155513891,0.8789975389663659,2000,0.81645005009521798,0.89436085795721953,True
