seed,model,epoch,train_mse,validation_mse
3407,scGPT,1,0.24056521814006071,0.010827051491166155
3407,scGPT,2,0.020775176041449111,0.0098635845662405092
3407,scGPT,3,0.021085046759496132,0.0099081750493496649
3407,scGPT,4,0.02048886826572319,0.010071429889649153
3407,scGPT,5,0.020714172162115574,0.010739817625532548
3407,GEARS,1,0.023092740168794989,0.010247043954829374
3407,GEARS,2,0.020034089731052519,0.010512308186541001
3407,GEARS,3,0.019531589187681674,0.01056049515803655
3407,GEARS,4,0.019217802149554094,0.010502041783183813
3407,GEARS,5,0.018942314370845755,0.010998551237086455
3407,GEARS,6,0.018860724630455176,0.010806464543566107
3407,GEARS,7,0.018738556063423555,0.011055584903806448
3408,scGPT,1,0.15290701435878873,0.0099837024851391707
3408,scGPT,2,0.021331450389698147,0.0098854156366238993
3408,scGPT,3,0.020417428094272813,0.010247583516562979
3408,scGPT,4,0.02103104058963557,0.011218115796024601
3408,scGPT,5,0.020639544803028306,0.01045588068664074
3408,GEARS,1,0.022776218255360921,0.010300682329883178
3408,GEARS,2,0.019899195339530707,0.010754816653206944
3408,GEARS,3,0.019471659107754627,0.011023240955546498
3408,GEARS,4,0.019213178117449086,0.010787657058487336
3408,GEARS,5,0.019185688020661472,0.010566091599563758
3408,GEARS,6,0.018905109865590929,0.010700453631579876
3408,GEARS,7,0.018712985779469213,0.01115558457871278
3409,scGPT,1,0.24300025880026321,0.0099808245276411366
3409,scGPT,2,0.020447520756473145,0.010984671395272016
3409,scGPT,3,0.020523223622391621,0.010463841166347266
3409,scGPT,4,0.020576532371342181,0.010254701599478722
3409,GEARS,1,0.023268503152454892,0.010616689221933484
3409,GEARS,2,0.019905504724010824,0.010432697118570406
3409,GEARS,3,0.019483397171522181,0.011470122076570988
3409,GEARS,4,0.019282351480796933,0.010742678819224239
3409,GEARS,5,0.019018611389522752,0.011005285475403071
3409,GEARS,6,0.018871397913123169,0.010932240076363087
3409,GEARS,7,0.018751495874797304,0.011541454105948408
3409,GEARS,8,0.018612242241700491,0.010945016952852408
3410,scGPT,1,0.21231180229224264,0.009932036061460774
3410,scGPT,2,0.021365297104542453,0.011691364242384832
3410,scGPT,3,0.020761806471273302,0.0099404836694399513
3410,scGPT,4,0.020417256032427153,0.010617977318664392
3410,GEARS,1,0.022831302058572572,0.010787386385103067
3410,GEARS,2,0.019648963368187347,0.010413170916338761
3410,GEARS,3,0.019367243861779571,0.010476979333907366
3410,GEARS,4,0.019167216215282678,0.010693444854890306
3410,GEARS,5,0.018978170196836192,0.010657714633271097
3410,GEARS,6,0.01876332159154117,0.011044182411084572
3410,GEARS,7,0.01880512360172967,0.010664724356805285
3410,GEARS,8,0.018610797279203933,0.010813882248476148
3411,scGPT,1,0.30806434955447914,0.010447436741863688
3411,scGPT,2,0.021881797971824806,0.010433020706598958
3411,scGPT,3,0.020722461290036638,0.0098832226047913235
3411,scGPT,4,0.020574689377099276,0.0099333693273365494
3411,scGPT,5,0.020328949422885975,0.0098462139877180267
3411,scGPT,6,0.020639795561631522,0.010937562181303899
3411,scGPT,7,0.020364308698723712,0.011759426289548477
3411,scGPT,8,0.021171418406690162,0.0099922351849575843
3411,GEARS,1,0.022693597121785085,0.010127529129385948
3411,GEARS,2,0.019877286007006962,0.010746974948172767
3411,GEARS,3,0.019487696125482519,0.01099669475418826
3411,GEARS,4,0.019302981533110143,0.010578804727022847
3411,GEARS,5,0.01914926365328332,0.011232576053589582
3411,GEARS,6,0.018872229366873702,0.010853254158670703
3411,GEARS,7,0.018662616920967896,0.011133567476645113
