level,group_id,dataset_name,score_name,n_records,n_task_clusters,n_predictors,aligned_rho,partial_rho_control_magnitude,rc80_improvement_pct,excess_aurc,aurc_reduction_vs_random_pct,mean_rmse,median_rmse,mean_effect_scale,n_bootstrap_requested,n_bootstrap_valid,aligned_rho_bootstrap_mean,aligned_rho_ci_low,aligned_rho_ci_high,partial_rho_control_magnitude_bootstrap_mean,partial_rho_control_magnitude_ci_low,partial_rho_control_magnitude_ci_high,rc80_improvement_pct_bootstrap_mean,rc80_improvement_pct_ci_low,rc80_improvement_pct_ci_high,excess_aurc_bootstrap_mean,excess_aurc_ci_low,excess_aurc_ci_high,aurc_reduction_vs_random_pct_bootstrap_mean,aurc_reduction_vs_random_pct_ci_low,aurc_reduction_vs_random_pct_ci_high
overall,overall,Tahoe100M_pseudobulk_smoke,tahoe_protocol_v0_2_confidence,16114,8057,2,0.39893325695776743,0.4533516300453082,4.266465518203245,0.05129122352867288,5.790902147050554,0.8200595458071903,0.7866820327052487,0.8294157788824408,1000,1000,0.3990026800607458,0.38186938121264474,0.41540262566440633,0.4534267914278893,0.4414793941708075,0.4669490713617965,4.277368806307063,3.9518937697168837,4.617341520402974,0.05123551870939187,0.0496613714072187,0.05276642665374956,5.788533562591377,5.4080830268278435,6.164525325861514
predictor,V0DrugMeanAcrossDose,Tahoe100M_pseudobulk_smoke,tahoe_protocol_v0_2_confidence,8057,8057,1,0.3373453700137546,0.33012355625491674,4.293477424195127,0.05311293993881594,5.745816670273314,0.8150622631718507,0.7787713907441229,0.8294157788824408,1000,1000,0.33748597101967415,0.3170835639514925,0.35841095490501657,0.3300475035084834,0.31264218982398323,0.3462703421967322,4.2791518697460225,3.8485516382129417,4.713604623400107,0.053054205044238516,0.051073251833522175,0.05507243154116549,5.741958253697152,5.262372968147529,6.229814565059316
predictor,V0ExactDoseMean,Tahoe100M_pseudobulk_smoke,tahoe_protocol_v0_2_confidence,8057,8057,1,0.4685468744371758,0.6011475690053789,4.268584641991459,0.04695411093600377,6.07094355234583,0.8250568284425299,0.7951946673018075,0.8294157788824408,1000,1000,0.4686270453614481,0.45057500758457414,0.48667638912200073,0.6015846498625274,0.5871529036917957,0.6160429634106981,4.2689142219432625,3.963815322429465,4.590875250443198,0.04697639957283336,0.04542772893381782,0.04861797299475837,6.073908417576357,5.727110231147286,6.453612031799104
