level,group_id,dataset_name,score_name,n_records,n_task_clusters,n_predictors,aligned_rho,partial_rho_control_magnitude,rc80_improvement_pct,excess_aurc,aurc_reduction_vs_random_pct,mean_rmse,median_rmse,mean_effect_scale
overall,overall,Tahoe100M_pseudobulk_smoke,tahoe_protocol_v0_2_confidence,16114,8057,2,0.39893325695776743,0.4533516300453082,4.266465518203245,0.05129122352867288,5.790902147050554,0.8200595458071903,0.7866820327052487,0.8294157788824408
predictor,V0DrugMeanAcrossDose,Tahoe100M_pseudobulk_smoke,tahoe_protocol_v0_2_confidence,8057,8057,1,0.3373453700137546,0.33012355625491674,4.293477424195127,0.05311293993881594,5.745816670273314,0.8150622631718507,0.7787713907441229,0.8294157788824408
predictor,V0ExactDoseMean,Tahoe100M_pseudobulk_smoke,tahoe_protocol_v0_2_confidence,8057,8057,1,0.4685468744371758,0.6011475690053789,4.268584641991459,0.04695411093600377,6.07094355234583,0.8250568284425299,0.7951946673018075,0.8294157788824408
