manifest_id,task_key,context,perturbation_key,dose_key,quadrant,n_cells,predicted_effect_key,predicted_magnitude_cpa,target_truth_used_for_prediction,predicted_magnitude_ridge,cpa_ridge_disagreement_rmse,error_cpa_rmse,error_ridge_rmse,pair_mean_rmse,pair_max_rmse,true_magnitude_oracle,target_truth_used_for_scores,predicted_magnitude_mean,predicted_magnitude_max
E81_r1_p50,A549::Alvespimycin::dose=10.0,A549,Alvespimycin,10.0,new_context_new_perturbation,114,E83::E81_r1_p50::A549::Alvespimycin::dose=10.0::CPA_RDKIT::pred,0.3102142214775085,False,0.0709952563047409,0.31428858637809753,0.3239225149154663,0.11620219051837921,0.22006235271692276,0.3239225149154663,0.0878438726067543,False,0.1906047388911247,0.3102142214775085
E81_r1_p50,A549::Alvespimycin::dose=100.0,A549,Alvespimycin,100.0,new_context_new_perturbation,91,E83::E81_r1_p50::A549::Alvespimycin::dose=100.0::CPA_RDKIT::pred,0.3085211813449859,False,0.07406839728355408,0.3146216571331024,0.35377416014671326,0.19091829657554626,0.27234622836112976,0.35377416014671326,0.18122269213199615,False,0.19129478931427,0.3085211813449859
E81_r1_p50,A549::Alvespimycin::dose=1000.0,A549,Alvespimycin,1000.0,new_context_new_perturbation,66,E83::E81_r1_p50::A549::Alvespimycin::dose=1000.0::CPA_RDKIT::pred,0.3157086372375488,False,0.10628663748502731,0.3314165771007538,0.36383214592933655,0.21568618714809418,0.28975916653871536,0.36383214592933655,0.19648398458957672,False,0.21099763736128804,0.3157086372375488
E81_r1_p50,A549::Alvespimycin::dose=10000.0,A549,Alvespimycin,10000.0,new_context_new_perturbation,61,E83::E81_r1_p50::A549::Alvespimycin::dose=10000.0::CPA_RDKIT::pred,0.3094833791255951,False,0.14990827441215515,0.3430967628955841,0.3593120276927948,0.23965007066726685,0.2994810491800308,0.3593120276927948,0.19543644785881042,False,0.22969582676887512,0.3094833791255951
E81_r1_p50,A549::Belinostat::dose=10.0,A549,Belinostat,10.0,new_context_seen_perturbation,103,E83::E81_r1_p50::A549::Belinostat::dose=10.0::CPA_RDKIT::pred,0.3128187358379364,False,0.0743180438876152,0.31853246688842773,0.3241702616214752,0.1069922149181366,0.2155812382698059,0.3241702616214752,0.08538084477186203,False,0.1935683898627758,0.3128187358379364
E81_r1_p50,A549::Belinostat::dose=100.0,A549,Belinostat,100.0,new_context_seen_perturbation,109,E83::E81_r1_p50::A549::Belinostat::dose=100.0::CPA_RDKIT::pred,0.3061564564704895,False,0.08543907105922699,0.31876131892204285,0.33223846554756165,0.12806880474090576,0.2301536351442337,0.33223846554756165,0.11140452325344086,False,0.19579776376485825,0.3061564564704895
E81_r1_p50,A549::Belinostat::dose=1000.0,A549,Belinostat,1000.0,new_context_seen_perturbation,128,E83::E81_r1_p50::A549::Belinostat::dose=1000.0::CPA_RDKIT::pred,0.3187054693698883,False,0.1376103311777115,0.3524908125400543,0.3726350963115692,0.2186015248298645,0.29561831057071686,0.3726350963115692,0.20450524985790253,False,0.2281579002737999,0.3187054693698883
E81_r1_p50,A549::Belinostat::dose=10000.0,A549,Belinostat,10000.0,new_context_seen_perturbation,73,E83::E81_r1_p50::A549::Belinostat::dose=10000.0::CPA_RDKIT::pred,0.3146674931049347,False,0.20108073949813843,0.3814025819301605,0.38243937492370605,0.37311846017837524,0.37777891755104065,0.38243937492370605,0.3845198452472687,False,0.25787411630153656,0.3146674931049347
E81_r1_p50,A549::Dacinostat::dose=10.0,A549,Dacinostat,10.0,new_context_seen_perturbation,149,E83::E81_r1_p50::A549::Dacinostat::dose=10.0::CPA_RDKIT::pred,0.3069623708724975,False,0.09719942510128021,0.317503422498703,0.35027769207954407,0.1928350031375885,0.2715563476085663,0.35027769207954407,0.18852967023849487,False,0.20208089798688886,0.3069623708724975
E81_r1_p50,A549::Dacinostat::dose=100.0,A549,Dacinostat,100.0,new_context_seen_perturbation,115,E83::E81_r1_p50::A549::Dacinostat::dose=100.0::CPA_RDKIT::pred,0.3196284770965576,False,0.1429310142993927,0.35103312134742737,0.35586267709732056,0.25732022523880005,0.3065914511680603,0.35586267709732056,0.2586546242237091,False,0.23127974569797516,0.3196284770965576
E81_r1_p50,A549::Dacinostat::dose=1000.0,A549,Dacinostat,1000.0,new_context_seen_perturbation,87,E83::E81_r1_p50::A549::Dacinostat::dose=1000.0::CPA_RDKIT::pred,0.3173804879188537,False,0.22825422883033752,0.39486533403396606,0.384891152381897,0.3503722548484802,0.3676317036151886,0.384891152381897,0.3662923574447632,False,0.27281735837459564,0.3173804879188537
E81_r1_p50,A549::Dacinostat::dose=10000.0,A549,Dacinostat,10000.0,new_context_seen_perturbation,71,E83::E81_r1_p50::A549::Dacinostat::dose=10000.0::CPA_RDKIT::pred,0.315913051366806,False,0.323202520608902,0.4591495096683502,0.408109575510025,0.4195285737514496,0.4138190746307373,0.4195285737514496,0.41810569167137146,False,0.319557785987854,0.323202520608902
E81_r1_p50,A549::Flavopiridol::dose=10.0,A549,Flavopiridol,10.0,new_context_new_perturbation,98,E83::E81_r1_p50::A549::Flavopiridol::dose=10.0::CPA_RDKIT::pred,0.3138320744037628,False,0.0756274089217186,0.31912922859191895,0.34793463349342346,0.13386978209018707,0.24090220779180527,0.34793463349342346,0.10352477431297302,False,0.1947297416627407,0.3138320744037628
E81_r1_p50,A549::Flavopiridol::dose=100.0,A549,Flavopiridol,100.0,new_context_new_perturbation,77,E83::E81_r1_p50::A549::Flavopiridol::dose=100.0::CPA_RDKIT::pred,0.3241785168647766,False,0.072639599442482,0.33153006434440613,0.3348029553890228,0.19145849347114563,0.26313072443008423,0.3348029553890228,0.18132838606834412,False,0.1984090581536293,0.3241785168647766
E81_r1_p50,A549::Flavopiridol::dose=1000.0,A549,Flavopiridol,1000.0,new_context_new_perturbation,57,E83::E81_r1_p50::A549::Flavopiridol::dose=1000.0::CPA_RDKIT::pred,0.3224569857120514,False,0.12075406312942505,0.3458371162414551,0.32539963722229004,0.15459628403186798,0.239997960627079,0.32539963722229004,0.09920576214790344,False,0.22160552442073822,0.3224569857120514
E81_r1_p50,A549::Flavopiridol::dose=10000.0,A549,Flavopiridol,10000.0,new_context_new_perturbation,64,E83::E81_r1_p50::A549::Flavopiridol::dose=10000.0::CPA_RDKIT::pred,0.3209770321846008,False,0.18339736759662628,0.3726850748062134,0.3425893783569336,0.20360225439071655,0.2730958163738251,0.3425893783569336,0.08669552206993103,False,0.25218719989061356,0.3209770321846008
E81_r1_p50,A549::Givinostat::dose=10.0,A549,Givinostat,10.0,new_context_seen_perturbation,93,E83::E81_r1_p50::A549::Givinostat::dose=10.0::CPA_RDKIT::pred,0.3106546998023987,False,0.08020968735218048,0.3193642497062683,0.3312920033931732,0.12623153626918793,0.22876176983118057,0.3312920033931732,0.10244369506835938,False,0.19543219357728958,0.3106546998023987
E81_r1_p50,A549::Givinostat::dose=100.0,A549,Givinostat,100.0,new_context_seen_perturbation,100,E83::E81_r1_p50::A549::Givinostat::dose=100.0::CPA_RDKIT::pred,0.3209414780139923,False,0.09045220911502838,0.3364703953266144,0.34385445713996887,0.13937388360500336,0.24161417037248611,0.34385445713996887,0.11309608072042465,False,0.20569684356451035,0.3209414780139923
E81_r1_p50,A549::Givinostat::dose=1000.0,A549,Givinostat,1000.0,new_context_seen_perturbation,120,E83::E81_r1_p50::A549::Givinostat::dose=1000.0::CPA_RDKIT::pred,0.3217937350273132,False,0.16283422708511353,0.36701053380966187,0.36268314719200134,0.2260810136795044,0.29438208043575287,0.36268314719200134,0.19746655225753784,False,0.24231398105621335,0.3217937350273132
E81_r1_p50,A549::Givinostat::dose=10000.0,A549,Givinostat,10000.0,new_context_seen_perturbation,92,E83::E81_r1_p50::A549::Givinostat::dose=10000.0::CPA_RDKIT::pred,0.3177322149276733,False,0.24785831570625305,0.4119519293308258,0.4152437150478363,0.37834829092025757,0.39679600298404694,0.4152437150478363,0.40081673860549927,False,0.2827952653169632,0.3177322149276733
E81_r1_p50,A549::Hesperadin::dose=10.0,A549,Hesperadin,10.0,new_context_new_perturbation,45,E83::E81_r1_p50::A549::Hesperadin::dose=10.0::CPA_RDKIT::pred,0.3142013251781463,False,0.07442104816436768,0.320258766412735,0.41536206007003784,0.19207437336444855,0.3037182167172432,0.41536206007003784,0.18560728430747986,False,0.194311186671257,0.3142013251781463
E81_r1_p50,A549::Hesperadin::dose=100.0,A549,Hesperadin,100.0,new_context_new_perturbation,40,E83::E81_r1_p50::A549::Hesperadin::dose=100.0::CPA_RDKIT::pred,0.3118250668048858,False,0.05276016518473625,0.31546929478645325,0.36757540702819824,0.1506793051958084,0.2591273561120033,0.36757540702819824,0.14744621515274048,False,0.18229261599481103,0.3118250668048858
E81_r1_p50,A549::Hesperadin::dose=1000.0,A549,Hesperadin,1000.0,new_context_new_perturbation,30,E83::E81_r1_p50::A549::Hesperadin::dose=1000.0::CPA_RDKIT::pred,0.3201223611831665,False,0.07012102752923965,0.32879650592803955,0.3886795938014984,0.188012957572937,0.2883462756872177,0.3886795938014984,0.17796356976032257,False,0.19512169435620308,0.3201223611831665
E81_r1_p50,A549::Hesperadin::dose=10000.0,A549,Hesperadin,10000.0,new_context_new_perturbation,38,E83::E81_r1_p50::A549::Hesperadin::dose=10000.0::CPA_RDKIT::pred,0.3203285634517669,False,0.10926327109336853,0.3410018980503082,0.33738434314727783,0.2286917269229889,0.28303803503513336,0.33738434314727783,0.21182090044021606,False,0.21479591727256772,0.3203285634517669
E81_r1_p50,A549::Quisinostat::dose=10.0,A549,Quisinostat,10.0,new_context_new_perturbation,130,E83::E81_r1_p50::A549::Quisinostat::dose=10.0::CPA_RDKIT::pred,0.3152662515640259,False,0.09394161403179169,0.32706087827682495,0.3549160063266754,0.3374365270137787,0.34617626667022705,0.3549160063266754,0.3093550503253937,False,0.20460393279790878,0.3152662515640259
E81_r1_p50,A549::Quisinostat::dose=100.0,A549,Quisinostat,100.0,new_context_new_perturbation,94,E83::E81_r1_p50::A549::Quisinostat::dose=100.0::CPA_RDKIT::pred,0.3166285157203674,False,0.0754234716296196,0.32552090287208557,0.35596275329589844,0.3330834209918976,0.344523087143898,0.35596275329589844,0.3263247013092041,False,0.1960259936749935,0.3166285157203674
E81_r1_p50,A549::Quisinostat::dose=1000.0,A549,Quisinostat,1000.0,new_context_new_perturbation,63,E83::E81_r1_p50::A549::Quisinostat::dose=1000.0::CPA_RDKIT::pred,0.3080907166004181,False,0.09700256586074829,0.32498884201049805,0.40359431505203247,0.39674457907676697,0.4001694470643997,0.40359431505203247,0.4050014019012451,False,0.2025466412305832,0.3080907166004181
E81_r1_p50,A549::Quisinostat::dose=10000.0,A549,Quisinostat,10000.0,new_context_new_perturbation,76,E83::E81_r1_p50::A549::Quisinostat::dose=10000.0::CPA_RDKIT::pred,0.311949223279953,False,0.14137688279151917,0.3463420271873474,0.42081278562545776,0.410317987203598,0.4155653864145279,0.42081278562545776,0.4296248257160187,False,0.22666305303573608,0.311949223279953
E81_r1_p50,A549::TAK901::dose=10.0,A549,TAK901,10.0,new_context_seen_perturbation,109,E83::E81_r1_p50::A549::TAK901::dose=10.0::CPA_RDKIT::pred,0.3129109740257263,False,0.07502039521932602,0.3197252154350281,0.3299524188041687,0.10418229550123215,0.21706735715270042,0.3299524188041687,0.0725817084312439,False,0.19396568462252617,0.3129109740257263
E81_r1_p50,A549::TAK901::dose=100.0,A549,TAK901,100.0,new_context_seen_perturbation,57,E83::E81_r1_p50::A549::TAK901::dose=100.0::CPA_RDKIT::pred,0.3059104979038238,False,0.08321578800678253,0.3139999210834503,0.38486653566360474,0.1711776703596115,0.2780221030116081,0.38486653566360474,0.15904352068901062,False,0.19456314295530316,0.3059104979038238
E81_r1_p50,A549::TAK901::dose=1000.0,A549,TAK901,1000.0,new_context_seen_perturbation,54,E83::E81_r1_p50::A549::TAK901::dose=1000.0::CPA_RDKIT::pred,0.3106887340545654,False,0.1106652319431305,0.32570457458496094,0.3808416426181793,0.18959471583366394,0.28521817922592163,0.3808416426181793,0.16303543746471405,False,0.21067698299884793,0.3106887340545654
