culture_condition,stratum,n_tasks,all_finite,n_levels,std,passed
Rest,all_200,200,True,200,1.0055000781323662,True
Rest,seen_160,160,True,160,1.0194121443083202,True
Stim8hr,all_200,200,True,200,0.99647056602300843,True
Stim8hr,seen_160,160,True,160,1.0111062505979291,True
Stim48hr,all_200,200,True,200,0.99502036424491547,True
Stim48hr,seen_160,160,True,160,1.010622634676148,True
