quadrant,score_name,target_error,n_tasks,spearman,manifest_id
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,51,0.4565610859728506,E81_r1_p25
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,4,0.7999999999999999,E81_r1_p25
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,4,0.7999999999999999,E81_r1_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,4,0.7999999999999999,E81_r1_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,4,0.3999999999999999,E81_r1_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,4,0.6000000000000001,E81_r1_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,4,0.7999999999999999,E81_r1_p25
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,20,0.362406015037594,E81_r1_p50
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,20,0.0812030075187969,E81_r1_p50
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,20,-0.2616541353383458,E81_r1_p50
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,20,0.5293233082706766,E81_r1_p50
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,20,0.4180451127819548,E81_r1_p50
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,20,-0.2616541353383458,E81_r1_p50
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,16,0.8588235294117647,E81_r1_p50
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,16,0.6647058823529411,E81_r1_p50
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,16,0.2352941176470588,E81_r1_p50
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,16,0.9676470588235294,E81_r1_p50
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,16,0.95,E81_r1_p50
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,16,0.3323529411764706,E81_r1_p50
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,35,0.1546218487394958,E81_r1_p50
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,35,0.3817927170868347,E81_r1_p50
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,35,0.369187675070028,E81_r1_p50
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,35,0.6302521008403362,E81_r1_p50
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,35,0.5739495798319328,E81_r1_p50
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,35,0.3574229691876751,E81_r1_p50
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,6,0.942857142857143,E81_r1_p50
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,6,0.8857142857142858,E81_r1_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,6,0.5428571428571429,E81_r1_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,6,0.6571428571428573,E81_r1_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,6,0.8857142857142858,E81_r1_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,6,0.8857142857142858,E81_r1_p50
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,26,0.8707692307692306,E81_r2_p25
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,26,0.5808547008547009,E81_r2_p25
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,26,0.643076923076923,E81_r2_p25
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,26,0.8393162393162392,E81_r2_p25
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,26,0.8488888888888889,E81_r2_p25
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,26,0.6478632478632478,E81_r2_p25
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,8,0.5952380952380953,E81_r2_p25
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,8,-0.3571428571428572,E81_r2_p25
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,8,0.3333333333333334,E81_r2_p25
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,8,0.9523809523809524,E81_r2_p25
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,8,0.7619047619047621,E81_r2_p25
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,8,0.3333333333333334,E81_r2_p25
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,54,0.3898989898989899,E81_r2_p25
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,54,0.4629311987802553,E81_r2_p25
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,54,0.3923384791309319,E81_r2_p25
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,54,0.650771869639794,E81_r2_p25
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,54,0.6340766152086906,E81_r2_p25
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,54,0.3923384791309319,E81_r2_p25
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,4,0.7999999999999999,E81_r2_p25
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,4,1.0,E81_r2_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,4,0.3999999999999999,E81_r2_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,4,0.7999999999999999,E81_r2_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,4,0.3999999999999999,E81_r2_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,4,0.3999999999999999,E81_r2_p25
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,18,0.7791537667698658,E81_r2_p50
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,18,0.3519091847265222,E81_r2_p50
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,18,0.283797729618163,E81_r2_p50
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,18,0.7358101135190918,E81_r2_p50
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,18,0.6759545923632612,E81_r2_p50
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,18,0.283797729618163,E81_r2_p50
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,16,0.7294117647058823,E81_r2_p50
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,16,0.2235294117647058,E81_r2_p50
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,16,0.4264705882352941,E81_r2_p50
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,16,0.8705882352941177,E81_r2_p50
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,16,0.8117647058823528,E81_r2_p50
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,16,0.6147058823529412,E81_r2_p50
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,38,-0.1999124630703578,E81_r2_p50
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,38,0.0289966079439763,E81_r2_p50
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,38,0.1257249151985994,E81_r2_p50
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,38,0.6432870117080643,E81_r2_p50
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,38,0.4454535507167086,E81_r2_p50
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,38,0.1287887077360761,E81_r2_p50
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,6,0.8285714285714287,E81_r2_p50
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,6,0.942857142857143,E81_r2_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,6,-0.7142857142857143,E81_r2_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,6,0.3142857142857143,E81_r2_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,6,0.8285714285714287,E81_r2_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,6,0.7142857142857143,E81_r2_p50
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,8,0.9523809523809524,E81_r2_p75
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,8,0.8571428571428572,E81_r2_p75
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,8,-0.4047619047619048,E81_r2_p75
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,8,0.9047619047619048,E81_r2_p75
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,8,0.9047619047619048,E81_r2_p75
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,8,-0.4523809523809524,E81_r2_p75
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,26,0.6553846153846153,E81_r2_p75
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,26,0.282051282051282,E81_r2_p75
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,26,0.2533333333333333,E81_r2_p75
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,26,0.8147008547008547,E81_r2_p75
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,26,0.6977777777777777,E81_r2_p75
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,26,0.3244444444444444,E81_r2_p75
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,16,0.2911764705882353,E81_r2_p75
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,16,0.3823529411764705,E81_r2_p75
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,16,0.3529411764705882,E81_r2_p75
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,16,0.4058823529411764,E81_r2_p75
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,16,0.5117647058823529,E81_r2_p75
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,16,0.4764705882352941,E81_r2_p75
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,11,0.8272727272727273,E81_r2_p75
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,11,0.6727272727272727,E81_r2_p75
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,11,0.5909090909090909,E81_r2_p75
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,11,0.5,E81_r2_p75
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,11,0.8909090909090911,E81_r2_p75
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,11,0.7454545454545456,E81_r2_p75
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,25,0.8653846153846154,E81_r3_p25
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,25,0.8715384615384615,E81_r3_p25
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,25,0.083076923076923,E81_r3_p25
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,25,0.89,E81_r3_p25
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,25,0.8669230769230768,E81_r3_p25
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,25,0.8676923076923077,E81_r3_p25
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,8,0.8095238095238096,E81_r3_p25
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,8,0.8095238095238096,E81_r3_p25
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,8,-0.119047619047619,E81_r3_p25
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,8,0.880952380952381,E81_r3_p25
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,8,0.8571428571428572,E81_r3_p25
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,8,-0.119047619047619,E81_r3_p25
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,54,0.376329331046312,E81_r3_p25
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,54,0.4188679245283018,E81_r3_p25
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,54,0.7545263960358299,E81_r3_p25
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,54,0.5113398132266056,E81_r3_p25
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,54,0.5950447874976177,E81_r3_p25
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,54,0.5025728987993138,E81_r3_p25
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,4,0.1999999999999999,E81_r3_p25
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,4,0.3999999999999999,E81_r3_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,4,0.7999999999999999,E81_r3_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,4,-0.6000000000000001,E81_r3_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,4,0.0,E81_r3_p25
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,4,0.7999999999999999,E81_r3_p25
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,19,0.8614035087719297,E81_r3_p50
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,19,0.7087719298245614,E81_r3_p50
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,19,0.9192982456140352,E81_r3_p50
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,19,0.7964912280701755,E81_r3_p50
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,19,0.863157894736842,E81_r3_p50
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,19,0.9157894736842104,E81_r3_p50
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,14,0.8241758241758241,E81_r3_p50
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,14,0.8065934065934066,E81_r3_p50
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,14,0.2967032967032967,E81_r3_p50
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,14,0.8549450549450549,E81_r3_p50
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,14,0.8461538461538461,E81_r3_p50
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,14,0.5472527472527472,E81_r3_p50
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,40,0.6136960600375236,E81_r3_p50
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,40,0.5106941838649157,E81_r3_p50
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,40,0.0335834896810506,E81_r3_p50
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,40,0.5953095684803003,E81_r3_p50
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,40,0.5114446529080676,E81_r3_p50
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,40,0.5078799249530958,E81_r3_p50
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,6,0.8285714285714287,E81_r3_p50
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,6,0.6,E81_r3_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,6,-0.1428571428571428,E81_r3_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,6,0.0285714285714285,E81_r3_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,6,0.8285714285714287,E81_r3_p50
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,6,0.6,E81_r3_p50
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,8,0.9761904761904764,E81_r3_p75
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,8,0.880952380952381,E81_r3_p75
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,8,0.880952380952381,E81_r3_p75
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,8,0.9523809523809524,E81_r3_p75
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,8,0.9761904761904764,E81_r3_p75
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,8,0.880952380952381,E81_r3_p75
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,25,0.8330769230769232,E81_r3_p75
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,25,0.8223076923076923,E81_r3_p75
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,25,-0.053076923076923,E81_r3_p75
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,25,0.8738461538461537,E81_r3_p75
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,25,0.8630769230769231,E81_r3_p75
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,25,0.826923076923077,E81_r3_p75
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,16,0.7147058823529412,E81_r3_p75
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,16,0.5970588235294118,E81_r3_p75
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,16,0.6176470588235293,E81_r3_p75
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,16,0.4941176470588235,E81_r3_p75
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,16,0.6794117647058824,E81_r3_p75
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,16,0.6176470588235293,E81_r3_p75
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,11,0.6727272727272727,E81_r3_p75
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,11,0.7090909090909092,E81_r3_p75
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,11,0.2181818181818182,E81_r3_p75
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,11,0.2272727272727272,E81_r3_p75
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,11,0.6181818181818182,E81_r3_p75
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,11,0.7090909090909092,E81_r3_p75
