manifest_id,status,reason
E81_r1_p25,reused_complete,
E81_r1_p50,reused_complete,
E81_r2_p25,reused_complete,
E81_r2_p50,reused_complete,
E81_r2_p75,reused_complete,
E81_r3_p25,reused_complete,
E81_r3_p50,reused_complete,
E81_r3_p75,reused_complete,
