quadrant,n_manifests,mean_spearman_disagreement,disagreement_manifest_bootstrap_ci95_low,disagreement_manifest_bootstrap_ci95_high,mean_spearman_magnitude,magnitude_manifest_bootstrap_ci95_low,magnitude_manifest_bootstrap_ci95_high,mean_delta_disagreement_minus_magnitude,delta_manifest_bootstrap_ci95_low,delta_manifest_bootstrap_ci95_high,positive_disagreement_manifests,positive_delta_manifests
new_context_new_perturbation,8,0.7694216617960881,0.6118407995702121,0.9011602691683962,0.7502747260894214,0.6032471440342155,0.8785446095442226,0.019146935706666694,-0.01020547057298412,0.04959494324045407,8,4
new_context_seen_perturbation,8,0.779275748761043,0.7052802601809955,0.849055699202758,0.8425252280399339,0.786216157616893,0.896787438052144,-0.063249479278891,-0.0977656575450693,-0.035510513179630804,8,0
seen_context_new_perturbation,8,0.33617311223421037,0.14468681833940839,0.508832174673897,0.5655787274558975,0.5181108246398596,0.6129445584011793,-0.22940561522168715,-0.38286377493537666,-0.07984911689196901,7,2
seen_context_seen_perturbation_pair_holdout,8,0.7375,0.5694805194805195,0.8498376623376624,0.6314935064935066,0.4142857142857143,0.8100649350649352,0.10600649350649347,0.015909090909090845,0.20714285714285713,8,5
