fold_id,task_id,setting,context,perturbation,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_truth_used_for_score_or_transform,frozen_model_sha256,risk_model_disagreement,baseline_predicted_magnitude,safeconf_frozen_pair_risk,safeconf_calibrated_pair_risk,target_truth_used_for_score_or_noise_transform
Nadig_cellline_holdout_1_HepG2,HepG2::GON4L,context_unseen,HepG2,GON4L,1.0,0.5,2.688863259987868,-1.9651580458268072,0.3525007782876611,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1190797016839364,0.049074538052082,4.188863259987867,0.2370078666540579,False
Nadig_cellline_holdout_1_HepG2,HepG2::SKA3,context_and_perturbation_unseen,HepG2,SKA3,1.0,1.0,3.265838757393911,-0.7648755940356453,0.455550430510838,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1237713277529903,0.0652756541967392,5.265838757393912,0.2431092682343912,False
Nadig_cellline_holdout_1_HepG2,HepG2::YRDC,context_unseen,HepG2,YRDC,1.0,0.5,1.8946333206803776,-1.7279676913728317,0.3456461376111102,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1126214900183969,0.052276074886322,3.394633320680378,0.2286090423909393,False
Nadig_cellline_holdout_1_HepG2,HepG2::DNAJC17,context_and_perturbation_unseen,HepG2,DNAJC17,1.0,1.0,-0.4390924618648715,0.3650429011537101,0.4241255434351875,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.0936450018163212,0.080527015030384,1.5609075381351285,0.2039303545754225,False
Nadig_cellline_holdout_1_HepG2,HepG2::PPIA,context_unseen,HepG2,PPIA,1.0,0.5,-0.5345078481481831,-1.0784633960592802,0.3228995201706842,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.0928691399024475,0.0610429234802722,0.9654921518518168,0.2029213557682385,False
Nadig_cellline_holdout_1_HepG2,HepG2::UBE2L3,context_unseen,HepG2,UBE2L3,1.0,1.0,-2.231981511500592,0.138091900567688,0.3907637773178312,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.0790662804633194,0.077463686466217,-0.2319815115005918,0.1849709080651466,False
Nadig_cellline_holdout_1_HepG2,HepG2::CCT4,context_unseen,HepG2,CCT4,1.0,0.5,0.8401980163854745,1.140274042264274,0.3964560789866268,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1040474410613762,0.0909908935427665,2.3401980163854743,0.2174585979424177,False
Nadig_cellline_holdout_1_HepG2,HepG2::GNB1L,context_and_perturbation_unseen,HepG2,GNB1L,1.0,1.0,0.1472474397865288,-0.7376742398977001,0.4074209925535405,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.0984127737239353,0.065642811357975,2.147247439786529,0.2101307828754665,False
Nadig_cellline_holdout_1_HepG2,HepG2::DHX37,context_unseen,HepG2,DHX37,1.0,0.5,3.709101476789435,2.132118576454713,0.4645913220623735,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1273756799986322,0.1043785661458969,5.209101476789435,0.2477966836771295,False
Nadig_cellline_holdout_1_HepG2,HepG2::NAA38,context_and_perturbation_unseen,HepG2,NAA38,1.0,1.0,2.3134706892464743,-0.9574091179437892,0.436140054631451,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3,0.1160272296484037,0.0626768842339515,4.313470689246474,0.2330381645875677,False
